"name","variation","diy","buy","sell","color_1","color_2","size","miles_price","source","source_notes","seasonal_availability","mannequin_piece","version","style","label_themes","type","villager_equippable","catalog","filename","internal_id","unique_entry_id"
"Labelle sunglasses","Midnight","No","2000",500.0,"Black","Black","1x1","NA","Labelle",,"All Year","No","1.0.0","Gorgeous","everyday; formal; party; theatrical; vacation","AccessoryEye","Yes","For sale","AccessoryGlassKate1",11776.0,"Pk4syNKBscFTBD2mP"
"Labelle sunglasses","Passion","No","2000",500.0,"Red","Red","1x1","NA","Labelle",,"All Year","No","1.0.0","Gorgeous","everyday; formal; party; theatrical; vacation","AccessoryEye","Yes","For sale","AccessoryGlassKate2",11777.0,"TJqYcpQKFaPX6naSj"
"Labelle sunglasses","Ocean","No","2000",500.0,"Blue","Blue","1x1","NA","Labelle",,"All Year","No","1.0.0","Gorgeous","everyday; formal; party; theatrical; vacation","AccessoryEye","Yes","For sale","AccessoryGlassKate3",11778.0,"yWuQ9CtGKLaG7ntW9"
"Labelle sunglasses","Sunset","No","2000",500.0,"Yellow","Yellow","1x1","NA","Labelle",,"All Year","No","1.0.0","Gorgeous","everyday; formal; party; theatrical; vacation","AccessoryEye","Yes","For sale","AccessoryGlassKate4",11779.0,"Km6htuKWbDhQx5v2o"
"Labelle sunglasses","Love","No","2000",500.0,"Pink","Pink","1x1","NA","Labelle",,"All Year","No","1.0.0","Gorgeous","everyday; formal; party; theatrical; vacation","AccessoryEye","Yes","For sale","AccessoryGlassKate5",11780.0,"WHaB5ZbzSPteM5KxG"
"ladder shades","Red","No","880",220.0,"Red","Red","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","party; theatrical","AccessoryEye","Yes","For sale","AccessoryGlassBlind0",4464.0,"DErjYKaqmFEkp7RQ3"
"ladder shades","Blue","No","880",220.0,"Blue","Blue","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","party; theatrical","AccessoryEye","Yes","For sale","AccessoryGlassBlind1",11002.0,"kbZR8T9YaP2Pb7q6P"
"ladder shades","Green","No","880",220.0,"Green","Green","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","party; theatrical","AccessoryEye","Yes","For sale","AccessoryGlassBlind2",11003.0,"wnvu2B7z7M975uCMf"
"ladder shades","Pink","No","880",220.0,"Pink","Pink","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","Yes","1.0.0","Active","party; theatrical","AccessoryEye","Yes","For sale","AccessoryGlassBlind3",11004.0,"8wvE7HfG9HvK33nTW"
"ladder shades","Yellow","No","880",220.0,"Yellow","Yellow","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","party; theatrical","AccessoryEye","Yes","For sale","AccessoryGlassBlind4",11005.0,"mcex6oPn8f8KotnrZ"
"ladder shades","Gold","No","880",220.0,"Brown","Brown","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","party; theatrical","AccessoryEye","Yes","For sale","AccessoryGlassBlind5",11006.0,"SF89YKrjwGsa5Dp7t"
"leaf","Green","Yes","NFS",100.0,"Green","Green","1x1","NA","Crafting",,"All Year","No","1.0.0","Simple","outdoorsy; comfy; vacation","AccessoryMouth","No","Not for sale","AccessoryMouthLeafGreen",4682.0,"XrpTjwp94FwmvXjmE"
"masquerade mask","Purple","No","910",227.0,"Pink","Yellow","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","fairy tale; party; theatrical","AccessoryEye","Yes","For sale","AccessoryGlassVenetian0",4667.0,"vwytnsJLdnFYZdeHR"
"masquerade mask","Black","No","910",227.0,"Black","Yellow","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","fairy tale; party; theatrical","AccessoryEye","Yes","For sale","AccessoryGlassVenetian1",11161.0,"GL9igRSB2nTebNAin"
"masquerade mask","Blue","No","910",227.0,"Blue","Yellow","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","fairy tale; party; theatrical","AccessoryEye","Yes","For sale","AccessoryGlassVenetian2",11162.0,"6yKLSWNnpyXAPKJ4h"
"masquerade mask","Red","No","910",227.0,"Red","Yellow","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","fairy tale; party; theatrical","AccessoryEye","Yes","For sale","AccessoryGlassVenetian3",11163.0,"DknNtTo9sb2jZHDht"
"masquerade mask","Green","No","910",227.0,"Green","Yellow","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","fairy tale; party; theatrical","AccessoryEye","Yes","For sale","AccessoryGlassVenetian4",11164.0,"PEA7Y7djsLQryh4c2"
"masquerade mask","Gold","No","910",227.0,"Orange","Yellow","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","fairy tale; party; theatrical","AccessoryEye","Yes","For sale","AccessoryGlassVenetian5",11165.0,"nzAimcCqJg46jjNiN"
"monocle","Black","No","1100",275.0,"Black","Black","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","Yes","1.0.0","Elegant","fairy tale; formal; work","AccessoryOneEye","Yes","For sale","AccessoryGlassMonocle0",4462.0,"vtCepd9DjYS2H5vcb"
"monocle","Gold","No","1100",275.0,"Yellow","Yellow","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Elegant","fairy tale; formal; work","AccessoryOneEye","Yes","For sale","AccessoryGlassMonocle1",11000.0,"ghxLRorCD3NWR5h5x"
"monocle","Silver","No","1100",275.0,"Gray","Gray","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Elegant","fairy tale; formal; work","AccessoryOneEye","Yes","For sale","AccessoryGlassMonocle2",11001.0,"tXaLxYbQPqcTZWxej"
"night-vision goggles","Black","No","1560",390.0,"Black","Green","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","outdoorsy","AccessoryEye","Yes","For sale","AccessoryGlassNightvisionBlack",5261.0,"sMdtidR3zypRsgSCW"
"Nook Inc. eye mask","Green","No","NFS",2000.0,"Green","White","1x1","400","Nook Miles Shop",,"All Year","No","1.0.0","Simple","comfy","AccessoryEye","Yes","Not for sale","AccessoryGlassNook0",9654.0,"n8j5gx4zjuK7tkYKq"
"nose drip","Light blue","No","490",122.0,"Light blue","Light blue","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","comfy","AccessoryMouth","No","For sale","AccessoryMouthJokeDripCyan",5833.0,"9YbFJqBD3hmQkW4Gq"
"octagonal glasses","Gray","No","1100",275.0,"Gray","Gray","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","Yes","1.0.0","Cute","comfy; vacation; work","AccessoryEye","Yes","For sale","AccessoryGlassOctagon0",4239.0,"dzKG7sMGwFn7EaKjm"
"octagonal glasses","Green","No","1100",275.0,"Green","Green","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cute","comfy; vacation; work","AccessoryEye","Yes","For sale","AccessoryGlassOctagon1",11072.0,"NME2CQfz2tMbnwLzb"
"octagonal glasses","Purple","No","1100",275.0,"Purple","Purple","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","Yes","1.0.0","Cute","comfy; vacation; work","AccessoryEye","Yes","For sale","AccessoryGlassOctagon2",11073.0,"Je9RNoLocnJ5kinNQ"
"octagonal glasses","Gold","No","1100",275.0,"Beige","Beige","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","Yes","1.0.0","Cute","comfy; vacation; work","AccessoryEye","Yes","For sale","AccessoryGlassOctagon3",11074.0,"t5MJmR6fbqXwevjus"
"octagonal glasses","Black","No","1100",275.0,"Black","Black","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","Yes","1.0.0","Cute","comfy; vacation; work","AccessoryEye","Yes","For sale","AccessoryGlassOctagon4",11075.0,"4FT4YuTQcq3RGo3Ss"
"oval glasses","Green","No","880",220.0,"Green","Green","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","Yes","1.0.0","Simple","everyday; work","AccessoryEye","Yes","For sale","AccessoryGlassOval0",4609.0,"jw7KgW9epPat5Pw8W"
"oval glasses","Orange","No","880",220.0,"Orange","Orange","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","Yes","1.0.0","Simple","everyday; work","AccessoryEye","Yes","For sale","AccessoryGlassOval1",11087.0,"9AXkAraeTz6TgR6sJ"
"oval glasses","Blue","No","880",220.0,"Light blue","Light blue","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday; work","AccessoryEye","Yes","For sale","AccessoryGlassOval2",11088.0,"ydCsvEetGaAQ4mNs2"
"oval glasses","Purple","No","880",220.0,"Purple","Purple","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday; work","AccessoryEye","Yes","For sale","AccessoryGlassOval3",11089.0,"9ZhHgTmKeqZ7fgcNr"
"oval glasses","Magenta","No","880",220.0,"Red","Red","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","Yes","1.0.0","Simple","everyday; work","AccessoryEye","Yes","For sale","AccessoryGlassOval4",11090.0,"QBNkZLi9jpeDYMxnQ"
"oval glasses","Mustard","No","880",220.0,"Yellow","Yellow","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday; work","AccessoryEye","Yes","For sale","AccessoryGlassOval5",11091.0,"uocqzyhP5WHmnH8dj"
"oval glasses","Black","No","880",220.0,"Black","Black","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday; work","AccessoryEye","Yes","For sale","AccessoryGlassOval6",11092.0,"uuttmaKAruqm7tiKL"
"pacifier","Baby purple","No","560",140.0,"Pink","Pink","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Cute","comfy","AccessoryMouth","No","For sale","AccessoryMouthPacifier0",2298.0,"bK8fXPaAy9f3Nqx9Q"
"pacifier","Baby mint","No","560",140.0,"Light blue","Light blue","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Cute","comfy","AccessoryMouth","No","For sale","AccessoryMouthPacifier1",11013.0,"KMB2YJMHNzESo6Hws"
"pacifier","Baby yellow","No","560",140.0,"Yellow","Yellow","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Cute","comfy","AccessoryMouth","No","For sale","AccessoryMouthPacifier2",11014.0,"iH9JsLkZTan5CQgTt"
"pacifier","Baby green","No","560",140.0,"Green","Green","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Cute","comfy","AccessoryMouth","No","For sale","AccessoryMouthPacifier3",11015.0,"XRyQwLEtt9RwgvtST"
"pacifier","Baby pink","No","560",140.0,"Red","Red","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Cute","comfy","AccessoryMouth","No","For sale","AccessoryMouthPacifier4",11016.0,"iAyukzDt8Kutfpmab"
"pacifier","Baby gray","No","560",140.0,"Gray","Gray","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Cute","comfy","AccessoryMouth","No","For sale","AccessoryMouthPacifier5",11017.0,"aWcYia7rWZ8nhXg37"
"pacifier","Baby blue","No","560",140.0,"Purple","Purple","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Cute","comfy","AccessoryMouth","No","For sale","AccessoryMouthPacifier6",11018.0,"ScuP52AjZHPkhCuGP"
"pacifier","Baby orange","No","560",140.0,"Orange","Orange","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Cute","comfy","AccessoryMouth","No","For sale","AccessoryMouthPacifier7",11019.0,"WZgrieHNMrjuw9Tah"
"pig nose","Pink","No","560",140.0,"Pink","Pink","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cute","fairy tale; party; theatrical","AccessoryMouthInvisibleNose","No","For sale","AccessoryMouthPigPink",4647.0,"H2JSW7YDoTdLr6GTK"
"pilot shades","Black","No","1300",325.0,"Black","Brown","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Cool","sporty; work","AccessoryEye","Yes","For sale","AccessoryGlassPilot0",4459.0,"wuyb75e6fkA5976yx"
"pilot shades","Gold","No","1300",325.0,"Yellow","Black","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","Yes","1.0.0","Cool","sporty; work","AccessoryEye","Yes","For sale","AccessoryGlassPilot1",11214.0,"nBHTPo8pt7eRL47PT"
"pixel shades","Red","No","1320",330.0,"Red","Black","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","Yes","1.0.0","Cool","party; vacation","AccessoryEye","Yes","For sale","AccessoryGlassDot0",4646.0,"Tp2dC3Dk4chwa4ebr"
"pixel shades","Green","No","1320",330.0,"Green","Black","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cool","party; vacation","AccessoryEye","Yes","For sale","AccessoryGlassDot1",11223.0,"6tFnu3DhC5HQvqmZ5"
"pixel shades","Blue","No","1320",330.0,"Blue","Black","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","Yes","1.0.0","Cool","party; vacation","AccessoryEye","Yes","For sale","AccessoryGlassDot2",11224.0,"SbAGGe9yg4EXAw35b"
"pixel shades","Black","No","1320",330.0,"Black","Black","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cool","party; vacation","AccessoryEye","Yes","For sale","AccessoryGlassDot3",11225.0,"GY4PDqrCZdcPWb4Ep"
"pleather mask","Black","No","770",192.0,"Black","Gray","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","Yes","1.0.0","Cool","goth","AccessoryMouthEarJaw","No","For sale","AccessoryMouthLeatherBlack",6040.0,"aN6Wsxguggh39oBiF"
"post-op patch","White","No","490",122.0,"White","White","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","goth","AccessoryOneEye","Yes","For sale","AccessoryGlassEyepatchWhite",4452.0,"8Qgoizxz547DtMNd7"
"privacy mask","Black","No","560",140.0,"Black","Black","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","Yes","1.0.0","Cool","everyday; goth; comfy","AccessoryMouthEarJaw","No","For sale","AccessoryMouthCrowBlack",4671.0,"4GDJFfMNHhsaXXrAN"
"reflector","Gray","No","560",140.0,"Gray","Black","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cool","work","AccessoryEye","Yes","For sale","AccessoryGlassMirrorGray",6039.0,"J4EgETRkyeSESkRB7"
"retro shades","Yellow","No","1560",390.0,"White","Orange","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Elegant","everyday; party; vacation","AccessoryEye","Yes","For sale","AccessoryGlassRetro0",4456.0,"SFFhXhR5sYQzJwXWj"
"retro shades","Green","No","1560",390.0,"Green","Green","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Elegant","everyday; party; vacation","AccessoryEye","Yes","For sale","AccessoryGlassRetro1",11209.0,"zYw3PhLHsw2KZ7TBK"
"retro shades","Red","No","1560",390.0,"Pink","Red","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","Yes","1.0.0","Elegant","everyday; party; vacation","AccessoryEye","Yes","For sale","AccessoryGlassRetro2",11210.0,"zg6uY6WZNQcopNq67"
"retro shades","Purple","No","1560",390.0,"Pink","Purple","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Elegant","everyday; party; vacation","AccessoryEye","Yes","For sale","AccessoryGlassRetro3",11211.0,"QqEG7ktLKMaXweFzg"
"retro shades","Blue","No","1560",390.0,"Light blue","Green","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Elegant","everyday; party; vacation","AccessoryEye","Yes","For sale","AccessoryGlassRetro4",11212.0,"cJCaAmMdqrHG8uDLH"
"retro shades","Gray","No","1560",390.0,"Gray","Black","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Elegant","everyday; party; vacation","AccessoryEye","Yes","For sale","AccessoryGlassRetro5",11213.0,"6oqHAyihAjKRfH72Z"
"rhinestone shades","Red","No","1040",260.0,"Red","Red","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","party; theatrical; vacation","AccessoryEye","Yes","For sale","AccessoryGlassRhinestone0",4683.0,"BJFhJqt9KuaWGaWuM"
"rhinestone shades","Ochre","No","1040",260.0,"Brown","Black","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","party; theatrical; vacation","AccessoryEye","Yes","For sale","AccessoryGlassRhinestone1",11226.0,"iwtSmya59DpyGFB97"
"rhinestone shades","Purple","No","1040",260.0,"Purple","Black","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","party; theatrical; vacation","AccessoryEye","Yes","For sale","AccessoryGlassRhinestone2",11227.0,"qy2BWYZvJedPJ69yX"
"rimmed glasses","Black","No","630",157.0,"Black","Black","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","Yes","1.0.0","Elegant","everyday; formal; work","AccessoryEye","Yes","For sale","AccessoryGlassCircle0",4235.0,"DyPvwyWQK47TL4tjW"
"rimmed glasses","Gold","No","630",157.0,"Yellow","Yellow","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Elegant","everyday; formal; work","AccessoryEye","Yes","For sale","AccessoryGlassCircle1",11184.0,"xqu5YAX6AmrXR4Qmd"
"rimmed glasses","Gray","No","630",157.0,"Gray","Gray","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Elegant","everyday; formal; work","AccessoryEye","Yes","For sale","AccessoryGlassCircle2",11185.0,"jA7gAHyzXHk8qBRuq"
"rimmed glasses","Brown","No","630",157.0,"Brown","Brown","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","Yes","1.0.0","Elegant","everyday; formal; work","AccessoryEye","Yes","For sale","AccessoryGlassCircle3",11186.0,"RpfNwdBEPoqgF5pkh"
"rimmed glasses","Purple","No","630",157.0,"Purple","Purple","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","Yes","1.0.0","Elegant","everyday; formal; work","AccessoryEye","Yes","For sale","AccessoryGlassCircle4",11187.0,"fjKzCMBMhcJNEjsTv"
"round shades","Black","No","1560",390.0,"Black","Black","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","Yes","1.0.0","Cool","everyday; party; vacation","AccessoryEye","Yes","For sale","AccessoryGlassBoston0",4241.0,"SdqiPF4Fzw8HrPY4k"
"round shades","Green","No","1560",390.0,"Green","Black","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","Yes","1.0.0","Cool","everyday; party; vacation","AccessoryEye","Yes","For sale","AccessoryGlassBoston1",11196.0,"Mf9c5DHdko9uWo2Hu"
"round shades","Blue","No","1560",390.0,"Blue","Black","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cool","everyday; party; vacation","AccessoryEye","Yes","For sale","AccessoryGlassBoston2",11197.0,"hyhWF8rW2Y2AkXGTj"
"round shades","Yellow","No","1560",390.0,"Yellow","Black","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cool","everyday; party; vacation","AccessoryEye","Yes","For sale","AccessoryGlassBoston3",11198.0,"BE37D4h9xHkhRwgmH"
"round shades","Pink","No","1560",390.0,"Pink","Black","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cool","everyday; party; vacation","AccessoryEye","Yes","For sale","AccessoryGlassBoston4",11199.0,"KFNjnL6rqYckLECFB"
"round shades","Red","No","1560",390.0,"Red","Black","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","Yes","1.0.0","Cool","everyday; party; vacation","AccessoryEye","Yes","For sale","AccessoryGlassBoston5",11200.0,"Z9bJ6cYkY6hC4mL4o"
"round shades","White","No","1560",390.0,"White","Black","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cool","everyday; party; vacation","AccessoryEye","Yes","For sale","AccessoryGlassBoston6",11201.0,"z8KywWDutyXSsgXoy"
"round shades","Purple","No","1560",390.0,"Purple","Black","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cool","everyday; party; vacation","AccessoryEye","Yes","For sale","AccessoryGlassBoston7",11202.0,"fy6sue9jdYtpwh4Aq"
"round tinted shades","Brown","No","880",220.0,"Orange","Brown","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","Yes","1.0.0","Simple","everyday; formal","AccessoryEye","Yes","For sale","AccessoryGlassRound0",4607.0,"GdrT6sBLFECRG8LyN"
"round tinted shades","Light brown","No","880",220.0,"Orange","Brown","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday; formal","AccessoryEye","Yes","For sale","AccessoryGlassRound1",11220.0,"KqtiBXYfKejymQ4Wg"
"round tinted shades","Dark brown","No","880",220.0,"Brown","Brown","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","Yes","1.0.0","Simple","everyday; formal","AccessoryEye","Yes","For sale","AccessoryGlassRound2",11221.0,"tfuBgNyNNSXc3o4Q2"
"round tinted shades","Green","No","880",220.0,"Green","Brown","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday; formal","AccessoryEye","Yes","For sale","AccessoryGlassRound3",11222.0,"CeX6fKZRL2XFK7jnW"
"rounded beard","Black","No","980",245.0,"Colorful","Colorful","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cool","everyday; comfy; theatrical","AccessoryMouthEarJaw","No","For sale","AccessoryMouthBeardRoundBlack",4679.0,"As4RR5kDBbDWqHP69"
"shattered glasses","Black","No","NFS",10.0,"Black","Light blue","1x1","NA","Recycle bin",,"All Year","No","1.0.0","Simple","goth","AccessoryEye","Yes","Not for sale","AccessoryGlassCrackBlack",4337.0,"9nxh9LSDKZoYjygJg"
"ski goggles","White","No","980",245.0,"Orange","White","1x1","NA","Able Sisters","Available from Able Sisters shop only","Winter","Yes","1.0.0","Active","outdoorsy; sporty","AccessoryEye","Yes","For sale","AccessoryGlassGogglesski0",4453.0,"GWhWLPt3sExfeAG2c"
"ski goggles","Yellow","No","980",245.0,"Pink","Yellow","1x1","NA","Able Sisters","Available from Able Sisters shop only","Winter","No","1.0.0","Active","outdoorsy; sporty","AccessoryEye","Yes","For sale","AccessoryGlassGogglesski1",11479.0,"NwNqq5g2iw4DeMsBY"
"ski goggles","Purple","No","980",245.0,"Green","Blue","1x1","NA","Able Sisters","Available from Able Sisters shop only","Winter","No","1.0.0","Active","outdoorsy; sporty","AccessoryEye","Yes","For sale","AccessoryGlassGogglesski2",11480.0,"4umKSoR2BWtW6JyFK"
"ski goggles","Pink","No","980",245.0,"Purple","Pink","1x1","NA","Able Sisters","Available from Able Sisters shop only","Winter","No","1.0.0","Active","outdoorsy; sporty","AccessoryEye","Yes","For sale","AccessoryGlassGogglesski3",11481.0,"RBByDZoTeK5b6jvXn"
"ski goggles","Green","No","980",245.0,"Blue","Green","1x1","NA","Able Sisters","Available from Able Sisters shop only","Winter","No","1.0.0","Active","outdoorsy; sporty","AccessoryEye","Yes","For sale","AccessoryGlassGogglesski4",11482.0,"SydPBHGEnpRAKuCfq"
"ski goggles","Orange","No","980",245.0,"Light blue","Orange","1x1","NA","Able Sisters","Available from Able Sisters shop only","Winter","No","1.0.0","Active","outdoorsy; sporty","AccessoryEye","Yes","For sale","AccessoryGlassGogglesski5",11483.0,"vSksuA8nCN72Tq3ji"
"sporty shades","Black","No","1300",325.0,"Black","Orange","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Active","outdoorsy; sporty","AccessoryEye","Yes","For sale","AccessoryGlassSports0",4458.0,"QkHqffg8X4eTL6PXX"
"sporty shades","White","No","1300",325.0,"White","Orange","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Active","outdoorsy; sporty","AccessoryEye","Yes","For sale","AccessoryGlassSports1",11489.0,"CA5YASgCBpgL2PSpX"
"sporty shades","Pink","No","1300",325.0,"Pink","Pink","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Active","outdoorsy; sporty","AccessoryEye","Yes","For sale","AccessoryGlassSports2",11490.0,"GgdcckY8p5Rg5NyTY"
"sporty shades","Lime","No","1300",325.0,"Green","Light blue","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Active","outdoorsy; sporty","AccessoryEye","Yes","For sale","AccessoryGlassSports3",11491.0,"uwEjreWEdYSbuxXE9"
"sporty shades","Light blue","No","1300",325.0,"Light blue","Blue","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Active","outdoorsy; sporty","AccessoryEye","Yes","For sale","AccessoryGlassSports4",11492.0,"THB8TWPykhsELXErr"
"square glasses","Brown","No","880",220.0,"Brown","Brown","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","Yes","1.0.0","Simple","everyday; formal; work","AccessoryEye","Yes","For sale","AccessoryGlassSquare0",4236.0,"rAzkKijSEqXzoAZKY"
"square glasses","Black","No","880",220.0,"Black","Black","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","Yes","1.0.0","Simple","everyday; formal; work","AccessoryEye","Yes","For sale","AccessoryGlassSquare1",11066.0,"LhvFWS5ADiDiPJwai"
"square glasses","Gray","No","880",220.0,"Gray","Gray","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday; formal; work","AccessoryEye","Yes","For sale","AccessoryGlassSquare2",11067.0,"QxFwFytYcWo5acGtW"
"square glasses","Blue","No","880",220.0,"Blue","Blue","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","Yes","1.0.0","Simple","everyday; formal; work","AccessoryEye","Yes","For sale","AccessoryGlassSquare3",11068.0,"CvziuqadDpoQgGK4C"
"stache & glasses","Black","No","770",192.0,"Black","Orange","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cute","party; theatrical","AcceEyeMouth","Yes","For sale","AccessoryGlassmouthBeard0",4501.0,"s7hDzZ3ajPpK9fnEW"
"stache & glasses","Red","No","770",192.0,"Red","Black","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cute","party; theatrical","AcceEyeMouth","Yes","For sale","AccessoryGlassmouthBeard1",11007.0,"M8owND8DnAEKA9nuX"
