"name","variation","diy","buy","sell","color_1","color_2","size","miles_price","source","source_notes","seasonal_availability","mannequin_piece","version","style","label_themes","villager_equippable","catalog","filename","internal_id","unique_entry_id"
"flower sandals","Green","No","1200",300.0,"Green","Green","1x1","NA","Able Sisters","Available from Able Sisters shop only","Summer","No","1.0.0","Cute","fairy tale; outdoorsy; vacation","No","For sale","ShoesSandalFlower2",10127.0,"MvQdXTd5fpze9DrcN"
"flower sandals","Purple","No","1200",300.0,"Purple","Purple","1x1","NA","Able Sisters","Available from Able Sisters shop only","Summer","No","1.0.0","Cute","fairy tale; outdoorsy; vacation","No","For sale","ShoesSandalFlower3",10128.0,"vMQexjCj2Egq6S9Tm"
"flower sandals","Blue","No","1200",300.0,"Blue","Light blue","1x1","NA","Able Sisters","Available from Able Sisters shop only","Summer","No","1.0.0","Cute","fairy tale; outdoorsy; vacation","No","For sale","ShoesSandalFlower4",10129.0,"iBZH8z7aReKctqLyG"
"flower sandals","Black","No","1200",300.0,"Black","Gray","1x1","NA","Able Sisters","Available from Able Sisters shop only","Summer","No","1.0.0","Cute","fairy tale; outdoorsy; vacation","No","For sale","ShoesSandalFlower5",10130.0,"sZKDexuZQqMHvKNha"
"flower sandals","White","No","1200",300.0,"White","Gray","1x1","NA","Able Sisters","Available from Able Sisters shop only","Summer","Yes","1.0.0","Cute","fairy tale; outdoorsy; vacation","No","For sale","ShoesSandalFlower6",10131.0,"zEAdQCRGCGkGXo3zH"
"ghillie brogues","Brown","No","2340",585.0,"Brown","Brown","1x1","NA","Kicks",,"All Year","No","1.0.0","Gorgeous","formal; work","No","For sale","ShoesLowcutBrogues0",6042.0,"85Ro38Bbgo5G7rSLw"
"ghillie brogues","Black","No","2340",585.0,"Black","Black","1x1","NA","Kicks",,"All Year","No","1.0.0","Gorgeous","formal; work","No","For sale","ShoesLowcutBrogues1",11477.0,"eFrTYfFkrBdwoSecE"
"ghillie brogues","White","No","2340",585.0,"White","White","1x1","NA","Kicks",,"All Year","No","1.0.0","Gorgeous","formal; work","No","For sale","ShoesLowcutBrogues2",11478.0,"2mGMrrGvMowcBDYh7"
"gladiator sandals","Brown","No","1800",450.0,"Brown","Brown","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","Yes","1.0.0","Elegant","everyday; fairy tale; comfy; vacation","No","For sale","ShoesSandalGladiator0",5620.0,"b4X3xaeXEp9ChQQr5"
"gladiator sandals","Black","No","1800",450.0,"Black","Black","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Elegant","everyday; fairy tale; comfy; vacation","No","For sale","ShoesSandalGladiator1",11251.0,"sKQvzqzGvs2ykcSbz"
"gladiator sandals","Red","No","1800",450.0,"Red","Red","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Elegant","everyday; fairy tale; comfy; vacation","No","For sale","ShoesSandalGladiator2",11252.0,"S5PcJMFPpTfkdsrBv"
"gold-armor shoes","Gold","Yes","NFS",40000.0,"Yellow","Yellow","1x1","NA","Crafting",,"All Year","No","1.0.0","Gorgeous","fairy tale; goth","No","Not for sale","ShoesKneeKnightGold",5524.0,"HE5wbwjxnuqXWwuTq"
"hi-tech sneakers","Orange","No","1260",315.0,"Orange","Yellow","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cool","outdoorsy; sporty","No","For sale","ShoesHighcutHightech0",5659.0,"vjJoBSPAnnmMtGJui"
"hi-tech sneakers","Pink","No","1260",315.0,"Pink","Green","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","Yes","1.0.0","Cool","outdoorsy; sporty","No","For sale","ShoesHighcutHightech1",10252.0,"PtSjcthWToYvF8son"
"hi-tech sneakers","Green","No","1260",315.0,"Green","Light blue","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cool","outdoorsy; sporty","No","For sale","ShoesHighcutHightech2",10253.0,"ZuFY68yoJCdmrLuWr"
"hi-tech sneakers","Light blue","No","1260",315.0,"Light blue","Purple","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","Yes","1.0.0","Cool","outdoorsy; sporty","No","For sale","ShoesHighcutHightech3",10254.0,"xasZPBabpo9zFAYMR"
"hi-tech sneakers","Blue","No","1260",315.0,"Blue","Red","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","Yes","1.0.0","Cool","outdoorsy; sporty","No","For sale","ShoesHighcutHightech4",10255.0,"QdudohpJ9dc3hANJF"
"high-tops","Gray","No","1080",270.0,"Gray","Black","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","everyday; outdoorsy; sporty","No","For sale","ShoesHighcutSneaker0",2572.0,"A6PJmQQbeWQc4ks8Q"
"high-tops","Brown","No","1080",270.0,"Brown","Black","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","everyday; outdoorsy; sporty","No","For sale","ShoesHighcutSneaker1",10039.0,"6bXv8wbDiCDaRHXLb"
"high-tops","Green","No","1080",270.0,"Green","Black","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","everyday; outdoorsy; sporty","No","For sale","ShoesHighcutSneaker2",10040.0,"HsMaJWumxL4uY8voa"
"high-tops","Blue","No","1080",270.0,"Blue","Black","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","everyday; outdoorsy; sporty","No","For sale","ShoesHighcutSneaker3",10041.0,"R26LoWHFtNPCiaQnT"
"high-tops","Purple","No","1080",270.0,"Purple","Black","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","Yes","1.0.0","Simple","everyday; outdoorsy; sporty","No","For sale","ShoesHighcutSneaker4",10042.0,"ddCRfjPN2Xq2KENQF"
"high-tops","Red","No","1080",270.0,"Red","Black","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","Yes","1.0.0","Simple","everyday; outdoorsy; sporty","No","For sale","ShoesHighcutSneaker5",10043.0,"vQJchxGQbFYwCtRtG"
"high-tops","Yellow","No","1080",270.0,"Yellow","Black","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","everyday; outdoorsy; sporty","No","For sale","ShoesHighcutSneaker6",10044.0,"oJLevZfue26fB7qbq"
"high-tops","White","No","1080",270.0,"White","Black","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","Yes","1.0.0","Simple","everyday; outdoorsy; sporty","No","For sale","ShoesHighcutSneaker7",10045.0,"49789htHCpZsBFEYb"
"house slippers","Gray","No","490",122.0,"Gray","White","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","comfy; vacation","No","For sale","ShoesSandalRoomborder0",5564.0,"tZ2mLMoSBry5tTdA6"
"house slippers","Navy blue","No","490",122.0,"Blue","White","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","comfy; vacation","No","For sale","ShoesSandalRoomborder1",10091.0,"TMeDiovzy92KvCgNT"
"house slippers","Pink","No","490",122.0,"Pink","White","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","Yes","1.0.0","Simple","comfy; vacation","No","For sale","ShoesSandalRoomborder2",10092.0,"BdzMBFw9xgcZPh2cQ"
"house slippers","Yellow","No","490",122.0,"Yellow","White","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","comfy; vacation","No","For sale","ShoesSandalRoomborder3",10093.0,"TBB5qAmPTjZHgLRgo"
"house slippers","Green","No","490",122.0,"Green","White","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","comfy; vacation","No","For sale","ShoesSandalRoomborder4",10094.0,"6tfgHMCwmTrRZwiQQ"
"house slippers","Blue","No","490",122.0,"Light blue","White","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","comfy; vacation","No","For sale","ShoesSandalRoomborder5",10095.0,"3ACsSJTCB2bWPwZqm"
"house slippers","Red","No","490",122.0,"Red","White","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","comfy; vacation","No","For sale","ShoesSandalRoomborder6",10096.0,"Hr7KzEdakoD9LEXNL"
"house slippers","Beige","No","490",122.0,"Beige","White","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","comfy; vacation","No","For sale","ShoesSandalRoomborder7",10097.0,"B7W2EXnB3QmMEgjbM"
"jester's shoes","Purple","No","1900",475.0,"Purple","Red","1x1","NA","Kicks",,"All Year","No","1.0.0","Active","fairy tale; goth; party; theatrical; work","No","For sale","ShoesKneeClown0",5639.0,"kFDPkeYy4wcHmPdbQ"
"jester's shoes","Black","No","1900",475.0,"Black","Red","1x1","NA","Kicks",,"All Year","No","1.0.0","Active","fairy tale; goth; party; theatrical; work","No","For sale","ShoesKneeClown1",11558.0,"niQbfxs5g6937bDmP"
"jester's shoes","Red","No","1900",475.0,"Red","Blue","1x1","NA","Kicks",,"All Year","No","1.0.0","Active","fairy tale; goth; party; theatrical; work","No","For sale","ShoesKneeClown2",11559.0,"uBt8KnMps2wigFd7x"
"jester's shoes","Green","No","1900",475.0,"Green","Yellow","1x1","NA","Kicks",,"All Year","No","1.0.0","Active","fairy tale; goth; party; theatrical; work","No","For sale","ShoesKneeClown3",11560.0,"4i7swMp5oRyQE9rTH"
"kiddie sneakers","Red","No","700",175.0,"Red","Yellow","1x1","NA","Kicks",,"All Year","No","1.0.0","Active","everyday; outdoorsy; sporty","No","For sale","ShoesHighcutSports0",5761.0,"DiPuWBTmBh88DRn5r"
"kiddie sneakers","Blue","No","700",175.0,"Blue","Red","1x1","NA","Kicks",,"All Year","No","1.0.0","Active","everyday; outdoorsy; sporty","No","For sale","ShoesHighcutSports1",10261.0,"kAr6gcCKT8HoCuSRE"
"kiddie sneakers","Green","No","700",175.0,"Green","Blue","1x1","NA","Kicks",,"All Year","No","1.0.0","Active","everyday; outdoorsy; sporty","No","For sale","ShoesHighcutSports2",10262.0,"JsrscqqMSNsh3igS7"
"kiddie sneakers","Purple","No","700",175.0,"Purple","Orange","1x1","NA","Kicks",,"All Year","No","1.0.0","Active","everyday; outdoorsy; sporty","No","For sale","ShoesHighcutSports3",10263.0,"YtsQtuSuRpNJ9K8nJ"
"kiddie sneakers","Silver","No","700",175.0,"Gray","Blue","1x1","NA","Kicks",,"All Year","No","1.0.0","Active","everyday; outdoorsy; sporty","No","For sale","ShoesHighcutSports4",10264.0,"oxQ6Zq7k9LLPhxMyj"
"kiddie sneakers","Black","No","700",175.0,"Black","Red","1x1","NA","Kicks",,"All Year","No","1.0.0","Active","everyday; outdoorsy; sporty","No","For sale","ShoesHighcutSports5",10265.0,"xvrKLHrw4cuouBZ4P"
"kimono sandals","Black","No","1600",400.0,"Black","Beige","1x1","NA","Kicks",,"All Year","No","1.0.0","Simple","everyday; comfy; theatrical","No","For sale","ShoesSandalGeta0",3704.0,"GLnAezFtAC88MkqHv"
"kimono sandals","Red","No","1600",400.0,"Red","Beige","1x1","NA","Kicks",,"All Year","No","1.0.0","Simple","everyday; comfy; theatrical","No","For sale","ShoesSandalGeta1",10962.0,"9BqtfBqkG7e2XvC5E"
"kimono sandals","Pink","No","1600",400.0,"Pink","Beige","1x1","NA","Kicks",,"All Year","No","1.0.0","Simple","everyday; comfy; theatrical","No","For sale","ShoesSandalGeta2",10963.0,"euyfneg4wKNBxaRAb"
"kimono sandals","Dark blue","No","1600",400.0,"Blue","Beige","1x1","NA","Kicks",,"All Year","No","1.0.0","Simple","everyday; comfy; theatrical","No","For sale","ShoesSandalGeta3",10964.0,"GsGxnse3sG9cSK5Qp"
"kimono sandals","Gray","No","1600",400.0,"Gray","Beige","1x1","NA","Kicks",,"All Year","No","1.0.0","Simple","everyday; comfy; theatrical","No","For sale","ShoesSandalGeta4",10965.0,"EgT778SJG3yj69j9X"
"kimono sandals","Purple","No","1600",400.0,"Purple","Beige","1x1","NA","Kicks",,"All Year","No","1.0.0","Simple","everyday; comfy; theatrical","No","For sale","ShoesSandalGeta5",10966.0,"jxJh2qEEPq43eW8rE"
"kimono sandals","Yellow","No","1600",400.0,"Yellow","Beige","1x1","NA","Kicks",,"All Year","No","1.0.0","Simple","everyday; comfy; theatrical","No","For sale","ShoesSandalGeta6",10967.0,"SvCuc7AwtmzkHtGBu"
"kimono sandals","Green","No","1600",400.0,"Green","Beige","1x1","NA","Kicks",,"All Year","No","1.0.0","Simple","everyday; comfy; theatrical","No","For sale","ShoesSandalGeta7",10968.0,"rzpWkSsb7z9Er4TRC"
"kung-fu shoes","Black","No","1260",315.0,"Black","White","1x1","NA","Kicks",,"All Year","No","1.0.0","Active","everyday; sporty","No","For sale","ShoesLowcutKungfu0",9846.0,"uNAzFWaTbC7Qsp2cD"
"Labelle pumps","Twilight","No","3500",875.0,"Purple","Gray","1x1","NA","Labelle",,"All Year","No","1.0.0","Elegant","everyday; formal; party; theatrical; work","No","For sale","ShoesLowcutKateheel0",9884.0,"sEJGhBBxTL7qWJE4M"
"Labelle pumps","Midnight","No","3500",875.0,"Black","Gray","1x1","NA","Labelle",,"All Year","No","1.0.0","Elegant","everyday; formal; party; theatrical; work","No","For sale","ShoesLowcutKateheel1",11766.0,"WHsTLAXaLK3xxLsGE"
"Labelle pumps","Passion","No","3500",875.0,"Red","Gray","1x1","NA","Labelle",,"All Year","No","1.0.0","Elegant","everyday; formal; party; theatrical; work","No","For sale","ShoesLowcutKateheel2",11767.0,"a3C3YgvQsLy9jrCNu"
"Labelle pumps","Ocean","No","3500",875.0,"Blue","Gray","1x1","NA","Labelle",,"All Year","No","1.0.0","Elegant","everyday; formal; party; theatrical; work","No","For sale","ShoesLowcutKateheel3",11768.0,"mSbTfdnHdwzyjQ3E8"
"Labelle pumps","Sunset","No","3500",875.0,"Yellow","Gray","1x1","NA","Labelle",,"All Year","No","1.0.0","Elegant","everyday; formal; party; theatrical; work","No","For sale","ShoesLowcutKateheel4",11769.0,"tyTvXLX3dX8qtecHz"
"Labelle pumps","Love","No","3500",875.0,"Pink","Gray","1x1","NA","Labelle",,"All Year","No","1.0.0","Elegant","everyday; formal; party; theatrical; work","No","For sale","ShoesLowcutKateheel5",11770.0,"dtKmyfWf7S2nyer8g"
"Labelle sneakers","Twilight","No","3300",825.0,"Purple","Black","1x1","NA","Labelle",,"All Year","No","1.0.0","Cool","everyday; sporty; theatrical","No","For sale","ShoesHighcutKatesneaker0",9885.0,"YRtQpMnJxg9nNHL5A"
"Labelle sneakers","Midnight","No","3300",825.0,"Black","White","1x1","NA","Labelle",,"All Year","No","1.0.0","Cool","everyday; sporty; theatrical","No","For sale","ShoesHighcutKatesneaker1",11771.0,"5hkTnYdABuHSECmDm"
"Labelle sneakers","Passion","No","3300",825.0,"Red","Black","1x1","NA","Labelle",,"All Year","No","1.0.0","Cool","everyday; sporty; theatrical","No","For sale","ShoesHighcutKatesneaker2",11772.0,"Ed6wWhidegCLG2DAM"
"Labelle sneakers","Ocean","No","3300",825.0,"Blue","Black","1x1","NA","Labelle",,"All Year","No","1.0.0","Cool","everyday; sporty; theatrical","No","For sale","ShoesHighcutKatesneaker3",11773.0,"unwHxhSKXYSngG4Qj"
"Labelle sneakers","Sunset","No","3300",825.0,"Yellow","Black","1x1","NA","Labelle",,"All Year","No","1.0.0","Cool","everyday; sporty; theatrical","No","For sale","ShoesHighcutKatesneaker4",11774.0,"GvsavAFMFoXuPMDbR"
"Labelle sneakers","Love","No","3300",825.0,"Pink","Black","1x1","NA","Labelle",,"All Year","No","1.0.0","Cool","everyday; sporty; theatrical","No","For sale","ShoesHighcutKatesneaker5",11775.0,"sb4a63H75Cd2SbNFA"
"lace-up boots","Black","No","1920",480.0,"Black","Black","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","Yes","1.0.0","Cool","everyday; theatrical","No","For sale","ShoesKneeLaceup0",5667.0,"sNmoLH8tnpNCC5X4z"
"lace-up boots","White","No","1920",480.0,"White","White","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cool","everyday; theatrical","No","For sale","ShoesKneeLaceup1",11257.0,"vMF7xDM6WkNnoSn5g"
"lace-up boots","Brown","No","1920",480.0,"Brown","Brown","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","Yes","1.0.0","Cool","everyday; theatrical","No","For sale","ShoesKneeLaceup2",11258.0,"7ztxnCQz2E5TFXv57"
"lace-up boots","Red","No","1920",480.0,"Red","Brown","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cool","everyday; theatrical","No","For sale","ShoesKneeLaceup3",11259.0,"fP7ujb2fhYNT3RWZ7"
"leaf-egg shoes","None","Yes","NFS",800.0,"Yellow","Orange","1x1","NA","Crafting",,"All Year","No","1.1.0a","Active","fairy tale; party; theatrical","No","Not for sale","ShoesLowcutEggleaf0",12457.0,"LE3RpADLBDaJ7hHNP"
"leopard pumps","Beige","No","1560",390.0,"Beige","Brown","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Elegant","everyday; party; theatrical","No","For sale","ShoesLowcutLeopard0",5477.0,"Ey7Y3uBu6WKm8y8ct"
"leopard pumps","Gray","No","1560",390.0,"Gray","Black","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","Yes","1.0.0","Elegant","everyday; party; theatrical","No","For sale","ShoesLowcutLeopard1",10132.0,"4dWXRYLHywa22CiDJ"
"leopard pumps","Blue","No","1560",390.0,"Blue","Blue","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Elegant","everyday; party; theatrical","No","For sale","ShoesLowcutLeopard2",10133.0,"AnEBDgrZ4523Ndji9"
"leopard pumps","Green","No","1560",390.0,"Green","Green","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Elegant","everyday; party; theatrical","No","For sale","ShoesLowcutLeopard3",10134.0,"TcbC2LDWxS5iHeSqm"
"leopard pumps","Purple","No","1560",390.0,"Purple","Purple","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Elegant","everyday; party; theatrical","No","For sale","ShoesLowcutLeopard4",10135.0,"2nK5kvg7qiEdpxFCN"
"leopard pumps","Pink","No","1560",390.0,"Pink","Pink","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Elegant","everyday; party; theatrical","No","For sale","ShoesLowcutLeopard5",10136.0,"F9dwiM2YcJy8C8kBZ"
"loafers","Brown","No","1300",325.0,"Brown","Brown","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","Yes","1.0.0","Simple","everyday; formal; work","No","For sale","ShoesLowcutLoafers0",4724.0,"XyqDFz4BRSEzksRqq"
"loafers","Black","No","1300",325.0,"Black","Black","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","everyday; formal; work","No","For sale","ShoesLowcutLoafers1",11449.0,"nKNWYa5dKmARM7SvT"
"loafers","White","No","1300",325.0,"White","Brown","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","everyday; formal; work","No","For sale","ShoesLowcutLoafers2",11450.0,"pKntHcedJhPRZKHmf"
"loafers","Pink","No","1300",325.0,"Pink","Black","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","everyday; formal; work","No","For sale","ShoesLowcutLoafers3",11451.0,"fPPRtqopYqbAny4As"
"loafers","Blue","No","1300",325.0,"Blue","Black","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","everyday; formal; work","No","For sale","ShoesLowcutLoafers4",11452.0,"KZbcJ6Y2azsNN5CQp"
"loafers","Yellow","No","1300",325.0,"Yellow","Black","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","everyday; formal; work","No","For sale","ShoesLowcutLoafers5",11453.0,"yQbPEnufsfMi3W3bX"
"loafers","Red","No","1300",325.0,"Red","Black","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","everyday; formal; work","No","For sale","ShoesLowcutLoafers6",11454.0,"PukSQjXvyYzFeZqcD"
"mage's booties","Black","No","1550",387.0,"Black","Purple","1x1","NA","Kicks",,"All Year","No","1.0.0","Cool","fairy tale; goth; theatrical","No","For sale","ShoesKneeWitch0",6894.0,"tKv2qT7NoEHtYiP4n"
"mage's booties","Blue","No","1550",387.0,"Blue","Light blue","1x1","NA","Kicks",,"All Year","No","1.0.0","Cool","fairy tale; goth; theatrical","No","For sale","ShoesKneeWitch1",11561.0,"mbi2SGaxxTc9DCKqb"
"mage's booties","White","No","1550",387.0,"White","White","1x1","NA","Kicks",,"All Year","No","1.0.0","Cool","fairy tale; goth; theatrical","No","For sale","ShoesKneeWitch2",11562.0,"ncnoEonPFECoYQJdP"
"mage's booties","Red","No","1550",387.0,"Red","Red","1x1","NA","Kicks",,"All Year","No","1.0.0","Cool","fairy tale; goth; theatrical","No","For sale","ShoesKneeWitch3",11563.0,"XczPtA2SGxvdSmuwH"
"mary janes","Black","No","1800",450.0,"Black","Black","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","Yes","1.0.0","Cute","everyday; fairy tale; formal; party; work","No","For sale","ShoesLowcutStrap0",5471.0,"tcPAf8PdxWMPJ56TC"
"mary janes","Red","No","1800",450.0,"Red","Red","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cute","everyday; fairy tale; formal; party; work","No","For sale","ShoesLowcutStrap1",10162.0,"fhovDJCbyJ4ECSeEr"
"mary janes","White","No","1800",450.0,"White","White","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cute","everyday; fairy tale; formal; party; work","No","For sale","ShoesLowcutStrap2",10163.0,"fs9C7jNtLwxKADExm"
"mary janes","Light blue","No","1800",450.0,"Light blue","Light blue","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cute","everyday; fairy tale; formal; party; work","No","For sale","ShoesLowcutStrap3",10164.0,"3vTqRmCZpmeQWANB9"
"mary janes","Yellow","No","1800",450.0,"Yellow","Yellow","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cute","everyday; fairy tale; formal; party; work","No","For sale","ShoesLowcutStrap4",10165.0,"STYMB3qiDR7pocoAt"
"mary janes","Blue","No","1800",450.0,"Blue","Blue","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","Yes","1.0.0","Cute","everyday; fairy tale; formal; party; work","No","For sale","ShoesLowcutStrap5",10166.0,"P2y3oTkbFmXHwSSDx"
"mary janes","Green","No","1800",450.0,"Green","Green","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","Yes","1.0.0","Cute","everyday; fairy tale; formal; party; work","No","For sale","ShoesLowcutStrap6",10167.0,"XgJAZ7yWs43DKkfjm"
"mary janes","Pink","No","1800",450.0,"Pink","Pink","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","Yes","1.0.0","Cute","everyday; fairy tale; formal; party; work","No","For sale","ShoesLowcutStrap7",10168.0,"HyyFEEoddMkfGhZKN"
"moccasin boots","Camel","No","1120",280.0,"Yellow","Beige","1x1","NA","Able Sisters","Available from Able Sisters shop only","Winter","No","1.0.0","Simple","everyday; comfy; vacation","No","For sale","ShoesHighcutMoccasin0",5542.0,"6a8aJ5Ca4uJXRn5cF"
"moccasin boots","Olive","No","1120",280.0,"Green","Beige","1x1","NA","Able Sisters","Available from Able Sisters shop only","Winter","No","1.0.0","Simple","everyday; comfy; vacation","No","For sale","ShoesHighcutMoccasin1",11456.0,"6ufhuatgmDBKgNCZL"
"moccasin boots","Beige","No","1120",280.0,"Beige","Beige","1x1","NA","Able Sisters","Available from Able Sisters shop only","Winter","No","1.0.0","Simple","everyday; comfy; vacation","No","For sale","ShoesHighcutMoccasin2",11457.0,"L4cyTp779xTQr4dem"
"moccasin boots","Pink","No","1120",280.0,"Pink","Beige","1x1","NA","Able Sisters","Available from Able Sisters shop only","Winter","No","1.0.0","Simple","everyday; comfy; vacation","No","For sale","ShoesHighcutMoccasin3",11458.0,"EizwkphgKRHNZjqdS"
"moccasin boots","Black","No","1120",280.0,"Black","Beige","1x1","NA","Able Sisters","Available from Able Sisters shop only","Winter","Yes","1.0.0","Simple","everyday; comfy; vacation","No","For sale","ShoesHighcutMoccasin4",11459.0,"8oSWwD9gw84jXsvEm"
"moccasin boots","Blue","No","1120",280.0,"Light blue","Beige","1x1","NA","Able Sisters","Available from Able Sisters shop only","Winter","No","1.0.0","Simple","everyday; comfy; vacation","No","For sale","ShoesHighcutMoccasin5",11460.0,"AzNm6SnygdC6nD69M"
"moccasin boots","Orange","No","1120",280.0,"Brown","Beige","1x1","NA","Able Sisters","Available from Able Sisters shop only","Winter","Yes","1.0.0","Simple","everyday; comfy; vacation","No","For sale","ShoesHighcutMoccasin6",11461.0,"S75a7Lg4LsrZWdE7u"
"moccasins","Camel","No","1080",270.0,"Yellow","Brown","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","Yes","1.0.0","Elegant","everyday; comfy","No","For sale","ShoesLowcutMoccasin0",5807.0,"SpvHngyJ9AuiKwYzm"
"moccasins","Red","No","1080",270.0,"Red","Black","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Elegant","everyday; comfy","No","For sale","ShoesLowcutMoccasin1",11465.0,"tHHXagqyKFSz4f8w8"
"moccasins","Light blue","No","1080",270.0,"Light blue","Brown","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Elegant","everyday; comfy","No","For sale","ShoesLowcutMoccasin2",11466.0,"DjFwDzv5JsXzbBh7n"
"moccasins","White","No","1080",270.0,"White","Black","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Elegant","everyday; comfy","No","For sale","ShoesLowcutMoccasin3",11467.0,"EEsaJmPjGLnXNxFKm"
"moccasins","Pink","No","1080",270.0,"Pink","Brown","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Elegant","everyday; comfy","No","For sale","ShoesLowcutMoccasin4",11468.0,"pBBdogRTWvdxBems7"
"moccasins","Gray","No","1080",270.0,"Gray","Black","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","Yes","1.0.0","Elegant","everyday; comfy","No","For sale","ShoesLowcutMoccasin5",11469.0,"4unvwzJxsS3XjpfuB"
"moccasins","Black","No","1080",270.0,"Black","Black","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","Yes","1.0.0","Elegant","everyday; comfy","No","For sale","ShoesLowcutMoccasin6",11470.0,"qzZAMBDZCAjRFFD8v"
"Nook Inc. slippers","White","No","NFS",2000.0,"White","Green","1x1","400","Nook Miles Shop",,"All Year","No","1.0.0","Simple","comfy","No","Not for sale","ShoesSandalRco",5630.0,"Aba2jKEYFb3ZSzoWv"
"outdoor sandals","Green","No","630",157.0,"Green","Black","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Active","outdoorsy; comfy; vacation","No","For sale","ShoesSandalOutdoor0",5640.0,"BnWQmdRpMLoHthF3j"
"outdoor sandals","Red","No","630",157.0,"Red","Black","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Active","outdoorsy; comfy; vacation","No","For sale","ShoesSandalOutdoor1",10707.0,"mfmnkmNpSzWgKcRsT"
