"name","variation","diy","buy","sell","color_1","color_2","size","source","source_notes","seasonal_availability","mannequin_piece","version","style","label_themes","villager_equippable","catalog","filename","internal_id","unique_entry_id"
"cycling shorts","Purple & pink","No","700",175.0,"Black","Pink","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","outdoorsy; sporty","No","For sale","BottomsTexPantsNormalCycle7",11306.0,"oYfNtrQiHbFMhT92j"
"dance warm-up pants","Black","No","1560",390.0,"Black","Yellow","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","Yes","1.0.0","Active","sporty; theatrical","No","For sale","BottomsTexPantsWideCool0",5341.0,"ZTZwYwqz2n9qW53Mi"
"dance warm-up pants","White","No","1560",390.0,"White","Yellow","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Active","sporty; theatrical","No","For sale","BottomsTexPantsWideCool1",11395.0,"2QxKM3mAxYXq5qskp"
"dance warm-up pants","Purple","No","1560",390.0,"Purple","Yellow","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Active","sporty; theatrical","No","For sale","BottomsTexPantsWideCool2",11396.0,"q55f5tgKiTLQvpmJf"
"dance warm-up pants","Red","No","1560",390.0,"Red","Yellow","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Active","sporty; theatrical","No","For sale","BottomsTexPantsWideCool3",11397.0,"fiwEXBH5Y8oqgaDJ5"
"denim cutoffs","Blue","No","1120",280.0,"Blue","Blue","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday; vacation","No","For sale","BottomsTexPantsHotDenim0",4274.0,"Kv8PYshxcyKKdmyhX"
"denim cutoffs","Light blue","No","1120",280.0,"Light blue","Light blue","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday; vacation","No","For sale","BottomsTexPantsHotDenim1",11437.0,"ym3PWLnmFQcWyJ4d4"
"denim cutoffs","Navy blue","No","1120",280.0,"Blue","Blue","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday; vacation","No","For sale","BottomsTexPantsHotDenim2",11438.0,"ypCqhyLDBAuqh4fbt"
"denim cutoffs","White","No","1120",280.0,"White","White","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday; vacation","No","For sale","BottomsTexPantsHotDenim3",11439.0,"THnK5A7xGdsBLo8Pp"
"denim cutoffs","Black","No","1120",280.0,"Black","Black","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","Yes","1.0.0","Simple","everyday; vacation","No","For sale","BottomsTexPantsHotDenim4",11440.0,"SzPQyd6uxYRKWW8kY"
"denim painter's pants","Navy blue","No","1560",390.0,"Blue","Blue","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","everyday; outdoorsy","No","For sale","BottomsTexPantsWideDenim0",4326.0,"ceiiX7GP8z5jcbuTD"
"denim painter's pants","Light blue","No","1560",390.0,"Light blue","Light blue","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","everyday; outdoorsy","No","For sale","BottomsTexPantsWideDenim1",11441.0,"HzSnkzELNBWK4yCPF"
"denim painter's pants","Blue","No","1560",390.0,"Blue","Blue","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","everyday; outdoorsy","No","For sale","BottomsTexPantsWideDenim2",11442.0,"RDTrkZNQcQfic5BjR"
"denim painter's pants","Black","No","1560",390.0,"Black","Black","1x1","Able Sisters","Available from Able Sisters shop only","All Year","Yes","1.0.0","Simple","everyday; outdoorsy","No","For sale","BottomsTexPantsWideDenim3",11443.0,"Hjej972wpF6ACEpwh"
"denim painter's pants","White","No","1560",390.0,"White","White","1x1","Able Sisters","Available from Able Sisters shop only","All Year","Yes","1.0.0","Simple","everyday; outdoorsy","No","For sale","BottomsTexPantsWideDenim4",11444.0,"fjFfcnuP6AspciSsy"
"denim pants","Blue","No","1120",280.0,"Blue","Brown","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday","No","For sale","BottomsTexPantsNormalDenim0",2403.0,"DpJvPcpkWgRqisKcL"
"denim pants","Light blue","No","1120",280.0,"Light blue","Brown","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday","No","For sale","BottomsTexPantsNormalDenim1",4186.0,"izYciEGnwPJ7Erg3p"
"denim pants","Navy blue","No","1120",280.0,"Blue","Brown","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday","No","For sale","BottomsTexPantsNormalDenim2",4187.0,"zSsve7gJc6zCaLnpW"
"denim pants","Black","No","1120",280.0,"Black","Black","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday","No","For sale","BottomsTexPantsNormalDenim3",4188.0,"QgsJKasays7kidmWx"
"denim pants","White","No","1120",280.0,"White","Black","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","Yes","1.0.0","Simple","everyday","No","For sale","BottomsTexPantsNormalDenim4",9011.0,"sH4QKboThjrZCQN6w"
"denim skirt","Blue","No","1120",280.0,"Blue","Blue","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday; vacation","No","For sale","BottomsTexSkirtBoxDenim0",4246.0,"vfhfZyEpu3Mcf2wAy"
"denim skirt","Light blue","No","1120",280.0,"Light blue","Light blue","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday; vacation","No","For sale","BottomsTexSkirtBoxDenim1",11430.0,"498nbZBktiBQLfwKp"
"denim skirt","Navy blue","No","1120",280.0,"Blue","Blue","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday; vacation","No","For sale","BottomsTexSkirtBoxDenim2",11431.0,"KtBuYGSet8Encdqvy"
"denim skirt","Black","No","1120",280.0,"Black","Black","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","Yes","1.0.0","Simple","everyday; vacation","No","For sale","BottomsTexSkirtBoxDenim3",11432.0,"2NZnFeDdBNbi8GZSj"
"denim skirt","White","No","1120",280.0,"White","White","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday; vacation","No","For sale","BottomsTexSkirtBoxDenim4",11433.0,"KSAGPGrfmWBy6pigt"
"dotted shorts","Black","No","980",245.0,"Black","Brown","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Cute","party; comfy; vacation","No","For sale","BottomsTexPantsHotDotgold0",4523.0,"HuouSMhXorBsF2tf9"
"dotted shorts","Gray","No","980",245.0,"Gray","Yellow","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Cute","party; comfy; vacation","No","For sale","BottomsTexPantsHotDotgold1",8915.0,"Ps3tCz2qEf8e7K4Jq"
"down pants","Blue","No","1120",280.0,"Blue","Blue","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Winter","No","1.0.0","Active","everyday; outdoorsy","No","For sale","BottomsTexPantsNormalDown0",4256.0,"FzsL6Xz7obxkJrytM"
"down pants","Black","No","1120",280.0,"Black","Black","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Winter","Yes","1.0.0","Active","everyday; outdoorsy","No","For sale","BottomsTexPantsNormalDown1",11263.0,"z233kJawJeJET3qa8"
"down pants","Red","No","1120",280.0,"Red","Red","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Winter","No","1.0.0","Active","everyday; outdoorsy","No","For sale","BottomsTexPantsNormalDown2",11264.0,"y7GbDiW9p3uWGhmFE"
"down pants","White","No","1120",280.0,"White","White","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Winter","Yes","1.0.0","Active","everyday; outdoorsy","No","For sale","BottomsTexPantsNormalDown3",11265.0,"4LAK548pbxr8HzPnb"
"down pants","Green","No","1120",280.0,"Green","Green","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Winter","No","1.0.0","Active","everyday; outdoorsy","No","For sale","BottomsTexPantsNormalDown4",11266.0,"ezyQsKqbiFkxN33yb"
"down pants","Yellow","No","1120",280.0,"Yellow","Yellow","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Winter","No","1.0.0","Active","everyday; outdoorsy","No","For sale","BottomsTexPantsNormalDown5",11267.0,"ndGsiwDgZcpGP69rL"
"down pants","Orange","No","1120",280.0,"Orange","Orange","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Winter","No","1.0.0","Active","everyday; outdoorsy","No","For sale","BottomsTexPantsNormalDown6",11268.0,"AMTdn9MsNLKpDEWx2"
"down pants","Lime","No","1120",280.0,"Green","Green","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Winter","No","1.0.0","Active","everyday; outdoorsy","No","For sale","BottomsTexPantsNormalDown7",11269.0,"fu6ZGqKNMtZQyYzq7"
"down skirt","Blue","No","1040",260.0,"Blue","Blue","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Winter","No","1.0.0","Active","everyday; outdoorsy","No","For sale","BottomsTexSkirtBoxDown0",4266.0,"3wL2E3cZSa4aRkHGz"
"down skirt","Black","No","1040",260.0,"Black","Black","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Winter","No","1.0.0","Active","everyday; outdoorsy","No","For sale","BottomsTexSkirtBoxDown1",11328.0,"dBkF3Zf6oWLg3Gt4y"
"down skirt","Red","No","1040",260.0,"Red","Red","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Winter","No","1.0.0","Active","everyday; outdoorsy","No","For sale","BottomsTexSkirtBoxDown2",11329.0,"QCezqDHXCah3TBZaz"
"down skirt","White","No","1040",260.0,"White","White","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Winter","Yes","1.0.0","Active","everyday; outdoorsy","No","For sale","BottomsTexSkirtBoxDown3",11330.0,"7X4aN5KCzFXWL8P9s"
"down skirt","Green","No","1040",260.0,"Green","Green","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Winter","No","1.0.0","Active","everyday; outdoorsy","No","For sale","BottomsTexSkirtBoxDown4",11331.0,"Hx5JtwDLQhPrihaYM"
"down skirt","Yellow","No","1040",260.0,"Yellow","Yellow","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Winter","No","1.0.0","Active","everyday; outdoorsy","No","For sale","BottomsTexSkirtBoxDown5",11332.0,"tvwaCKBZWKXPgnYk6"
"down skirt","Orange","No","1040",260.0,"Orange","Orange","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Winter","No","1.0.0","Active","everyday; outdoorsy","No","For sale","BottomsTexSkirtBoxDown6",11333.0,"6oMwW9rekLGpZTvWq"
"down skirt","Lime","No","1040",260.0,"Green","Green","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Winter","No","1.0.0","Active","everyday; outdoorsy","No","For sale","BottomsTexSkirtBoxDown7",11334.0,"KAqonXaQTynmzJpM6"
"draped skirt","Red","No","1820",455.0,"Red","White","1x1","Able Sisters","Available from Able Sisters shop only","Summer","No","1.0.0","Simple","everyday; comfy; vacation","No","For sale","BottomsTexSkirtLongDrape0",4505.0,"yZoqHMZqpbCWxRupR"
"draped skirt","Green","No","1820",455.0,"Green","White","1x1","Able Sisters","Available from Able Sisters shop only","Summer","No","1.0.0","Simple","everyday; comfy; vacation","No","For sale","BottomsTexSkirtLongDrape1",11656.0,"DM6hBScxAq4ebriqJ"
"draped skirt","Blue","No","1820",455.0,"Blue","White","1x1","Able Sisters","Available from Able Sisters shop only","Summer","No","1.0.0","Simple","everyday; comfy; vacation","No","For sale","BottomsTexSkirtLongDrape2",11657.0,"zNjaggXwY25wcX5dF"
"draped skirt","Gray","No","1820",455.0,"Black","White","1x1","Able Sisters","Available from Able Sisters shop only","Summer","No","1.0.0","Simple","everyday; comfy; vacation","No","For sale","BottomsTexSkirtLongDrape3",11658.0,"7Cq9eFLxn57JAcrTo"
"draped skirt","Orange","No","1820",455.0,"Orange","White","1x1","Able Sisters","Available from Able Sisters shop only","Summer","No","1.0.0","Simple","everyday; comfy; vacation","No","For sale","BottomsTexSkirtLongDrape4",11659.0,"wd9z4LFNDH8LaF3JD"
"draped skirt","Pink","No","1820",455.0,"Pink","White","1x1","Able Sisters","Available from Able Sisters shop only","Summer","No","1.0.0","Simple","everyday; comfy; vacation","No","For sale","BottomsTexSkirtLongDrape5",11660.0,"QEXkG9fkbrQw7d44e"
"draped skirt","Purple","No","1820",455.0,"Purple","White","1x1","Able Sisters","Available from Able Sisters shop only","Summer","No","1.0.0","Simple","everyday; comfy; vacation","No","For sale","BottomsTexSkirtLongDrape6",11661.0,"m648ufsymAXe5gCT2"
"draped skirt","Light blue","No","1820",455.0,"Light blue","White","1x1","Able Sisters","Available from Able Sisters shop only","Summer","No","1.0.0","Simple","everyday; comfy; vacation","No","For sale","BottomsTexSkirtLongDrape7",11662.0,"NJWeNW7PagKY9xcTv"
"dreamy pants","Pink","No","1440",360.0,"Pink","Purple","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Winter","No","1.0.0","Cute","fairy tale; comfy","No","For sale","BottomsTexPantsWideYumekawa0",5923.0,"qxz4uFbtDijhELoSY"
"dreamy pants","Green","No","1440",360.0,"Green","Purple","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Winter","No","1.0.0","Cute","fairy tale; comfy","No","For sale","BottomsTexPantsWideYumekawa1",9194.0,"MTyieKigAqK73aGWS"
"dreamy pants","Yellow","No","1440",360.0,"Yellow","Purple","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Winter","No","1.0.0","Cute","fairy tale; comfy","No","For sale","BottomsTexPantsWideYumekawa2",9195.0,"2T8YtpzT8Q9JEer7j"
"dreamy pants","Blue","No","1440",360.0,"Blue","Purple","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Winter","No","1.0.0","Cute","fairy tale; comfy","No","For sale","BottomsTexPantsWideYumekawa3",9196.0,"tqtyCzjYMSQyFc9s6"
"dress pants","Green","No","1300",325.0,"Green","Black","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","everyday; formal","No","For sale","BottomsTexPantsWideSchool0",3405.0,"YB8iwLz2z8nhBcNXR"
"dress pants","Navy blue","No","1300",325.0,"Blue","Black","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","everyday; formal","No","For sale","BottomsTexPantsWideSchool1",11404.0,"jjGzTyNa4ZaLdqJz7"
"dress pants","Beige","No","1300",325.0,"Beige","Black","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","everyday; formal","No","For sale","BottomsTexPantsWideSchool2",11405.0,"BZRAPb4eYcA6kcHei"
"dress pants","Berry red","No","1300",325.0,"Red","Black","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","everyday; formal","No","For sale","BottomsTexPantsWideSchool3",11406.0,"hGGMn4vHorqBCaPbT"
"elephant-print pants","Red","No","1100",275.0,"Red","Beige","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Simple","comfy; vacation","No","For sale","BottomsTexPantsWideThail0",5735.0,"TptfethckFaEv2umX"
"elephant-print pants","Blue","No","1100",275.0,"Blue","Light blue","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Simple","comfy; vacation","No","For sale","BottomsTexPantsWideThail1",9184.0,"vRpzBD9yEctZm3Ypg"
"elephant-print pants","Orange","No","1100",275.0,"Orange","Beige","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Simple","comfy; vacation","No","For sale","BottomsTexPantsWideThail2",9185.0,"H3xYakEHJu4PDqqBv"
"elephant-print pants","Green","No","1100",275.0,"Green","Beige","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Simple","comfy; vacation","No","For sale","BottomsTexPantsWideThail3",9186.0,"adfKNMuuNk5hnokLz"
"elephant-print pants","Purple","No","1100",275.0,"Purple","Purple","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Simple","comfy; vacation","No","For sale","BottomsTexPantsWideThail4",9187.0,"Nc42fqDjjkTbGAw5F"
"elephant-print pants","Black","No","1100",275.0,"Black","Gray","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Simple","comfy; vacation","No","For sale","BottomsTexPantsWideThail5",9188.0,"H2GKWBafcBg2xpnAv"
"embellished denim pants","Blue","No","1300",325.0,"Blue","Red","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Cool","everyday; outdoorsy","No","For sale","BottomsTexPantsWidePrintdenim0",5459.0,"nL8iXvEk3KyGuN6dN"
"embellished denim pants","Light blue","No","1300",325.0,"Light blue","White","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Cool","everyday; outdoorsy","No","For sale","BottomsTexPantsWidePrintdenim1",9539.0,"tea9oG7cEbx48Mpwd"
"embellished denim pants","Black","No","1300",325.0,"Black","Gray","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Cool","everyday; outdoorsy","No","For sale","BottomsTexPantsWidePrintdenim2",9540.0,"bHgq9muErTbDvecaH"
"embroidered floral skirt","Green","No","1320",330.0,"Green","Light blue","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Elegant","everyday; comfy; vacation","No","For sale","BottomsTexSkirtLongEmbroidery0",4547.0,"3puHTTuuCW8zSegSS"
"embroidered floral skirt","Blue","No","1320",330.0,"Blue","Purple","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Elegant","everyday; comfy; vacation","No","For sale","BottomsTexSkirtLongEmbroidery1",8736.0,"JAsz32D72zGzZkqus"
"embroidered floral skirt","Berry red","No","1320",330.0,"Red","Orange","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Elegant","everyday; comfy; vacation","No","For sale","BottomsTexSkirtLongEmbroidery2",8737.0,"E9i6TADw7SYbhTrQx"
"embroidered-pattern skirt","Blue","No","1100",275.0,"Blue","White","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday; vacation","No","For sale","BottomsTexSkirtLongGeometric0",4548.0,"rnhaZHTvdzMZBjSqQ"
"embroidered-pattern skirt","Green","No","1100",275.0,"Green","White","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday; vacation","No","For sale","BottomsTexSkirtLongGeometric1",8738.0,"vGos45xxvLFD2hpNu"
"embroidered-pattern skirt","Red","No","1100",275.0,"Red","White","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday; vacation","No","For sale","BottomsTexSkirtLongGeometric2",8739.0,"95X4egfZWzLpqXHnG"
"explorer shorts","Camel","No","1040",260.0,"Beige","Beige","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","Yes","1.0.0","Active","outdoorsy; work","No","For sale","BottomsTexPantsHalfExplorer0",9841.0,"TauZEXz8mGuXTcxy3"
"explorer shorts","Avocado","No","1040",260.0,"Green","Green","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","Yes","1.0.0","Active","outdoorsy; work","No","For sale","BottomsTexPantsHalfExplorer1",12068.0,"4M5CJwGuT64GeSaLQ"
"explorer shorts","Beige","No","1040",260.0,"Gray","Gray","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Active","outdoorsy; work","No","For sale","BottomsTexPantsHalfExplorer2",12069.0,"5AftSjCxYkFX3D2T9"
"explorer shorts","Blue","No","1040",260.0,"Blue","Blue","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Active","outdoorsy; work","No","For sale","BottomsTexPantsHalfExplorer3",12070.0,"FjY7RDn9pa37x83oK"
"faux-fur skirt","Light blue","No","1440",360.0,"Light blue","White","1x1","Able Sisters","Available from Able Sisters shop only","Winter","No","1.0.0","Cute","everyday; fairy tale; party","No","For sale","BottomsTexSkirtAlineFur0",5415.0,"xC4BjxNbbBaDnSKPY"
"faux-fur skirt","Pink","No","1440",360.0,"Pink","White","1x1","Able Sisters","Available from Able Sisters shop only","Winter","No","1.0.0","Cute","everyday; fairy tale; party","No","For sale","BottomsTexSkirtAlineFur1",8794.0,"DE6yhBPSroP6SSYXT"
"faux-fur skirt","Red","No","1440",360.0,"Red","White","1x1","Able Sisters","Available from Able Sisters shop only","Winter","No","1.0.0","Cute","everyday; fairy tale; party","No","For sale","BottomsTexSkirtAlineFur2",8795.0,"sB4fadAttyksKamG4"
"faux-fur skirt","Purple","No","1440",360.0,"Purple","White","1x1","Able Sisters","Available from Able Sisters shop only","Winter","No","1.0.0","Cute","everyday; fairy tale; party","No","For sale","BottomsTexSkirtAlineFur3",8796.0,"kMTt78m6kS9jSX6yD"
"faux-fur skirt","Yellow","No","1440",360.0,"Beige","White","1x1","Able Sisters","Available from Able Sisters shop only","Winter","No","1.0.0","Cute","everyday; fairy tale; party","No","For sale","BottomsTexSkirtAlineFur4",8797.0,"nFYDGbYaJ8pX935Pa"
"faux-shearling skirt","Beige","No","1560",390.0,"Beige","White","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Winter","No","1.0.0","Simple","everyday; outdoorsy","No","For sale","BottomsTexSkirtBoxMouton0",5704.0,"tbkDAFjHkzEi6we7W"
"faux-shearling skirt","Pink","No","1560",390.0,"Pink","White","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Winter","No","1.0.0","Simple","everyday; outdoorsy","No","For sale","BottomsTexSkirtBoxMouton1",11335.0,"8GMFDPcrFsX3ymhzB"
"faux-shearling skirt","Green","No","1560",390.0,"Green","White","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Winter","No","1.0.0","Simple","everyday; outdoorsy","No","For sale","BottomsTexSkirtBoxMouton2",11336.0,"2pb7ShdzGnCQPBiNW"
"faux-shearling skirt","Black","No","1560",390.0,"Black","White","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Winter","No","1.0.0","Simple","everyday; outdoorsy","No","For sale","BottomsTexSkirtBoxMouton3",11337.0,"aCDhfD5BfTYLG3qXu"
"faux-shearling skirt","Gray","No","1560",390.0,"Gray","White","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Winter","No","1.0.0","Simple","everyday; outdoorsy","No","For sale","BottomsTexSkirtBoxMouton4",11338.0,"QW95DS3pd7MD8WjWr"
"flare skirt","Red","No","1140",285.0,"Red","Red","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday; comfy","No","For sale","BottomsTexSkirtAlineFlare0",4614.0,"aRBpzu6mqFcYYd5uP"
"flare skirt","Black","No","1140",285.0,"Black","Black","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","Yes","1.0.0","Simple","everyday; comfy","No","For sale","BottomsTexSkirtAlineFlare1",8790.0,"yzAzKqfeZNyMgHpXA"
"flare skirt","Pink","No","1140",285.0,"Pink","Pink","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday; comfy","No","For sale","BottomsTexSkirtAlineFlare2",8791.0,"Z2cE6GSDY33GgqM85"
"flare skirt","Mint","No","1140",285.0,"Green","Green","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday; comfy","No","For sale","BottomsTexSkirtAlineFlare3",8792.0,"EvfJFFcK8joNcCb2Q"
"flare skirt","Light blue","No","1140",285.0,"Light blue","Light blue","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday; comfy","No","For sale","BottomsTexSkirtAlineFlare4",8793.0,"B36kirhtF9EWoiBrr"
"flashy slacks","White","No","1300",325.0,"White","Black","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","formal; party; theatrical","No","For sale","BottomsTexPantsNormalSlacksgaudy0",3408.0,"5jce5PN9sChgYiXyw"
"flashy slacks","Black","No","1300",325.0,"Black","Black","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","formal; party; theatrical","No","For sale","BottomsTexPantsNormalSlacksgaudy1",11354.0,"QaLiuAsBfGP7ZtYhj"
"flashy slacks","Purple","No","1300",325.0,"Purple","Black","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","formal; party; theatrical","No","For sale","BottomsTexPantsNormalSlacksgaudy2",11355.0,"xu4DZY2htaXCGNDwu"
"flashy slacks","Berry red","No","1300",325.0,"Red","Black","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","formal; party; theatrical","No","For sale","BottomsTexPantsNormalSlacksgaudy3",11356.0,"mcWW6kW87v3hcrNJ9"
"flashy slacks","Aquamarine","No","1300",325.0,"Green","Black","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","formal; party; theatrical","No","For sale","BottomsTexPantsNormalSlacksgaudy4",11357.0,"qGu8Qna2nTnNpm4SK"
"flashy slacks","Yellow","No","1300",325.0,"Yellow","Black","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","formal; party; theatrical","No","For sale","BottomsTexPantsNormalSlacksgaudy5",11358.0,"DrJANPn82YoBTnNHM"
"floral lace skirt","Light blue","No","1320",330.0,"Light blue","Light blue","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Elegant","everyday; fairy tale; formal; party; vacation","No","For sale","BottomsTexSkirtBoxLace0",4612.0,"ykmHyQELAhqGimL2b"
"floral lace skirt","Pink","No","1320",330.0,"Pink","Pink","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Elegant","everyday; fairy tale; formal; party; vacation","No","For sale","BottomsTexSkirtBoxLace1",11649.0,"9SN8GjYjQ9HnnQocy"
"floral lace skirt","Blue","No","1320",330.0,"Blue","Blue","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Elegant","everyday; fairy tale; formal; party; vacation","No","For sale","BottomsTexSkirtBoxLace2",11650.0,"fPevGvERgug8XMjAo"
"floral lace skirt","Ruby red","No","1320",330.0,"Red","Red","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Elegant","everyday; fairy tale; formal; party; vacation","No","For sale","BottomsTexSkirtBoxLace3",11651.0,"cyedaR7oqKZDDJBGo"
"floral lace skirt","Orange","No","1320",330.0,"Orange","Orange","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Elegant","everyday; fairy tale; formal; party; vacation","No","For sale","BottomsTexSkirtBoxLace4",11652.0,"8oa3cezyGixJNiEqu"
