"name","variation","diy","buy","sell","color_1","color_2","size","miles_price","source","source_notes","seasonal_availability","mannequin_piece","version","style","label_themes","villager_equippable","catalog","filename","internal_id","unique_entry_id"
"Chimayo vest","Red","No","1120",280.0,"Red","Green","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Elegant","everyday; outdoorsy","Yes","For sale","TopsTexTopYshirtsLChimayo1",9448.0,"8rTMGjNiqHnwmu5Jx"
"Chimayo vest","White","No","1120",280.0,"White","Blue","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Elegant","everyday; outdoorsy","Yes","For sale","TopsTexTopYshirtsLChimayo2",9449.0,"kQzPzG9D5xSKmaK7J"
"Chimayo vest","Light blue","No","1120",280.0,"Light blue","Gray","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Elegant","everyday; outdoorsy","Yes","For sale","TopsTexTopYshirtsLChimayo3",9450.0,"B4bhmCSeBAsrf3yRW"
"ciao tee","NA","No","640",160.0,"Red","White","1x1","NA","Nook Shopping Catalog",,"All Year","No","1.0.0","Simple","everyday; comfy","Yes","For sale","TopsTexTopTshirtsHHelloit0",12120.0,"QPxsFRrvvtHwR2STb"
"coatigan","Purple","No","2380",595.0,"Purple","White","1x1","NA","Able Sisters","Available from Able Sisters shop only","Winter","Yes","1.0.0","Elegant","everyday","Yes","For sale","TopsTexTopCoatLCoadigan0",4601.0,"aKqB3pjKs6ifCMixr"
"coatigan","Pink","No","2380",595.0,"Pink","White","1x1","NA","Able Sisters","Available from Able Sisters shop only","Winter","No","1.0.0","Elegant","everyday","Yes","For sale","TopsTexTopCoatLCoadigan1",8458.0,"kyaP87eBHpmZrgTvx"
"coatigan","Light blue","No","2380",595.0,"Light blue","White","1x1","NA","Able Sisters","Available from Able Sisters shop only","Winter","No","1.0.0","Elegant","everyday","Yes","For sale","TopsTexTopCoatLCoadigan2",8459.0,"8FJE4KXTqaAqMHM4i"
"coatigan","Gray","No","2380",595.0,"Gray","White","1x1","NA","Able Sisters","Available from Able Sisters shop only","Winter","No","1.0.0","Elegant","everyday","Yes","For sale","TopsTexTopCoatLCoadigan3",8460.0,"3bz2dszbmfJaHN8Dh"
"coatigan","Green","No","2380",595.0,"Green","White","1x1","NA","Able Sisters","Available from Able Sisters shop only","Winter","No","1.0.0","Elegant","everyday","Yes","For sale","TopsTexTopCoatLCoadigan4",8461.0,"ikqxfKh9g9dfeQjPX"
"collarless coat","Gray","No","2000",500.0,"Gray","Black","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","Yes","1.0.0","Simple","everyday; formal","Yes","For sale","TopsTexTopCoatLNocollar0",3663.0,"o8Y5mHHTmLb6nPErk"
"collarless coat","Beige","No","2000",500.0,"Beige","Black","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday; formal","Yes","For sale","TopsTexTopCoatLNocollar1",8433.0,"tE7G2a6GGgjhH6Gbm"
"collarless coat","Pink","No","2000",500.0,"Pink","Black","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday; formal","Yes","For sale","TopsTexTopCoatLNocollar2",8434.0,"Nxs4EjoNKMaBuNyN3"
"collarless shirt","Black","No","960",240.0,"Black","Black","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday","Yes","For sale","TopsTexTopYshirtsLNocollar0",3690.0,"SGrZXSayHx7jQN9Bq"
"collarless shirt","White","No","960",240.0,"White","White","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","Yes","1.0.0","Simple","everyday","Yes","For sale","TopsTexTopYshirtsLNocollar1",8510.0,"JF5eg4u7iovd3BoT3"
"college cardigan","Navy blue","No","1200",300.0,"Blue","Yellow","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday","Yes","For sale","TopsTexTopOuterLCollegecardigan0",4306.0,"2W9wjJt8rsBYSBcFM"
"college cardigan","Red","No","1200",300.0,"Red","Orange","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday","Yes","For sale","TopsTexTopOuterLCollegecardigan1",7752.0,"y656uJvttFHNBaxys"
"college cardigan","Gray","No","1200",300.0,"Gray","Blue","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday","Yes","For sale","TopsTexTopOuterLCollegecardigan2",7753.0,"BSkE3FjDaGX3wieX9"
"college cardigan","Orange","No","1200",300.0,"Orange","Blue","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday","Yes","For sale","TopsTexTopOuterLCollegecardigan3",7754.0,"cSYWL2dCgwtHcwKX2"
"college cardigan","White","No","1200",300.0,"White","Yellow","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday","Yes","For sale","TopsTexTopOuterLCollegecardigan4",7755.0,"4FqcSDovaBQ8AHujS"
"color-block dress shirt","Blue","No","960",240.0,"Light blue","Blue","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","Yes","1.0.0","Simple","everyday","Yes","For sale","TopsTexTopYshirtsLTwotone0",3316.0,"XAfQ8miFRhqMuD8qK"
"color-block dress shirt","Red","No","960",240.0,"Red","Brown","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","everyday","Yes","For sale","TopsTexTopYshirtsLTwotone1",8489.0,"aH5dRYE4mh4jm3nQP"
"color-block dress shirt","Green","No","960",240.0,"Green","Green","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","everyday","Yes","For sale","TopsTexTopYshirtsLTwotone2",8490.0,"MDpibSS8ZcnyRSofY"
"color-block dress shirt","Purple","No","960",240.0,"Pink","Purple","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","everyday","Yes","For sale","TopsTexTopYshirtsLTwotone3",8491.0,"ksZmQ4CkZG9fiXmnE"
"color-block dress shirt","Yellow","No","960",240.0,"Yellow","Green","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","everyday","Yes","For sale","TopsTexTopYshirtsLTwotone4",8492.0,"J7hQxHwcdnvZxvzC3"
"color-block dress shirt","Gray","No","960",240.0,"Gray","Black","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","everyday","Yes","For sale","TopsTexTopYshirtsLTwotone5",8493.0,"wr3KXHy4tdaKNM5cB"
"colorful striped sweater","Navy, light blue & pink","No","1200",300.0,"Blue","Red","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Elegant","everyday","Yes","For sale","TopsTexTopTshirtsLMulti0",4613.0,"p8FitwTB3Nm8Enhkj"
"colorful striped sweater","White, blue & green","No","1200",300.0,"White","Blue","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Elegant","everyday","Yes","For sale","TopsTexTopTshirtsLMulti1",7639.0,"G3Kv6zDYR3yiKHHPr"
"colorful striped sweater","White, yellow & red","No","1200",300.0,"White","Red","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Elegant","everyday","Yes","For sale","TopsTexTopTshirtsLMulti2",7640.0,"DRuQWXf5FpagTGLSW"
"colorful striped sweater","Black, coral & pink","No","1200",300.0,"Pink","Black","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Elegant","everyday","Yes","For sale","TopsTexTopTshirtsLMulti3",7641.0,"wQCmBFKLs2M86kkTy"
"colorful striped sweater","Orange, yellow & black","No","1200",300.0,"Brown","Black","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Elegant","everyday","Yes","For sale","TopsTexTopTshirtsLMulti4",7642.0,"SZ7CyjAmHmf7uSbYy"
"colorful striped sweater","Gray, white & light blue","No","1200",300.0,"Gray","Light blue","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Elegant","everyday","Yes","For sale","TopsTexTopTshirtsLMulti5",7643.0,"szvG9EkBCRinLR7XJ"
"comedian's outfit","Orange","No","2500",625.0,"Orange","Green","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","party; theatrical","Yes","For sale","TopsTexTopYshirtsLComedian0",3197.0,"9j3jmeuoxez6Zdgqd"
"comedian's outfit","Blue","No","2500",625.0,"Blue","Purple","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","party; theatrical","Yes","For sale","TopsTexTopYshirtsLComedian1",8097.0,"uc97SyoCLSecmSNzE"
"comedian's outfit","Red","No","2500",625.0,"Red","Orange","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","party; theatrical","Yes","For sale","TopsTexTopYshirtsLComedian2",8098.0,"DNwMYtT4zhYTTataY"
"comedian's outfit","Yellow","No","2500",625.0,"Yellow","Green","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","party; theatrical","Yes","For sale","TopsTexTopYshirtsLComedian3",8099.0,"RdN68pDBLfGx3pj5F"
"comedian's outfit","Green","No","2500",625.0,"Green","Light blue","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","party; theatrical","Yes","For sale","TopsTexTopYshirtsLComedian4",8100.0,"JfvTibBykhm8Wphd5"
"comedian's outfit","Purple","No","2500",625.0,"Purple","Red","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","party; theatrical","Yes","For sale","TopsTexTopYshirtsLComedian5",8101.0,"jAj7k47q7pSFZsvsy"
"comedian's outfit","Aquamarine","No","2500",625.0,"Green","Blue","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","party; theatrical","Yes","For sale","TopsTexTopYshirtsLComedian6",8102.0,"L4EnDdk6XeZ3uQ2w2"
"comedian's outfit","White","No","2500",625.0,"White","Green","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","party; theatrical","Yes","For sale","TopsTexTopYshirtsLComedian7",8103.0,"nndgnyqo62cbN6F5b"
"Coral Nook Inc. aloha shirt","NA","No","NFS",3000.0,"Pink","White","1x1","600","Nook Miles Shop",,"All Year","No","1.2.0","Simple","comfy; vacation","Yes","Not for sale","TopsTexTopYshirtsHNookpink0",12982.0,"LdK5ZHj7QmxKLHAwN"
"coverall coat","Avocado","No","1120",280.0,"Green","Orange","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Winter","No","1.0.0","Simple","everyday; outdoorsy","Yes","For sale","TopsTexTopCoatLCoverall0",3680.0,"H6rTbnzfa5t7fo9CB"
"coverall coat","Navy blue","No","1120",280.0,"Blue","Beige","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Winter","No","1.0.0","Simple","everyday; outdoorsy","Yes","For sale","TopsTexTopCoatLCoverall1",9288.0,"td7xNu3cNbzkTnSpq"
"coverall coat","Beige","No","1120",280.0,"Beige","Brown","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Winter","No","1.0.0","Simple","everyday; outdoorsy","Yes","For sale","TopsTexTopCoatLCoverall2",9289.0,"Gbqoa3Bo7jmiXwGL4"
"coverall coat","Red","No","1120",280.0,"Red","Brown","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Winter","No","1.0.0","Simple","everyday; outdoorsy","Yes","For sale","TopsTexTopCoatLCoverall3",9290.0,"y6SwYuAqPSKTSAShb"
"cowboy shirt","White","No","2100",525.0,"Beige","Blue","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","outdoorsy; work","Yes","For sale","TopsTexTopYshirtsLCowboy0",4576.0,"ksf9hH6zoSsYoCQfq"
"cowboy shirt","Red","No","2100",525.0,"Red","Brown","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","Yes","1.0.0","Simple","outdoorsy; work","Yes","For sale","TopsTexTopYshirtsLCowboy1",9451.0,"kqp6bPBsbTvDkAoDj"
"cowboy shirt","Blue","No","2100",525.0,"Blue","Black","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","outdoorsy; work","Yes","For sale","TopsTexTopYshirtsLCowboy2",9452.0,"56iYHzsJysCowaJBu"
"cowboy shirt","Light blue","No","2100",525.0,"Light blue","Green","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","outdoorsy; work","Yes","For sale","TopsTexTopYshirtsLCowboy3",9453.0,"aWmuCADaeCR4aDzr7"
"cowboy shirt","Brown","No","2100",525.0,"Orange","Brown","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","outdoorsy; work","Yes","For sale","TopsTexTopYshirtsLCowboy4",9454.0,"s6nYTyvvSSM7Hmc83"
"cycling shirt","Blue & white","No","1200",300.0,"White","Blue","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","outdoorsy; sporty","Yes","For sale","TopsTexTopTshirtsHCycle0",3258.0,"PSojdDwsKtLjpzykh"
"cycling shirt","Black & blue","No","1200",300.0,"Blue","Black","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","outdoorsy; sporty","Yes","For sale","TopsTexTopTshirtsHCycle1",9386.0,"zCvPLQupxa483ozu7"
"cycling shirt","Black & red","No","1200",300.0,"Red","Black","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","outdoorsy; sporty","Yes","For sale","TopsTexTopTshirtsHCycle2",9387.0,"kFCCGaiqxx5TmPrvH"
"cycling shirt","Yellow & black","No","1200",300.0,"Black","Yellow","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","outdoorsy; sporty","Yes","For sale","TopsTexTopTshirtsHCycle3",9388.0,"h8uPqHAuaKo3oKyqn"
"cycling shirt","Red & green","No","1200",300.0,"Green","Red","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","outdoorsy; sporty","Yes","For sale","TopsTexTopTshirtsHCycle4",9389.0,"PRCotYodnjuJDzuMh"
"cycling shirt","Red & orange","No","1200",300.0,"Orange","Gray","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","outdoorsy; sporty","Yes","For sale","TopsTexTopTshirtsHCycle5",9390.0,"6s2fwy5gJtesiQEcs"
"cycling shirt","Lime & light blue","No","1200",300.0,"Light blue","Purple","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","outdoorsy; sporty","Yes","For sale","TopsTexTopTshirtsHCycle6",9391.0,"hFDtYQbX526Aqzt4N"
"cycling shirt","Purple & pink","No","1200",300.0,"Pink","Purple","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","outdoorsy; sporty","Yes","For sale","TopsTexTopTshirtsHCycle7",9392.0,"hpfAfATumuGtAfiaT"
"DAL apron","NA","No","NFS",1010.0,"Blue","White","1x1","NA","Dodo Airlines","Received in mail from DAL after taking certain numbers of flights","All Year","No","1.0.0","Simple","vacation; work","Yes","Not for sale","TopsTexTopCoatHDal0",12126.0,"YXGkXoivMwd63Zwee"
"DAL pilot jacket","NA","No","NFS",1010.0,"Green","Green","1x1","NA","Dodo Airlines","Received in mail from DAL after taking certain numbers of flights","All Year","No","1.0.0","Cool","outdoorsy; vacation; work","Yes","Not for sale","TopsTexTopOuterLDal0",12127.0,"ZzrKeN4mByPJgGRgw"
"DAL tee","NA","No","NFS",1010.0,"Blue","White","1x1","NA","Dodo Airlines","Received in mail from DAL after taking certain numbers of flights","All Year","No","1.0.0","Simple","everyday; comfy; vacation","Yes","Not for sale","TopsTexTopTshirtsHDal0",12125.0,"QXjGuLvD5TbT8kqM5"
"dance-team jacket","Black","No","1680",420.0,"Black","Yellow","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","Yes","1.0.0","Active","sporty; theatrical","Yes","For sale","TopsTexTopYshirtsLCool0",5317.0,"QW8B52WGeksHNBBST"
"dance-team jacket","White","No","1680",420.0,"White","Yellow","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Active","sporty; theatrical","Yes","For sale","TopsTexTopYshirtsLCool1",7617.0,"DSihoYLzTmk2v9XKx"
"dance-team jacket","Purple","No","1680",420.0,"Purple","Yellow","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Active","sporty; theatrical","Yes","For sale","TopsTexTopYshirtsLCool2",7618.0,"MAR5bWdE8wBz8eh7q"
"dance-team jacket","Red","No","1680",420.0,"Red","Yellow","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Active","sporty; theatrical","Yes","For sale","TopsTexTopYshirtsLCool3",7619.0,"AjEjnqHMq3L3nx2Za"
"danger tank","NA","No","640",160.0,"Yellow","Black","1x1","NA","Nook Shopping Catalog",,"Summer","No","1.0.0","Active","goth; comfy; vacation","Yes","For sale","TopsTexTopTshirtsNDanger0",8192.0,"5wkzgmR4e7eegZkfc"
"denim jacket","Blue","No","1400",350.0,"Blue","Blue","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday; outdoorsy","Yes","For sale","TopsTexTopYshirtsLDenim0",3209.0,"JeA5bRrD5c74wJshT"
"denim jacket","Light blue","No","1400",350.0,"Light blue","Light blue","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday; outdoorsy","Yes","For sale","TopsTexTopYshirtsLDenim1",11419.0,"6jwvHpnSiFWMY3Aww"
"denim jacket","Navy blue","No","1400",350.0,"Blue","Blue","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday; outdoorsy","Yes","For sale","TopsTexTopYshirtsLDenim2",11420.0,"vC73aJgtN8EcXwEPu"
"denim jacket","Black","No","1400",350.0,"Black","Black","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday; outdoorsy","Yes","For sale","TopsTexTopYshirtsLDenim3",11421.0,"RqRTGFXXvA9dtNZzR"
"denim jacket","White","No","1400",350.0,"White","White","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","everyday; outdoorsy","Yes","For sale","TopsTexTopYshirtsLDenim4",11422.0,"5mgwfCX3WRSjR9gKH"
"denim vest","Washed out","No","1120",280.0,"Light blue","White","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Active","everyday; outdoorsy; vacation","Yes","For sale","TopsTexTopYshirtsNDenim0",3227.0,"bsKHBDYFQYzenCMWe"
"denim vest","Blue","No","1120",280.0,"Blue","White","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Active","everyday; outdoorsy; vacation","Yes","For sale","TopsTexTopYshirtsNDenim1",11423.0,"fiG8332CMwcmRsKej"
"denim vest","Navy blue","No","1120",280.0,"Blue","White","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Active","everyday; outdoorsy; vacation","Yes","For sale","TopsTexTopYshirtsNDenim2",11424.0,"rDtYmTwRQppyRhGxs"
"denim vest","Black","No","1120",280.0,"Black","White","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Active","everyday; outdoorsy; vacation","Yes","For sale","TopsTexTopYshirtsNDenim3",11425.0,"g5rATHLtCkmNMixKn"
"denim vest","White","No","1120",280.0,"White","White","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Active","everyday; outdoorsy; vacation","Yes","For sale","TopsTexTopYshirtsNDenim4",11426.0,"AXHy2vpWNQrhJm8Lm"
"detective's coat","Brown","No","2500",625.0,"Brown","Brown","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Elegant","work","Yes","For sale","TopsTexTopCoatLDetective0",4681.0,"JPpE2qr6ZvkMgym8e"
"detective's coat","Gray","No","2500",625.0,"Gray","Gray","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Elegant","work","Yes","For sale","TopsTexTopCoatLDetective1",9231.0,"2oTF5bd7oJ5vioo8y"
"detective's coat","Beige","No","2500",625.0,"Beige","Beige","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Elegant","work","Yes","For sale","TopsTexTopCoatLDetective2",9232.0,"QcsEmZRoLXiqQxPXZ"
"diner apron","Pink","No","840",210.0,"Pink","White","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","work","Yes","For sale","TopsTexTopCoatLDiner0",9815.0,"hKRnjmGtdw7ifKnDd"
"diner apron","Red","No","840",210.0,"Red","White","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","work","Yes","For sale","TopsTexTopCoatLDiner1",12086.0,"9TY47EoQFbH7rnLge"
"diner apron","Blue","No","840",210.0,"Blue","White","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","work","Yes","For sale","TopsTexTopCoatLDiner2",12087.0,"mQyhdDXtR6ow8nQ9g"
"diner apron","Yellow","No","840",210.0,"Yellow","White","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","work","Yes","For sale","TopsTexTopCoatLDiner3",12088.0,"JeP6Lj2TmjDgco9Cz"
"diner apron","Aquamarine","No","840",210.0,"Green","White","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","work","Yes","For sale","TopsTexTopCoatLDiner4",12089.0,"EckXP3CvaANkKJ3ZW"
"diner apron","Cream","No","840",210.0,"Beige","White","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","work","Yes","For sale","TopsTexTopCoatLDiner5",12090.0,"y5FCJj7CYrby2zny2"
"diner apron","Black","No","840",210.0,"Black","White","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","work","Yes","For sale","TopsTexTopCoatLDiner6",12091.0,"sfqudTHj4v9szgLWR"
"doctor's coat","Red necktie","No","2160",540.0,"White","Red","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","work","Yes","For sale","TopsTexTopCoatLWhitecoat0",3174.0,"HRqmqmYxu9Lqva6ga"
"doctor's coat","Black necktie","No","2160",540.0,"White","Black","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","work","Yes","For sale","TopsTexTopCoatLWhitecoat1",7794.0,"LudiJsF9ut7zd2f7X"
"dolly shirt","Pink","No","960",240.0,"Pink","Pink","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Cute","everyday; fairy tale","Yes","For sale","TopsTexTopPuffHDolly0",9828.0,"P44fsEoB5vHDC9vxu"
"dolly shirt","Blue","No","960",240.0,"Light blue","Blue","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Cute","everyday; fairy tale","Yes","For sale","TopsTexTopPuffHDolly1",11952.0,"AcacBmTTXMoCpthvT"
"dolly shirt","Yellow","No","960",240.0,"Yellow","Orange","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Cute","everyday; fairy tale","Yes","For sale","TopsTexTopPuffHDolly2",11953.0,"su4iyqrqQ2LXC5nfW"
"dolly shirt","Purple","No","960",240.0,"Purple","Pink","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Summer","No","1.0.0","Cute","everyday; fairy tale","Yes","For sale","TopsTexTopPuffHDolly3",11954.0,"8wbvDqr4vrJSXyppS"
"dotted raincoat","Light blue","No","1600",400.0,"Light blue","Pink","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Cute","outdoorsy","Yes","For sale","TopsTexTopCoatLRaindot0",9775.0,"B2y5zLsQkKmStGJAo"
"dotted raincoat","Pink","No","1600",400.0,"Pink","Orange","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Cute","outdoorsy","Yes","For sale","TopsTexTopCoatLRaindot1",11922.0,"vL2d24fN4NHbkAMym"
"dotted raincoat","Green","No","1600",400.0,"Green","Yellow","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Cute","outdoorsy","Yes","For sale","TopsTexTopCoatLRaindot2",11923.0,"oTWYurenFd5465dd7"
"dotted raincoat","Blue","No","1600",400.0,"Blue","Green","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Cute","outdoorsy","Yes","For sale","TopsTexTopCoatLRaindot3",11924.0,"KCX7QtFpAD5uX7g9y"
"dotted raincoat","Turquoise","No","1600",400.0,"Light blue","Yellow","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Cute","outdoorsy","Yes","For sale","TopsTexTopCoatLRaindot4",11925.0,"jLLh5vTebtEGB9Syr"
"dotted raincoat","Gray","No","1600",400.0,"Gray","Yellow","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Cute","outdoorsy","Yes","For sale","TopsTexTopCoatLRaindot5",11926.0,"qPRwDY8PHvxaJuReF"
"doublet","Black","No","1520",380.0,"Black","White","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","formal; theatrical; work","Yes","For sale","TopsTexTopYshirtsLDoublet0",6029.0,"aXx3xZhshp2R24jw2"
"doublet","Blue","No","1520",380.0,"Blue","White","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","formal; theatrical; work","Yes","For sale","TopsTexTopYshirtsLDoublet1",8285.0,"caY3QTAeAh6L3eoQZ"
"doublet","Green","No","1520",380.0,"Green","White","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","formal; theatrical; work","Yes","For sale","TopsTexTopYshirtsLDoublet2",8286.0,"f4fTgyZmKuZyazcJN"
"doublet","Red","No","1520",380.0,"Red","White","1x1","NA","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Simple","formal; theatrical; work","Yes","For sale","TopsTexTopYshirtsLDoublet3",8287.0,"97pWWGfGAEefhejRP"
"down jacket","Blue","No","1120",280.0,"Blue","Blue","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Winter","No","1.0.0","Active","everyday; outdoorsy","Yes","For sale","TopsTexTopOuterLDownjacket0",2778.0,"KrL2xGPw4hkDGAMpw"
"down jacket","Black","No","1120",280.0,"Black","Black","1x1","NA","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Winter","No","1.0.0","Active","everyday; outdoorsy","Yes","For sale","TopsTexTopOuterLDownjacket1",8308.0,"LZEHcozJ4hvs2f77j"
