"name","variation","body_title","pattern","pattern_title","diy","body_customize","pattern_customize","kit_cost","buy","sell","color_1","color_2","size","source","source_notes","version","hha_concept_1","hha_concept_2","hha_series","hha_set","interact","tag","outdoor","lighting_type","door_deco","catalog","filename","variant_id","internal_id","unique_entry_id"
"hanging scroll","Green","NA","Mountains","Design","No","No","Yes","7","140000",35000.0,"Green","Gray","1x2","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","zen-style","expensive","None","None","No","Japanese Style","No","No lighting","No","For sale","FtrHangingscroll_Remake_0_1","0_1",7282.0,"8XbZoCXwptySvKbQi"
"hanging scroll","Green","NA","Fish","Design","No","No","Yes","7","140000",35000.0,"Green","Orange","1x2","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","zen-style","expensive","None","None","No","Japanese Style","No","No lighting","No","For sale","FtrHangingscroll_Remake_0_2","0_2",7282.0,"Wig7YGk5xFjMaLPwo"
"hanging scroll","Green","NA","Bird","Design","No","No","Yes","7","140000",35000.0,"Green","Orange","1x2","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","zen-style","expensive","None","None","No","Japanese Style","No","No lighting","No","For sale","FtrHangingscroll_Remake_0_3","0_3",7282.0,"BDbRXuPiT4fTTHYL5"
"hanging scroll","Green","NA","Flower","Design","No","No","Yes","7","140000",35000.0,"Green","Beige","1x2","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","zen-style","expensive","None","None","No","Japanese Style","No","No lighting","No","For sale","FtrHangingscroll_Remake_0_4","0_4",7282.0,"iRWSAWzPNwGhcuAPS"
"hanging scroll","Brown","NA","Calligraphy","Design","No","No","Yes","7","140000",35000.0,"Brown","White","1x2","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","zen-style","expensive","None","None","No","Japanese Style","No","No lighting","No","For sale","FtrHangingscroll_Remake_1_0","1_0",7282.0,"ZSaKDBJ3MDZBkjR5M"
"hanging scroll","Brown","NA","Mountains","Design","No","No","Yes","7","140000",35000.0,"Brown","Gray","1x2","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","zen-style","expensive","None","None","No","Japanese Style","No","No lighting","No","For sale","FtrHangingscroll_Remake_1_1","1_1",7282.0,"uG6iDJdePfvSACrCJ"
"hanging scroll","Brown","NA","Fish","Design","No","No","Yes","7","140000",35000.0,"Brown","Orange","1x2","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","zen-style","expensive","None","None","No","Japanese Style","No","No lighting","No","For sale","FtrHangingscroll_Remake_1_2","1_2",7282.0,"BYYWmZsWuG9E6EYzN"
"hanging scroll","Brown","NA","Bird","Design","No","No","Yes","7","140000",35000.0,"Brown","Orange","1x2","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","zen-style","expensive","None","None","No","Japanese Style","No","No lighting","No","For sale","FtrHangingscroll_Remake_1_3","1_3",7282.0,"4hQtRfAFgJwFbX6YP"
"hanging scroll","Brown","NA","Flower","Design","No","No","Yes","7","140000",35000.0,"Brown","Beige","1x2","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","zen-style","expensive","None","None","No","Japanese Style","No","No lighting","No","For sale","FtrHangingscroll_Remake_1_4","1_4",7282.0,"iJ66E2e282EHtPQbj"
"hanging scroll","Pink","NA","Calligraphy","Design","No","No","Yes","7","140000",35000.0,"Pink","White","1x2","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","zen-style","expensive","None","None","No","Japanese Style","No","No lighting","No","For sale","FtrHangingscroll_Remake_2_0","2_0",7282.0,"wyKheQr3Dh8bs88yJ"
"hanging scroll","Pink","NA","Mountains","Design","No","No","Yes","7","140000",35000.0,"Pink","Gray","1x2","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","zen-style","expensive","None","None","No","Japanese Style","No","No lighting","No","For sale","FtrHangingscroll_Remake_2_1","2_1",7282.0,"KjjtFBWRK8xwcpXyW"
"hanging scroll","Pink","NA","Fish","Design","No","No","Yes","7","140000",35000.0,"Pink","Orange","1x2","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","zen-style","expensive","None","None","No","Japanese Style","No","No lighting","No","For sale","FtrHangingscroll_Remake_2_2","2_2",7282.0,"N9HRxNfoy2rby5W9e"
"hanging scroll","Pink","NA","Bird","Design","No","No","Yes","7","140000",35000.0,"Pink","Orange","1x2","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","zen-style","expensive","None","None","No","Japanese Style","No","No lighting","No","For sale","FtrHangingscroll_Remake_2_3","2_3",7282.0,"4astTwvSDfL28S64u"
"hanging scroll","Pink","NA","Flower","Design","No","No","Yes","7","140000",35000.0,"Pink","Beige","1x2","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","zen-style","expensive","None","None","No","Japanese Style","No","No lighting","No","For sale","FtrHangingscroll_Remake_2_4","2_4",7282.0,"RFoXDXCqabwbPFYJA"
"hanging scroll","Blue","NA","Calligraphy","Design","No","No","Yes","7","140000",35000.0,"Light blue","White","1x2","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","zen-style","expensive","None","None","No","Japanese Style","No","No lighting","No","For sale","FtrHangingscroll_Remake_3_0","3_0",7282.0,"nENqf7EXKWyepDkio"
"hanging scroll","Blue","NA","Mountains","Design","No","No","Yes","7","140000",35000.0,"Light blue","Gray","1x2","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","zen-style","expensive","None","None","No","Japanese Style","No","No lighting","No","For sale","FtrHangingscroll_Remake_3_1","3_1",7282.0,"8Pn9C5kuJGtQ3WaXp"
"hanging scroll","Blue","NA","Fish","Design","No","No","Yes","7","140000",35000.0,"Light blue","Orange","1x2","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","zen-style","expensive","None","None","No","Japanese Style","No","No lighting","No","For sale","FtrHangingscroll_Remake_3_2","3_2",7282.0,"rBvy2SBvLo2mcpoKo"
"hanging scroll","Blue","NA","Bird","Design","No","No","Yes","7","140000",35000.0,"Light blue","Orange","1x2","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","zen-style","expensive","None","None","No","Japanese Style","No","No lighting","No","For sale","FtrHangingscroll_Remake_3_3","3_3",7282.0,"R2dNMNdzTTqDfN4Wy"
"hanging scroll","Blue","NA","Flower","Design","No","No","Yes","7","140000",35000.0,"Light blue","Beige","1x2","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","zen-style","expensive","None","None","No","Japanese Style","No","No lighting","No","For sale","FtrHangingscroll_Remake_3_4","3_4",7282.0,"KhDQPxetc9jSS9jCS"
"hanging scroll","Purple","NA","Calligraphy","Design","No","No","Yes","7","140000",35000.0,"Purple","White","1x2","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","zen-style","expensive","None","None","No","Japanese Style","No","No lighting","No","For sale","FtrHangingscroll_Remake_4_0","4_0",7282.0,"42B2ejySFK4KksxbE"
"hanging scroll","Purple","NA","Mountains","Design","No","No","Yes","7","140000",35000.0,"Purple","Gray","1x2","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","zen-style","expensive","None","None","No","Japanese Style","No","No lighting","No","For sale","FtrHangingscroll_Remake_4_1","4_1",7282.0,"Y29udd3SufMiNDrSA"
"hanging scroll","Purple","NA","Fish","Design","No","No","Yes","7","140000",35000.0,"Purple","Orange","1x2","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","zen-style","expensive","None","None","No","Japanese Style","No","No lighting","No","For sale","FtrHangingscroll_Remake_4_2","4_2",7282.0,"kHXAZCpLdSWkSjJZ7"
"hanging scroll","Purple","NA","Bird","Design","No","No","Yes","7","140000",35000.0,"Purple","Orange","1x2","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","zen-style","expensive","None","None","No","Japanese Style","No","No lighting","No","For sale","FtrHangingscroll_Remake_4_3","4_3",7282.0,"gMsxAKrig7NNmki6v"
"hanging scroll","Purple","NA","Flower","Design","No","No","Yes","7","140000",35000.0,"Purple","Beige","1x2","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","zen-style","expensive","None","None","No","Japanese Style","No","No lighting","No","For sale","FtrHangingscroll_Remake_4_4","4_4",7282.0,"C5fSdFpZkmJtzQ2du"
"hanging terrarium","Black","Frame","NA","NA","Yes","Yes","No","5","NFS",3240.0,"Black","Green","1x1.5","Crafting",,"1.0.0","living room","None","None","None","No","Plants","No","No lighting","No","Not for sale","FtrTerrariumWall_Remake_0_0","0_0",3775.0,"oXQnR76JRp3iHycMy"
"hanging terrarium","Gold","Frame","NA","NA","Yes","Yes","No","5","NFS",3240.0,"Brown","Green","1x1.5","Crafting",,"1.0.0","living room","None","None","None","No","Plants","No","No lighting","No","Not for sale","FtrTerrariumWall_Remake_1_0","1_0",3775.0,"7DPeBhiiADTPxY8nj"
"hanging terrarium","Brown","Frame","NA","NA","Yes","Yes","No","5","NFS",3240.0,"Brown","Green","1x1.5","Crafting",,"1.0.0","living room","None","None","None","No","Plants","No","No lighting","No","Not for sale","FtrTerrariumWall_Remake_2_0","2_0",3775.0,"K3qB54puJonAjt75M"
"heart doorplate","Pink","NA","NA","NA","No","No","No","NA","600",150.0,"Pink","White","1x1","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","fancy","None","None","None","No","House Door Decor","No","No lighting","Yes","For sale","FtrDoorOrnamentPlateHeart_Remake_0_0","0_0",5309.0,"Lmtub5DdFXrXgoR6D"
"heart doorplate","Blue","NA","NA","NA","No","No","No","NA","600",150.0,"Gray","Light blue","1x1","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","fancy","None","None","None","No","House Door Decor","No","No lighting","Yes","For sale","FtrDoorOrnamentPlateHeart_Remake_1_0","1_0",5309.0,"LvwnwvwwpPczdTuLq"
"heart doorplate","Monotone","NA","NA","NA","No","No","No","NA","600",150.0,"Black","White","1x1","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","fancy","None","None","None","No","House Door Decor","No","No lighting","Yes","For sale","FtrDoorOrnamentPlateHeart_Remake_2_0","2_0",5309.0,"q8wjLxhoLce4xsRWs"
"heart doorplate","Light blue","NA","NA","NA","No","No","No","NA","600",150.0,"Blue","Light blue","1x1","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","fancy","None","None","None","No","House Door Decor","No","No lighting","Yes","For sale","FtrDoorOrnamentPlateHeart_Remake_3_0","3_0",5309.0,"AK6iwJsbkvSBCLANE"
"heart doorplate","Green","NA","NA","NA","No","No","No","NA","600",150.0,"Green","Green","1x1","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","fancy","None","None","None","No","House Door Decor","No","No lighting","Yes","For sale","FtrDoorOrnamentPlateHeart_Remake_4_0","4_0",5309.0,"gCZ4KFisK2Chq9vx9"
"heart doorplate","Orange","NA","NA","NA","No","No","No","NA","600",150.0,"Orange","Orange","1x1","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","fancy","None","None","None","No","House Door Decor","No","No lighting","Yes","For sale","FtrDoorOrnamentPlateHeart_Remake_5_0","5_0",5309.0,"bHkYXbik6E39oNo86"
"heart doorplate","Red","NA","NA","NA","No","No","No","NA","600",150.0,"Red","Red","1x1","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","fancy","None","None","None","No","House Door Decor","No","No lighting","Yes","For sale","FtrDoorOrnamentPlateHeart_Remake_6_0","6_0",5309.0,"bgXr3xzPreLGin9wf"
"heart doorplate","Purple","NA","NA","NA","No","No","No","NA","600",150.0,"Purple","Purple","1x1","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","fancy","None","None","None","No","House Door Decor","No","No lighting","Yes","For sale","FtrDoorOrnamentPlateHeart_Remake_7_0","7_0",5309.0,"3Ax6LuJdM5swHE5iL"
"HHA pennant","NA","NA","NA","NA","No","No","No","NA","NFS",375.0,"Blue","Yellow","1x1.5","HHA",,"1.0.0","living room","expensive","None","None","No","Museum","No","No lighting","No","Not for sale","FtrPenantHha","NA",7040.0,"MxXAxkekKoMP5Wvuk"
"hyacinth wreath","NA","NA","NA","NA","Yes","No","No","NA","NFS",720.0,"Red","White","1x1","Crafting",,"1.0.0","fancy","None","flowers","None","No","House Door Decor","No","No lighting","Yes","Not for sale","FtrDoorOrnamentWreathHyacinth","NA",5468.0,"DjRfSJNwdpHu4Gshg"
"imperial decorative shelves","Red","NA","NA","NA","No","No","No","NA","8500",2125.0,"Red","Red","2x1.5","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the unique furniture slot","1.0.0","zen-style","None","zen","None","No","Shelf","No","No lighting","No","For sale","FtrOrientalShelfWall_Remake_0_0","0_0",3970.0,"N44Bm79ZnhPvb6F2E"
"imperial decorative shelves","Blue","NA","NA","NA","No","No","No","NA","8500",2125.0,"Blue","Blue","2x1.5","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the unique furniture slot","1.0.0","zen-style","None","zen","None","No","Shelf","No","No lighting","No","For sale","FtrOrientalShelfWall_Remake_1_0","1_0",3970.0,"AbdA8yT6FhJjFo35P"
"imperial decorative shelves","Brown","NA","NA","NA","No","No","No","NA","8500",2125.0,"Brown","Brown","2x1.5","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the unique furniture slot","1.0.0","zen-style","None","zen","None","No","Shelf","No","No lighting","No","For sale","FtrOrientalShelfWall_Remake_2_0","2_0",3970.0,"S3X4bnfPve8dxHdd2"
"imperial decorative shelves","Black","NA","NA","NA","No","No","No","NA","8500",2125.0,"Black","Black","2x1.5","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the unique furniture slot","1.0.0","zen-style","None","zen","None","No","Shelf","No","No lighting","No","For sale","FtrOrientalShelfWall_Remake_3_0","3_0",3970.0,"bdSCkWDEB99q5xGMR"
"imperial dining lantern","Gold","NA","NA","NA","No","No","No","NA","19000",4750.0,"Yellow","Red","1x1.5","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","shop","zen-style","None","imperial dining","Yes","Lamp","No","Fluorescent","No","For sale","FtrChineseLampWall_Remake_0_0","0_0",8415.0,"8nRurR89dQGH4zwCa"
"imperial dining lantern","Black","NA","NA","NA","No","No","No","NA","19000",4750.0,"Black","Red","1x1.5","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","shop","zen-style","None","imperial dining","Yes","Lamp","No","Fluorescent","No","For sale","FtrChineseLampWall_Remake_1_0","1_0",8415.0,"qtaHjJoKKkKYXyGNS"
"imperial dining lantern","Blue","NA","NA","NA","No","No","No","NA","19000",4750.0,"Blue","Red","1x1.5","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","shop","zen-style","None","imperial dining","Yes","Lamp","No","Fluorescent","No","For sale","FtrChineseLampWall_Remake_2_0","2_0",8415.0,"9gcsPPJbpnsjMwjY3"
"imperial dining lantern","Red","NA","NA","NA","No","No","No","NA","19000",4750.0,"Red","Yellow","1x1.5","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","shop","zen-style","None","imperial dining","Yes","Lamp","No","Fluorescent","No","For sale","FtrChineseLampWall_Remake_3_0","3_0",8415.0,"SE7mBdQAYSwZGvuq7"
"intercom monitor","NA","NA","NA","NA","No","No","No","NA","860",215.0,"White","White","1x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the unique furniture slot","1.0.0","living room","facility","None","None","Yes","Home Appliances","No","No lighting","No","For sale","FtrIntercom","NA",3399.0,"3oLMxaMTetGEquJqh"
"iron doorplate","Black","Color","NA","NA","Yes","Yes","No","1","NFS",1500.0,"Black","Black","1x1","Crafting",,"1.0.0","living room","None","iron","None","No","House Door Decor","No","No lighting","Yes","Not for sale","FtrDoorOrnamentIron_Remake_0_0","0_0",4752.0,"8bmHCjJaEKEs8Jcwi"
"iron doorplate","White","Color","NA","NA","Yes","Yes","No","1","NFS",1500.0,"White","White","1x1","Crafting",,"1.0.0","living room","None","iron","None","No","House Door Decor","No","No lighting","Yes","Not for sale","FtrDoorOrnamentIron_Remake_1_0","1_0",4752.0,"D8ni825m3GWxwQKv9"
"iron doorplate","Blue","Color","NA","NA","Yes","Yes","No","1","NFS",1500.0,"Blue","Blue","1x1","Crafting",,"1.0.0","living room","None","iron","None","No","House Door Decor","No","No lighting","Yes","Not for sale","FtrDoorOrnamentIron_Remake_2_0","2_0",4752.0,"qeSZKX9Y8GMv6cCxE"
"iron doorplate","Silver","Color","NA","NA","Yes","Yes","No","1","NFS",1500.0,"Gray","Gray","1x1","Crafting",,"1.0.0","living room","None","iron","None","No","House Door Decor","No","No lighting","Yes","Not for sale","FtrDoorOrnamentIron_Remake_3_0","3_0",4752.0,"3iwvyarFQrSWdHiPW"
"iron doorplate","Ash brown","Color","NA","NA","Yes","Yes","No","1","NFS",1500.0,"Beige","Beige","1x1","Crafting",,"1.0.0","living room","None","iron","None","No","House Door Decor","No","No lighting","Yes","Not for sale","FtrDoorOrnamentIron_Remake_4_0","4_0",4752.0,"AgfGgDBWg5w96Szec"
"iron doorplate","Gold","Color","NA","NA","Yes","Yes","No","1","NFS",1500.0,"Yellow","Yellow","1x1","Crafting",,"1.0.0","living room","None","iron","None","No","House Door Decor","No","No lighting","Yes","Not for sale","FtrDoorOrnamentIron_Remake_5_0","5_0",4752.0,"cJH6ZBwA7hYhEYRe4"
"iron doorplate","Pink","Color","NA","NA","Yes","Yes","No","1","NFS",1500.0,"Orange","Orange","1x1","Crafting",,"1.0.0","living room","None","iron","None","No","House Door Decor","No","No lighting","Yes","Not for sale","FtrDoorOrnamentIron_Remake_6_0","6_0",4752.0,"kniB4PPXCJsLPWqfS"
"iron doorplate","Brown","Color","NA","NA","Yes","Yes","No","1","NFS",1500.0,"Brown","Brown","1x1","Crafting",,"1.0.0","living room","None","iron","None","No","House Door Decor","No","No lighting","Yes","Not for sale","FtrDoorOrnamentIron_Remake_7_0","7_0",4752.0,"c72kTdRFSyCC8wPrv"
"iron wall lamp","Black","Body color","NA","NA","Yes","Yes","No","5","NFS",3400.0,"Black","Black","1x1","Crafting",,"1.0.0","living room","garage","iron","None","Yes","Lamp","No","Fluorescent","No","Not for sale","FtrIronLampW_Remake_0_0","0_0",3559.0,"GGEo4iYWTQ83wfzFG"
"iron wall lamp","White","Body color","NA","NA","Yes","Yes","No","5","NFS",3400.0,"White","White","1x1","Crafting",,"1.0.0","living room","garage","iron","None","Yes","Lamp","No","Fluorescent","No","Not for sale","FtrIronLampW_Remake_1_0","1_0",3559.0,"mWS3p4BbybkxAf9qq"
"iron wall rack","Black","Body color","NA","NA","Yes","Yes","No","4","NFS",2450.0,"Black","Gray","1x1","Crafting",,"1.0.0","living room","garage","iron","None","No","Shelf","No","No lighting","No","Not for sale","FtrIronShelfW_Remake_0_0","0_0",3562.0,"RtqKrio5AzxSXrtR6"
"iron wall rack","White","Body color","NA","NA","Yes","Yes","No","4","NFS",2450.0,"White","Gray","1x1","Crafting",,"1.0.0","living room","garage","iron","None","No","Shelf","No","No lighting","No","Not for sale","FtrIronShelfW_Remake_1_0","1_0",3562.0,"rZ7WRonzrHopTMqB4"
"ironwood clock","Birch","Lumber type","NA","NA","Yes","Yes","No","3","NFS",1740.0,"Beige","Black","1x1","Crafting",,"1.0.0","living room","None","ironwood","None","Yes","Clock","No","No lighting","No","Not for sale","FtrIronwoodClockW_Remake_0_0","0_0",3275.0,"vNKBuJATboP4WJc5J"
"ironwood clock","Teak","Lumber type","NA","NA","Yes","Yes","No","3","NFS",1740.0,"Orange","Black","1x1","Crafting",,"1.0.0","living room","None","ironwood","None","Yes","Clock","No","No lighting","No","Not for sale","FtrIronwoodClockW_Remake_1_0","1_0",3275.0,"zmzEqh5vjj5RQwqcK"
"ironwood clock","Walnut","Lumber type","NA","NA","Yes","Yes","No","3","NFS",1740.0,"Brown","Black","1x1","Crafting",,"1.0.0","living room","None","ironwood","None","Yes","Clock","No","No lighting","No","Not for sale","FtrIronwoodClockW_Remake_2_0","2_0",3275.0,"fCsjzpfLvToKtc4nB"
"ironwood clock","Old","Lumber type","NA","NA","Yes","Yes","No","3","NFS",1740.0,"Brown","Black","1x1","Crafting",,"1.0.0","living room","None","ironwood","None","Yes","Clock","No","No lighting","No","Not for sale","FtrIronwoodClockW_Remake_3_0","3_0",3275.0,"47Ra3WcTeNPgqHCnY"
"ironwood clock","Oak","Lumber type","NA","NA","Yes","Yes","No","3","NFS",1740.0,"Orange","White","1x1","Crafting",,"1.0.0","living room","None","ironwood","None","Yes","Clock","No","No lighting","No","Not for sale","FtrIronwoodClockW_Remake_4_0","4_0",3275.0,"MozZeSXja3QephxQa"
"key holder","Dark wood","Body color","NA","NA","Yes","Yes","No","2","NFS",1110.0,"Brown","Brown","1x1","Crafting",,"1.0.0","garage","living room","None","None","No","Facility Decor","No","No lighting","No","Not for sale","FtrKeyhanger_Remake_0_0","0_0",3992.0,"mYSFGJ3EvfN65AxFk"
"key holder","Brown wood","Body color","NA","NA","Yes","Yes","No","2","NFS",1110.0,"Beige","Beige","1x1","Crafting",,"1.0.0","garage","living room","None","None","No","Facility Decor","No","No lighting","No","Not for sale","FtrKeyhanger_Remake_1_0","1_0",3992.0,"mjemGmkyrZnabhRHo"
"key holder","White","Body color","NA","NA","Yes","Yes","No","2","NFS",1110.0,"White","White","1x1","Crafting",,"1.0.0","garage","living room","None","None","No","Facility Decor","No","No lighting","No","Not for sale","FtrKeyhanger_Remake_2_0","2_0",3992.0,"GNDXQmdfgZJPD6ebE"
"key holder","Black","Body color","NA","NA","Yes","Yes","No","2","NFS",1110.0,"Black","Black","1x1","Crafting",,"1.0.0","garage","living room","None","None","No","Facility Decor","No","No lighting","No","Not for sale","FtrKeyhanger_Remake_3_0","3_0",3992.0,"Dygq8pkpSW8QePpYg"
"Leo sculpture","NA","NA","NA","NA","Yes","No","No","NA","NFS",21975.0,"White","Yellow","1x1","Crafting",,"1.0.0","expensive","None","stars","None","No","Sculpture","No","No lighting","No","Not for sale","FtrZodiacLeo","NA",5964.0,"WWysMfHGukSAM2Qph"
"light switch","Gray","NA","NA","NA","No","No","No","NA","340",85.0,"Gray","Black","1x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the unique furniture slot","1.0.0","living room","facility","None","None","Yes","Home Appliances","No","No lighting","No","For sale","FtrSwitchWall_Remake_0_0","0_0",3471.0,"rQE2byXQiBvr53TgP"
"light switch","Brown","NA","NA","NA","No","No","No","NA","340",85.0,"Brown","Gray","1x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the unique furniture slot","1.0.0","living room","facility","None","None","Yes","Home Appliances","No","No lighting","No","For sale","FtrSwitchWall_Remake_1_0","1_0",3471.0,"r6BvCjdKczDuXMiHJ"
"light switch","White","NA","NA","NA","No","No","No","NA","340",85.0,"White","White","1x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the unique furniture slot","1.0.0","living room","facility","None","None","Yes","Home Appliances","No","No lighting","No","For sale","FtrSwitchWall_Remake_2_0","2_0",3471.0,"y6iByh2HeM4ec8meb"
"light switch","Wood grain","NA","NA","NA","No","No","No","NA","340",85.0,"Brown","White","1x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the unique furniture slot","1.0.0","living room","facility","None","None","Yes","Home Appliances","No","No lighting","No","For sale","FtrSwitchWall_Remake_3_0","3_0",3471.0,"JB7zeDsK92ybsrtMb"
"lily wreath","NA","NA","NA","NA","Yes","No","No","NA","NFS",720.0,"Red","Yellow","1x1","Crafting",,"1.0.0","fancy","None","flowers","None","No","House Door Decor","No","No lighting","Yes","Not for sale","FtrDoorOrnamentWreathYuri","NA",5641.0,"zxaMEH6t7K7emezta"
"log wall-mounted clock","Dark wood","Lumber type","NA","NA","Yes","Yes","No","2","NFS",990.0,"Brown","Beige","1x1","Crafting",,"1.0.0","garden","living room","log","None","Yes","Clock","No","No lighting","No","Not for sale","FtrLogClockWall_Remake_0_0","0_0",4037.0,"mz684LXNfkspZDLDf"
"log wall-mounted clock","Orange wood","Lumber type","NA","NA","Yes","Yes","No","2","NFS",990.0,"Orange","Beige","1x1","Crafting",,"1.0.0","garden","living room","log","None","Yes","Clock","No","No lighting","No","Not for sale","FtrLogClockWall_Remake_1_0","1_0",4037.0,"HvQyCt84xohvzGnzo"
"log wall-mounted clock","White wood","Lumber type","NA","NA","Yes","Yes","No","2","NFS",990.0,"Beige","Beige","1x1","Crafting",,"1.0.0","garden","living room","log","None","Yes","Clock","No","No lighting","No","Not for sale","FtrLogClockWall_Remake_2_0","2_0",4037.0,"BjGQNh6EjAswWu4hT"
"log wall-mounted clock","White birch","Lumber type","NA","NA","Yes","Yes","No","2","NFS",990.0,"White","Beige","1x1","Crafting",,"1.0.0","garden","living room","log","None","Yes","Clock","No","No lighting","No","Not for sale","FtrLogClockWall_Remake_3_0","3_0",4037.0,"FppjfiWfciM7Lna2P"
"macrame tapestry","White","NA","NA","NA","No","No","No","NA","840",210.0,"Beige","Beige","1x1.5","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","living room","None","None","None","No","Supplies","No","No lighting","No","For sale","FtrMacrametapestry_Remake_0_0","0_0",4119.0,"xLHFMTMSb7wSuaj6i"
"macrame tapestry","Green","NA","NA","NA","No","No","No","NA","840",210.0,"Green","Green","1x1.5","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","living room","None","None","None","No","Supplies","No","No lighting","No","For sale","FtrMacrametapestry_Remake_1_0","1_0",4119.0,"4SzJX5waNijmGpw9F"
"macrame tapestry","Pink","NA","NA","NA","No","No","No","NA","840",210.0,"Beige","Pink","1x1.5","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","living room","None","None","None","No","Supplies","No","No lighting","No","For sale","FtrMacrametapestry_Remake_2_0","2_0",4119.0,"L8qkZyvoDRGY8Z8Ku"
"macrame tapestry","Blue","NA","NA","NA","No","No","No","NA","840",210.0,"Beige","Light blue","1x1.5","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","living room","None","None","None","No","Supplies","No","No lighting","No","For sale","FtrMacrametapestry_Remake_3_0","3_0",4119.0,"4TuY3aK2s3LimFNoS"
"magnetic knife rack","Stainless steel","NA","NA","NA","No","No","No","NA","1400",350.0,"Gray","Black","1x1","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","kitchen","shop","None","None","No","Kitchen Things","No","No lighting","No","For sale","FtrKniferackWall_Remake_0_0","0_0",4118.0,"utM3v57qgymPACujB"
"magnetic knife rack","Wooden","NA","NA","NA","No","No","No","NA","1400",350.0,"Beige","Brown","1x1","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","kitchen","shop","None","None","No","Kitchen Things","No","No lighting","No","For sale","FtrKniferackWall_Remake_1_0","1_0",4118.0,"T74q3Ea6zWxcZQTEd"
