"name","buy","sell","color_1","color_2","size","source","source_notes","version","catalog","filename","internal_id","unique_entry_id"
"Cole's poster",1000.0,250.0,"Black","Yellow","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlRbt18",10326.0,"uNXPqK69E4SJAcu5H"
"Colton's poster",1000.0,250.0,"White","Colorful","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlHrs11",10452.0,"NAj8Rbq9ZBeZno8Mf"
"Cookie's poster",1000.0,250.0,"Pink","Purple","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlDog08",10367.0,"NjkN3PbZeCLH2bHrS"
"Copper's poster",1000.0,250.0,"Orange","Blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo","1.0.0","For sale","PosterNpcSpDga",10335.0,"cCGcZbrAb3qzbFcwi"
"Cousteau's poster",1000.0,250.0,"Orange","Green","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlFlg10",10448.0,"YaoyrgwiKWhTDzpMT"
"Cranston's poster",1000.0,250.0,"White","Red","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlOst06",10597.0,"vpsfDyXTLmmKHScbh"
"Croque's poster",1000.0,250.0,"Orange","Red","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlFlg17",10536.0,"dRTnqq9pYTtLGmZZt"
"Cube's poster",1000.0,250.0,"Black","Yellow","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlPgn02",10503.0,"RHnvrKdMWPGmgQuRL"
"Curlos's poster",1000.0,250.0,"Brown","Yellow","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlShp08",10488.0,"LGBtFiwyq2dDaBbAH"
"Curly's poster",1000.0,250.0,"Pink","Green","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlPig00",10505.0,"t96aFDvs7vvawzpxw"
"Curt's poster",1000.0,250.0,"Gray","Brown","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlBea02",10799.0,"fxp5q9KEbJyawPHJh"
"Cyd's poster",1000.0,250.0,"Red","Black","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlElp12",10862.0,"fMqS7p25Ce7AeNHQu"
"Cyrano's poster",1000.0,250.0,"Orange","White","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlAnt00",10323.0,"8gtoycLmDBmekNKT4"
"Cyrus's poster",1000.0,250.0,"Light blue","Pink","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo","1.0.0","For sale","PosterNpcSpAlp",10435.0,"bXFWNkhRXNDK4xrZb"
"Daisy's poster",1000.0,250.0,"White","Beige","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlDog07",10474.0,"i6JsESCdxf5zwviyq"
"Deena's poster",1000.0,250.0,"Brown","Beige","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlDuk04",10670.0,"D3h6EQjsNAztjCRfe"
"Deirdre's poster",1000.0,250.0,"Beige","Red","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlDer04",10459.0,"GMyyD2RjAEy2zZmQA"
"Del's poster",1000.0,250.0,"Black","Blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlCrd04",10444.0,"vcDvoY9rJnC3otJJ5"
"Deli's poster",1000.0,250.0,"Beige","Brown","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlMnk08",10654.0,"ihA8W7QC64yvcX4Dd"
"Derwin's poster",1000.0,250.0,"Blue","Pink","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlDuk08",10513.0,"kW78nMBfHq8gMESeW"
"Diana's poster",1000.0,250.0,"Pink","Purple","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlDer08",10318.0,"DCsydZ2kDaQboP2cH"
"Digby's poster",1000.0,250.0,"Brown","Red","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo","1.0.0","For sale","PosterNpcSpSzo",10438.0,"DDnrdkrKS3gydwXFg"
"Diva's poster",1000.0,250.0,"Purple","Yellow","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlFlg18",10473.0,"DFaoZCfhCAoDfJeL3"
"Dizzy's poster",1000.0,250.0,"Gray","Light blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlElp01",10532.0,"iS3siYo7R4GHfMueZ"
"DJ KK's poster",1000.0,250.0,"White","Black","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo","1.0.0","For sale","PosterNpcSpTkkB",10776.0,"KEcLDYnnCo7vK5q8e"
"Dobie's poster",1000.0,250.0,"Green","Blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlWol04",10647.0,"sFtyFkaMTWLEK8pBe"
"Doc's poster",1000.0,250.0,"Blue","Black","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlRbt10",10576.0,"urZhQYJooL9z5brAp"
"Dom's poster",1000.0,250.0,"Beige","Colorful","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlShp15",10864.0,"hyZvWM6kXL5S7qcbN"
"Don's poster",1000.0,250.0,"Brown","Light blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo","1.0.0","For sale","PosterNpcSpMob",10342.0,"Zmv4J7T7MzrA3BiiL"
"Dora's poster",1000.0,250.0,"White","Green","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlMus00",10495.0,"dQNwh3KfyjgWh7zcX"
"Dotty's poster",1000.0,250.0,"Black","White","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlRbt01",10541.0,"ZE7NejHgbNbWwKet3"
"Drago's poster",1000.0,250.0,"Green","Yellow","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlCrd08",10462.0,"PMHRAgvrXSzeCTxAG"
"Drake's poster",1000.0,250.0,"Green","Brown","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlDuk09",10410.0,"b8KDfw2FJSSKW9RZ2"
"Drift's poster",1000.0,250.0,"Red","Green","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlFlg04",10417.0,"njaJzwtZqaysdEp27"
"Ed's poster",1000.0,250.0,"Light blue","Black","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlHrs06",10392.0,"eWCrXdE8WLNmzCpt5"
"Egbert's poster",1000.0,250.0,"Yellow","Blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlChn02",10366.0,"fAjaNGHS6ifysow2A"
"Elise's poster",1000.0,250.0,"Beige","Purple","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlMnk05",10558.0,"psyxsd4TSQqTpqCF3"
"Ellie's poster",1000.0,250.0,"Beige","Red","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlElp07",10633.0,"ikYj9syTrveaneTpH"
"Elmer's poster",1000.0,250.0,"Brown","Green","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlHrs03",10555.0,"C9q7EjfE7yngzLfDZ"
"Eloise's poster",1000.0,250.0,"Yellow","Red","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlElp03",10464.0,"qkGmSWAZucgyicJX4"
"Elvis's poster",1000.0,250.0,"Yellow","Red","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlLon01",10450.0,"zSZ2PjrMqbi92ouyo"
"Erik's poster",1000.0,250.0,"Brown","Blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlDer09",10540.0,"SZQ5fL8at72ix4sFe"
"Eugene's poster",1000.0,250.0,"Brown","Black","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlKal10",10692.0,"wirdymvTF7KDZstQc"
"Eunice's poster",1000.0,250.0,"Black","Beige","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlShp02",10693.0,"p8r2YdqbnvwNeQG22"
"Fang's poster",1000.0,250.0,"Beige","Light blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlWol06",10544.0,"PBezp9kgWwgQGrYfk"
"Fauna's poster",1000.0,250.0,"Brown","Light blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlDer00",10530.0,"fKGHGAmtfWncvkHgo"
"Felicity's poster",1000.0,250.0,"Beige","Green","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlCat17",10348.0,"bXCSRi4tYQ3BLSvTg"
"Filbert's poster",1000.0,250.0,"Light blue","Blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlSqu02",10394.0,"384yubdrdXXGpPsXg"
"Flip's poster",1000.0,250.0,"Orange","Blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlMnk06",10406.0,"4FoyuaAPfghooYopD"
"Flo's poster",1000.0,250.0,"Blue","Red","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlPgn13",10685.0,"JTHTByp4hhTaNnkE6"
"Flora's poster",1000.0,250.0,"Pink","Yellow","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlOst09",10490.0,"AowHdppMsbs5tSftb"
"Flurry's poster",1000.0,250.0,"White","Red","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlHam06",10679.0,"CKMDibMPGaRz57jtP"
"Francine's poster",1000.0,250.0,"Light blue","Purple","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlRbt12",10514.0,"HnqwJ8ky62DNrPd3K"
"Frank's poster",1000.0,250.0,"Green","Yellow","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlPbr06",10500.0,"oxZPqqFSJ92BLhCSE"
"Franklin's poster",1000.0,250.0,"Pink","Purple","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo","1.0.0","For sale","PosterNpcSpTuk",10781.0,"K8zKZgXpTJcmS2iGf"
"Freckles's poster",1000.0,250.0,"Red","Yellow","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlDuk07",10455.0,"dNbWn5557KTKt6a6x"
"Freya's poster",1000.0,250.0,"Pink","Brown","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlWol05",10424.0,"3r5iQhh4MzddN57i3"
"Friga's poster",1000.0,250.0,"Blue","White","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlPgn04",10457.0,"S67mk3TaAorCcg2B6"
"Frita's poster",1000.0,250.0,"Yellow","Red","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlShp11",10545.0,"ZgbE94Tvoiyw4S6r6"
"Frobert's poster",1000.0,250.0,"Green","Green","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlFlg02",10598.0,"3YkQ5ondJhSiryAG3"
"Fuchsia's poster",1000.0,250.0,"Purple","Purple","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlDer06",10352.0,"snoGJLXmKAWAi95kK"
"Gabi's poster",1000.0,250.0,"White","Red","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlRbt05",10386.0,"YWu8D8TPSnTPkxErM"
"Gala's poster",1000.0,250.0,"Pink","Light blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlPig13",10482.0,"rYCrunBXnTNteRv5N"
"Gaston's poster",1000.0,250.0,"Yellow","Black","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlRbt04",10479.0,"Nqq3fo795gkfaZvZr"
"Gayle's poster",1000.0,250.0,"Pink","Pink","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlCrd07",10596.0,"ahyNZuX8jmHBwcH52"
"Genji's poster",1000.0,250.0,"White","Brown","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlRbt08",10469.0,"fMsQxgbfPwD43s8j6"
"Gigi's poster",1000.0,250.0,"Purple","Black","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlFlg16",10657.0,"z6HWKytucT8RBny2S"
"Gladys's poster",1000.0,250.0,"Black","Red","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlOst01",10422.0,"fZsAotKPAiq3s8CyY"
"Gloria's poster",1000.0,250.0,"Purple","Black","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlDuk15",10586.0,"vABPw4w3gtosGofsb"
"Goldie's poster",1000.0,250.0,"Yellow","Brown","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlDog00",10523.0,"6joFrAvxYe2TP6mMu"
"Gonzo's poster",1000.0,250.0,"Gray","Brown","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlKal04",10643.0,"SnFZm46JXpmXvBLxB"
"Goose's poster",1000.0,250.0,"White","Green","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlChn00",10694.0,"fSckhCuP8uD8X2STZ"
"Gracie's poster",1000.0,250.0,"Blue","Green","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo","1.0.0","For sale","PosterNpcSpGrf",10518.0,"t4J7Xm9f6hF3pTQqy"
"Graham's poster",1000.0,250.0,"Yellow","Black","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlHam02",10529.0,"fREmTL9CRpggrRWj6"
"Grams's poster",1000.0,250.0,"Green","Blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo","1.0.0","For sale","PosterNpcSpKpg",10436.0,"aggbrSpzGBPoiLHmB"
"Greta's poster",1000.0,250.0,"Beige","Black","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlMus16",10470.0,"YANGzo2FSNuKcSQSR"
"Grizzly's poster",1000.0,250.0,"Black","Red","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlBea09",10806.0,"DvhjJCJdQqyhfh5tp"
"Groucho's poster",1000.0,250.0,"Blue","Black","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlBea06",10380.0,"dgztdN3egmnWSBLHZ"
"Gruff's poster",1000.0,250.0,"Green","Black","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlGoa04",10678.0,"qDhcumxg5aKZtJGYX"
"Gulliver's poster",1000.0,250.0,"White","Blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcSpGul",10521.0,"tK8BZwPuX6kK9ahM2"
"Gwen's poster",1000.0,250.0,"Purple","Green","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlPgn05",10355.0,"vFkmrjEsPRLXSBhoB"
"Hamlet's poster",1000.0,250.0,"Orange","Light blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlHam00",10492.0,"PHQtpu28bZDRwBDem"
"Hamphrey's poster",1000.0,250.0,"Black","Red","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlHam07",10423.0,"PCqd56FbktaoxvdCg"
"Hans's poster",1000.0,250.0,"Light blue","Blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlGor10",10460.0,"To3etNrQ66SeLdGsh"
"Harriet's poster",1000.0,250.0,"Pink","Beige","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo","1.0.0","For sale","PosterNpcSpPoo",10787.0,"5rRqR67vrGQNbCB2Z"
"Harry's poster",1000.0,250.0,"Yellow","Black","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlHip08",10353.0,"8xncZd9cASERiBkoQ"
"Hazel's poster",1000.0,250.0,"Orange","Red","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlSqu18",10466.0,"GY2G9ZAupjDsGh9ny"
"Hello Kitty poster",1000.0,250.0,"Red","Colorful","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlGor11",11121.0,"JLBPLz28yBaZibFnP"
"Henry's poster",1000.0,250.0,"Green","Beige","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlFlg19",10321.0,"PxJd3Np97eRxSi4cw"
"Hippeux's poster",1000.0,250.0,"Yellow","Orange","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlHip09",10588.0,"r8HHxXv35HYJZLgBX"
"Hopkins's poster",1000.0,250.0,"Light blue","Yellow","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlRbt14",10604.0,"vwubp2G98EwG9wQn5"
"Hopper's poster",1000.0,250.0,"Black","Yellow","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlPgn03",10408.0,"Wr67dnC9ES4CBQWsg"
"Hornsby's poster",1000.0,250.0,"Blue","Green","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlRhn04",10608.0,"SotA8rs7xafgCN9GC"
"Huck's poster",1000.0,250.0,"Gray","Red","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlFlg11",10611.0,"WyWCjNW35s8sfGCmG"
"Hugh's poster",1000.0,250.0,"Blue","Green","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlPig03",10407.0,"nBHB3KxJo2M7rvvpa"
"Iggly's poster",1000.0,250.0,"White","Red","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlPgn11",10602.0,"jXmkSynB9wbbLAGeN"
"Ike's poster",1000.0,250.0,"Brown","Gray","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlBea11",10650.0,"BvyHkZkFkZQBXo6hP"
"Isabelle's poster",1000.0,250.0,"Yellow","Green","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcSpSza",10312.0,"JZskBPpfNn2j8Y4ez"
"Jack's poster",1000.0,250.0,"Orange","Black","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo","1.0.0","For sale","PosterNpcSpPkn",10346.0,"eHe9eJNzzhnz8qM7E"
"Jacob's poster",1000.0,250.0,"Purple","Black","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlBrd11",10813.0,"kLbJPxa42uuBeWkEh"
"Jacques's poster",1000.0,250.0,"Green","Pink","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlBrd16",10804.0,"tLzEPfsxDk4GdPCXn"
