"name","variation","diy","buy","sell","color_1","color_2","size","source","source_notes","seasonal_availability","mannequin_piece","version","style","label_themes","villager_equippable","catalog","primary_shape","secondary_shape","filename","internal_id","unique_entry_id"
"dollhouse dress","Green","No","2800",700.0,"Green","White","1x1","Able Sisters","Available from Able Sisters shop only","Summer","No","1.0.0","Cute","fairy tale; party; theatrical; vacation; work","Yes","For sale","Balloon","N","TopsTexOnepieceBalloonNIdleeightys2",9423.0,"RA2WjMv4jjPAy7WGo"
"dollhouse dress","Pink","No","2800",700.0,"Pink","White","1x1","Able Sisters","Available from Able Sisters shop only","Summer","No","1.0.0","Cute","fairy tale; party; theatrical; vacation; work","Yes","For sale","Balloon","N","TopsTexOnepieceBalloonNIdleeightys3",9424.0,"PXoTXN7gFdEsAwRkA"
"dollhouse dress","Purple","No","2800",700.0,"Purple","White","1x1","Able Sisters","Available from Able Sisters shop only","Summer","No","1.0.0","Cute","fairy tale; party; theatrical; vacation; work","Yes","For sale","Balloon","N","TopsTexOnepieceBalloonNIdleeightys4",9425.0,"SckGknq7qX3aAkXEt"
"dollhouse dress","Sky blue","No","2800",700.0,"Blue","White","1x1","Able Sisters","Available from Able Sisters shop only","Summer","No","1.0.0","Cute","fairy tale; party; theatrical; vacation; work","Yes","For sale","Balloon","N","TopsTexOnepieceBalloonNIdleeightys5",9426.0,"xBnoc8ydjNnQrQcNx"
"dollhouse dress","Light blue","No","2800",700.0,"White","White","1x1","Able Sisters","Available from Able Sisters shop only","Summer","Yes","1.0.0","Cute","fairy tale; party; theatrical; vacation; work","Yes","For sale","Balloon","N","TopsTexOnepieceBalloonNIdleeightys6",9427.0,"Q8rs2aXkAtNN4oLYG"
"dragon suit","Yellow","No","2500",625.0,"Yellow","Black","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","sporty","Yes","For sale","Overall","L","TopsTexOnepieceOverallLDragonYellow",3462.0,"TPeBZhLzgx2qkWREd"
"dreamy dress","Pink","No","2080",520.0,"Pink","Purple","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cute","fairy tale; party; theatrical","Yes","For sale","Balloon","H","TopsTexOnepieceBalloonHYumekawa0",5796.0,"6FqEeQygBSjwG86HS"
"dreamy dress","Yellow","No","2080",520.0,"Yellow","Orange","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cute","fairy tale; party; theatrical","Yes","For sale","Balloon","H","TopsTexOnepieceBalloonHYumekawa1",8699.0,"MLxhCmsNxWAZsBBwH"
"dreamy dress","Blue","No","2080",520.0,"Light blue","Blue","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cute","fairy tale; party; theatrical","Yes","For sale","Balloon","H","TopsTexOnepieceBalloonHYumekawa2",8700.0,"ZXHxoknzdBbpc2F8J"
"dreamy dress","Green","No","2080",520.0,"Green","Green","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cute","fairy tale; party; theatrical","Yes","For sale","Balloon","H","TopsTexOnepieceBalloonHYumekawa3",8701.0,"PGt9yRHDw7cGKeBBB"
"earth-egg outfit","None","Yes","NFS",1200.0,"Red","Yellow","1x1","Crafting",,"All Year","No","1.1.0a","Active","fairy tale; party; theatrical","Yes","Not for sale","Rib","N","TopsTexOnepieceRibNEggground0",12449.0,"oepGi58jBWkd46tdk"
"egg party dress","None","Yes","NFS",7200.0,"Colorful","Colorful","1x1","Crafting",,"All Year","No","1.1.0a","Gorgeous","fairy tale; party; theatrical","Yes","Not for sale","Balloon","L","TopsTexOnepieceBalloonLEgg0",12448.0,"8tHPLedZdQJ8CTCSw"
"egg-sushi costume","White","No","1600",400.0,"Yellow","White","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cute","fairy tale; party; theatrical","Yes","For sale","Rib","N","TopsTexOnepieceRibNEgg",5614.0,"ES3FKjNc7Rebx9KMn"
"elegant dress","Purple","No","2400",600.0,"Purple","White","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Elegant","fairy tale; formal; party","Yes","For sale","Dress","L","TopsTexOnepieceDressLLady0",4791.0,"rn8kSxfnu6Rybhkv6"
"elegant dress","Blue","No","2400",600.0,"Blue","White","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Elegant","fairy tale; formal; party","Yes","For sale","Dress","L","TopsTexOnepieceDressLLady1",8142.0,"AkDtrJqY2WA3k4jPC"
"elegant dress","Green","No","2400",600.0,"Green","White","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Elegant","fairy tale; formal; party","Yes","For sale","Dress","L","TopsTexOnepieceDressLLady2",8143.0,"xwFx7KrQ9ctpKKyS3"
"elegant dress","Berry red","No","2400",600.0,"Red","White","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Elegant","fairy tale; formal; party","Yes","For sale","Dress","L","TopsTexOnepieceDressLLady3",8144.0,"9XEmvAZjYYHfRBtHx"
"elegant dress","Pink","No","2400",600.0,"Pink","White","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Elegant","fairy tale; formal; party","Yes","For sale","Dress","L","TopsTexOnepieceDressLLady4",8145.0,"Fry4RR22PPujonFFb"
"fairy dress","Green","No","3640",910.0,"Green","Green","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cute","fairy tale; party; theatrical","Yes","For sale","Balloon","N","TopsTexOnepieceBalloonNFairy0",3703.0,"dYZL7cHb2oxxQkLDb"
"fairy dress","Pink","No","3640",910.0,"Pink","Pink","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cute","fairy tale; party; theatrical","Yes","For sale","Balloon","N","TopsTexOnepieceBalloonNFairy1",8127.0,"9Kj4vNdGKtwKdHSPX"
"fairy dress","Yellow","No","3640",910.0,"Yellow","Orange","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cute","fairy tale; party; theatrical","Yes","For sale","Balloon","N","TopsTexOnepieceBalloonNFairy2",8128.0,"ZXXqZzWjoxFmuGaCh"
"fairy dress","Mint","No","3640",910.0,"Light blue","Blue","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cute","fairy tale; party; theatrical","Yes","For sale","Balloon","N","TopsTexOnepieceBalloonNFairy3",8129.0,"pzQ9wYkxe2mvyAwu5"
"fairy dress","Purple","No","3640",910.0,"Purple","Purple","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cute","fairy tale; party; theatrical","Yes","For sale","Balloon","N","TopsTexOnepieceBalloonNFairy4",8130.0,"hfthvZsMnXwJripdN"
"fairy-tale dress","Red","No","2400",600.0,"Red","White","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cute","fairy tale; theatrical","Yes","For sale","Balloon","H","TopsTexOnepieceBalloonHHood0",3137.0,"rR8FBYDTB66PLohJB"
"fairy-tale dress","Pink","No","2400",600.0,"Pink","White","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cute","fairy tale; theatrical","Yes","For sale","Balloon","H","TopsTexOnepieceBalloonHHood1",8869.0,"LNYib26FLZB5qAQ5v"
"fairy-tale dress","Yellow","No","2400",600.0,"Yellow","White","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cute","fairy tale; theatrical","Yes","For sale","Balloon","H","TopsTexOnepieceBalloonHHood2",8870.0,"8KM5RQvjkQvRAJjH8"
"fairy-tale dress","Green","No","2400",600.0,"Green","White","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cute","fairy tale; theatrical","Yes","For sale","Balloon","H","TopsTexOnepieceBalloonHHood3",8871.0,"Chcj3ME2n77tR2Nkt"
"fairy-tale dress","Blue","No","2400",600.0,"Blue","White","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cute","fairy tale; theatrical","Yes","For sale","Balloon","H","TopsTexOnepieceBalloonHHood4",8872.0,"DoNujx6LBbZ6X3s5J"
"fairy-tale dress","Light blue","No","2400",600.0,"Light blue","White","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cute","fairy tale; theatrical","Yes","For sale","Balloon","H","TopsTexOnepieceBalloonHHood5",8873.0,"BsQcNb5xYzXRBuPzF"
"fairy-tale dress","Light green","No","2400",600.0,"Green","White","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cute","fairy tale; theatrical","Yes","For sale","Balloon","H","TopsTexOnepieceBalloonHHood6",8874.0,"J6Mtgvt2WpA4zgQJK"
"fairy-tale dress","Orange","No","2400",600.0,"Orange","White","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Cute","fairy tale; theatrical","Yes","For sale","Balloon","H","TopsTexOnepieceBalloonHHood7",8875.0,"2efFqmbWKmj98MH8q"
"fancy kimono","Vermilion","No","5200",1300.0,"Red","Green","1x1","Able Sisters","Available from Able Sisters shop only","Winter","No","1.0.0","Gorgeous","formal; party","Yes","For sale","Kimono","L","TopsTexOnepieceKimonoLHaregi0",5461.0,"9WKf6MkLYxMGvj42H"
"fancy kimono","Green","No","5200",1300.0,"Green","Red","1x1","Able Sisters","Available from Able Sisters shop only","Winter","No","1.0.0","Gorgeous","formal; party","Yes","For sale","Kimono","L","TopsTexOnepieceKimonoLHaregi1",8984.0,"kLrfNptHZ2Eeuhuci"
"fancy kimono","Indigo blue","No","5200",1300.0,"Blue","White","1x1","Able Sisters","Available from Able Sisters shop only","Winter","No","1.0.0","Gorgeous","formal; party","Yes","For sale","Kimono","L","TopsTexOnepieceKimonoLHaregi2",8985.0,"MZQDEdDwQMhixttvh"
"fancy kimono","Pink","No","5200",1300.0,"Pink","Red","1x1","Able Sisters","Available from Able Sisters shop only","Winter","No","1.0.0","Gorgeous","formal; party","Yes","For sale","Kimono","L","TopsTexOnepieceKimonoLHaregi3",8986.0,"TZZrCN2qY3f3nf9PG"
"fancy kimono","Purple","No","5200",1300.0,"Purple","Beige","1x1","Able Sisters","Available from Able Sisters shop only","Winter","No","1.0.0","Gorgeous","formal; party","Yes","For sale","Kimono","L","TopsTexOnepieceKimonoLHaregi4",8987.0,"KjoA7cN3dotebZZe6"
"fancy kimono","Aqua","No","5200",1300.0,"Light blue","Pink","1x1","Able Sisters","Available from Able Sisters shop only","Winter","No","1.0.0","Gorgeous","formal; party","Yes","For sale","Kimono","L","TopsTexOnepieceKimonoLHaregi5",8988.0,"FssoqtPGbT3C3KojJ"
"fancy kimono","Pale orange","No","5200",1300.0,"Orange","Light blue","1x1","Able Sisters","Available from Able Sisters shop only","Winter","No","1.0.0","Gorgeous","formal; party","Yes","For sale","Kimono","L","TopsTexOnepieceKimonoLHaregi6",8989.0,"WfZnvkD8k9fr3KDms"
"fancy kimono","Parrot green","No","5200",1300.0,"Green","Blue","1x1","Able Sisters","Available from Able Sisters shop only","Winter","No","1.0.0","Gorgeous","formal; party","Yes","For sale","Kimono","L","TopsTexOnepieceKimonoLHaregi7",8990.0,"76GA9MeqRus77TvSz"
"fancy party dress","Blue","No","2400",600.0,"Blue","Black","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Elegant","formal; party","Yes","For sale","Box","H","TopsTexOnepieceBoxHParty0",3131.0,"o4g3mwwJkRpzrC7oY"
"fancy party dress","Pink","No","2400",600.0,"Pink","Pink","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Elegant","formal; party","Yes","For sale","Box","H","TopsTexOnepieceBoxHParty1",7922.0,"prm28f6eMaSx8CGnf"
"fancy party dress","Green","No","2400",600.0,"Green","White","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Elegant","formal; party","Yes","For sale","Box","H","TopsTexOnepieceBoxHParty2",7923.0,"gg7jRxEiFZcZJWzLS"
"fancy party dress","Beige","No","2400",600.0,"Beige","Brown","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Elegant","formal; party","Yes","For sale","Box","H","TopsTexOnepieceBoxHParty3",7924.0,"YzGzg37RztiM7ov7s"
"farmer overalls","Red","No","1600",400.0,"Blue","Red","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","Yes","1.0.0","Active","everyday; outdoorsy; work","Yes","For sale","Overall","L","TopsTexOnepieceOverallLFarm0",5830.0,"R58Gpu28Z3TxNjQS5"
"farmer overalls","Green","No","1600",400.0,"Blue","Green","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Active","everyday; outdoorsy; work","Yes","For sale","Overall","L","TopsTexOnepieceOverallLFarm1",9477.0,"gczKoYDfWnouDJYeB"
"farmer overalls","Blue","No","1600",400.0,"Blue","Light blue","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Active","everyday; outdoorsy; work","Yes","For sale","Overall","L","TopsTexOnepieceOverallLFarm2",9478.0,"wbeNWkLsqabQc9hTx"
"farmer overalls","Yellow","No","1600",400.0,"Blue","Yellow","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Active","everyday; outdoorsy; work","Yes","For sale","Overall","L","TopsTexOnepieceOverallLFarm3",9479.0,"fH9YWhNS3GMvLEwoR"
"farmer overalls","Gray","No","1600",400.0,"Blue","Gray","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Active","everyday; outdoorsy; work","Yes","For sale","Overall","L","TopsTexOnepieceOverallLFarm4",9480.0,"wgmgtKtF7wzoxZRJ5"
"fashionable royal dress","Green","No","6000",1500.0,"Green","Green","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","fairy tale; formal; party; theatrical","Yes","For sale","Dress","L","TopsTexOnepieceDressLClassic0",3435.0,"Bo3w5mWFokxkXWH2v"
"fashionable royal dress","Blue","No","6000",1500.0,"Blue","Blue","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","fairy tale; formal; party; theatrical","Yes","For sale","Dress","L","TopsTexOnepieceDressLClassic1",8238.0,"xSBkn5vigzJhfXvFM"
"fashionable royal dress","Yellow","No","6000",1500.0,"Orange","Orange","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","fairy tale; formal; party; theatrical","Yes","For sale","Dress","L","TopsTexOnepieceDressLClassic2",8239.0,"ApasrnQCNEA3z5gWo"
"fashionable royal dress","Pink","No","6000",1500.0,"Pink","Pink","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","fairy tale; formal; party; theatrical","Yes","For sale","Dress","L","TopsTexOnepieceDressLClassic3",8240.0,"pesvsASA3QTea27ep"
"fashionable royal dress","Purple","No","6000",1500.0,"Purple","Purple","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","fairy tale; formal; party; theatrical","Yes","For sale","Dress","L","TopsTexOnepieceDressLClassic4",8241.0,"59x8XZLnwqqYTTLWv"
"festive dress","Red","No","2400",600.0,"Red","White","1x1","Able Sisters","Available from Able Sisters shop only during Festive Season","All Year","No","1.0.0","Cute","fairy tale; party","Yes","For sale","Balloon","N","TopsTexOnepieceBalloonNXmasRed",3135.0,"EhiHLrpjcYteEiynr"
"festive-tree dress","Green & white","No","2240",560.0,"Green","White","1x1","Able Sisters","Available from Able Sisters shop only during Festive Season","All Year","No","1.0.0","Cute","fairy tale; party","Yes","For sale","A-line","N","TopsTexOnepieceAlineNXmastreeNormal0",3169.0,"ywBdcG8dBTsYjcWkd"
"festive-tree dress","Green & blue","No","2240",560.0,"Green","Blue","1x1","Able Sisters","Available from Able Sisters shop only during Festive Season","All Year","No","1.0.0","Cute","fairy tale; party","Yes","For sale","A-line","N","TopsTexOnepieceAlineNXmastreeNormal1",9488.0,"g6gtPbd7pwRnuK29h"
"festive-tree dress","Green & red","No","2240",560.0,"Green","Red","1x1","Able Sisters","Available from Able Sisters shop only during Festive Season","All Year","No","1.0.0","Cute","fairy tale; party","Yes","For sale","A-line","N","TopsTexOnepieceAlineNXmastreeNormal2",9489.0,"u5viLeHxEw38T9qCe"
"festive-tree dress","Pink","No","2240",560.0,"Pink","White","1x1","Able Sisters","Available from Able Sisters shop only during Festive Season","All Year","No","1.0.0","Cute","fairy tale; party","Yes","For sale","A-line","N","TopsTexOnepieceAlineNXmastreeNormal3",9490.0,"QX4kCu6eQen9KumSA"
"festive-tree dress","Gold","No","2240",560.0,"Beige","White","1x1","Able Sisters","Available from Able Sisters shop only during Festive Season","All Year","No","1.0.0","Cute","fairy tale; party","Yes","For sale","A-line","N","TopsTexOnepieceAlineNXmastreeNormal4",9491.0,"MWoYMbrvYbNWC3E5Y"
"festive-tree dress","Silver","No","2240",560.0,"Gray","White","1x1","Able Sisters",,"All Year","No","1.0.0","Cute","fairy tale; party","Yes","For sale","A-line","N","TopsTexOnepieceAlineNXmastreeNormal5",9492.0,"ruiFurEJYzS6NZH8p"
"figure-skating costume","Blue","No","2880",720.0,"Light blue","Black","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","sporty; theatrical; work","Yes","For sale","Overall","L","TopsTexOnepieceOverallLFigure0",5404.0,"Lt7rpQQgvBQy3fhAY"
"figure-skating costume","Red","No","2880",720.0,"Red","Black","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","sporty; theatrical; work","Yes","For sale","Overall","L","TopsTexOnepieceOverallLFigure1",9522.0,"PJxjfAreecjgJ4Cs2"
"figure-skating costume","Green","No","2880",720.0,"Green","Black","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","sporty; theatrical; work","Yes","For sale","Overall","L","TopsTexOnepieceOverallLFigure2",9523.0,"AB4QHYt4YPq8LhEn5"
"figure-skating costume","Purple","No","2880",720.0,"Purple","Black","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","sporty; theatrical; work","Yes","For sale","Overall","L","TopsTexOnepieceOverallLFigure3",9524.0,"BGo9jAkdr9MhKyb5P"
"figure-skating costume","Pink","No","2880",720.0,"Pink","Black","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","sporty; theatrical; work","Yes","For sale","Overall","L","TopsTexOnepieceOverallLFigure4",9525.0,"KABxX8JYd5iQpA6cz"
"figure-skating costume","Yellow","No","2880",720.0,"Yellow","Black","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","sporty; theatrical; work","Yes","For sale","Overall","L","TopsTexOnepieceOverallLFigure5",9526.0,"qsRTGWF3tXp3twp3A"
"figure-skating costume","Black","No","2880",720.0,"Gray","Black","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","sporty; theatrical; work","Yes","For sale","Overall","L","TopsTexOnepieceOverallLFigure6",9527.0,"h7iqb9Ngp6ajDGXBF"
"figure-skating dress","Blue","No","2880",720.0,"Light blue","Blue","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","sporty; theatrical; work","Yes","For sale","Balloon","N","TopsTexOnepieceBalloonNFigure0",5393.0,"ZJ5um3M7QRWQTBuCd"
"figure-skating dress","Red","No","2880",720.0,"Red","Red","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","sporty; theatrical; work","Yes","For sale","Balloon","N","TopsTexOnepieceBalloonNFigure1",9516.0,"nwgBc7Wj2ughjHZXm"
"figure-skating dress","Green","No","2880",720.0,"Green","Green","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","sporty; theatrical; work","Yes","For sale","Balloon","N","TopsTexOnepieceBalloonNFigure2",9517.0,"wRriqvCyf4eFGNhz9"
"figure-skating dress","Purple","No","2880",720.0,"Purple","Purple","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","sporty; theatrical; work","Yes","For sale","Balloon","N","TopsTexOnepieceBalloonNFigure3",9518.0,"qTeEDHhXTzHNEaDmv"
"figure-skating dress","Pink","No","2880",720.0,"Pink","Pink","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","sporty; theatrical; work","Yes","For sale","Balloon","N","TopsTexOnepieceBalloonNFigure4",9519.0,"bDtQ9LwNPZbwZGWxD"
"figure-skating dress","Yellow","No","2880",720.0,"Yellow","Orange","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","sporty; theatrical; work","Yes","For sale","Balloon","N","TopsTexOnepieceBalloonNFigure5",9520.0,"cnRhSdgHDxwHMtfwR"
"figure-skating dress","Black","No","2880",720.0,"Gray","Black","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","sporty; theatrical; work","Yes","For sale","Balloon","N","TopsTexOnepieceBalloonNFigure6",9521.0,"Y5b78anDR2FscoJtM"
"firefighter uniform","Black","No","2240",560.0,"Black","Yellow","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","work","Yes","For sale","Salopette","L","TopsTexOnepieceSalopetteLFirefighter0",3420.0,"zSAj4yH334PhX43sp"
"firefighter uniform","Flame orange","No","2240",560.0,"Orange","Yellow","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","work","Yes","For sale","Salopette","L","TopsTexOnepieceSalopetteLFirefighter1",9455.0,"wG74iDM9TyGKZPx9D"
"firefighter uniform","Brown","No","2240",560.0,"Brown","Orange","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","work","Yes","For sale","Salopette","L","TopsTexOnepieceSalopetteLFirefighter2",9456.0,"Qg4A67RqTzhnR3sHk"
"firefighter uniform","Lime yellow","No","2240",560.0,"Yellow","Orange","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","work","Yes","For sale","Salopette","L","TopsTexOnepieceSalopetteLFirefighter3",9457.0,"aDrXAGZvyDRj5kNsW"
"firefighter uniform","Avocado","No","2240",560.0,"Green","Yellow","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Active","work","Yes","For sale","Salopette","L","TopsTexOnepieceSalopetteLFirefighter4",9458.0,"NujgsZ8YHDFzsRzWt"
"fishing waders","Avocado","No","2000",500.0,"Green","White","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","outdoorsy; sporty","Yes","For sale","Overall","L","TopsTexOnepieceOverallLWaders0",4328.0,"T97PxsrW5BYoMAA6f"
"fishing waders","Orange","No","2000",500.0,"Orange","White","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","outdoorsy; sporty","Yes","For sale","Overall","L","TopsTexOnepieceOverallLWaders1",8628.0,"26Hc2JiCSseMnT6CA"
"fishing waders","Navy blue","No","2000",500.0,"Blue","White","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","outdoorsy; sporty","Yes","For sale","Overall","L","TopsTexOnepieceOverallLWaders2",8629.0,"Y8oFxFbkh6563jGTa"
"fishing waders","Gray","No","2000",500.0,"Gray","White","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","All Year","No","1.0.0","Simple","outdoorsy; sporty","Yes","For sale","Overall","L","TopsTexOnepieceOverallLWaders3",8630.0,"tWAaEpefJHiKRrDCL"
"flapper dress","Silver","No","2600",650.0,"Gray","Gray","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","party; theatrical","Yes","For sale","Box","N","TopsTexOnepieceBoxNFlapper0",5817.0,"Kr4K78DqEyNj79AoW"
"flapper dress","Gold","No","2600",650.0,"Yellow","Yellow","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","party; theatrical","Yes","For sale","Box","N","TopsTexOnepieceBoxNFlapper1",7886.0,"H3hC6MxWukFGZWzi5"
"flapper dress","Black","No","2600",650.0,"Black","Black","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","party; theatrical","Yes","For sale","Box","N","TopsTexOnepieceBoxNFlapper2",7887.0,"HDk9pK96KX7crJuqp"
"flapper dress","Pink","No","2600",650.0,"Pink","Pink","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","party; theatrical","Yes","For sale","Box","N","TopsTexOnepieceBoxNFlapper3",7888.0,"7KxXuzxH9aceiddT3"
"flapper dress","Green","No","2600",650.0,"Green","Green","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","party; theatrical","Yes","For sale","Box","N","TopsTexOnepieceBoxNFlapper4",7889.0,"CcejPLYaiJDm59bhB"
"flashy kimono","Green","No","4800",1200.0,"Green","Black","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","party; theatrical","Yes","For sale","Kimono","L","TopsTexOnepieceKimonoLGaudy0",5797.0,"44Zvk7HPSDdCLp2d3"
"flashy kimono","Red","No","4800",1200.0,"Red","Black","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","party; theatrical","Yes","For sale","Kimono","L","TopsTexOnepieceKimonoLGaudy1",8991.0,"hecLeGGapRihnEc8X"
"flashy kimono","Gold","No","4800",1200.0,"Yellow","Black","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","party; theatrical","Yes","For sale","Kimono","L","TopsTexOnepieceKimonoLGaudy2",8992.0,"XAXkepvFgDNJWYxfu"
"flashy kimono","Blue","No","4800",1200.0,"Blue","Black","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","party; theatrical","Yes","For sale","Kimono","L","TopsTexOnepieceKimonoLGaudy3",8993.0,"N2pdNP6AzfGorWnZ6"
"flashy kimono","White","No","4800",1200.0,"White","Black","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","party; theatrical","Yes","For sale","Kimono","L","TopsTexOnepieceKimonoLGaudy4",8994.0,"GKZmsDFvH972W6ShZ"
"flashy kimono","Fuchsia","No","4800",1200.0,"Purple","Black","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Gorgeous","party; theatrical","Yes","For sale","Kimono","L","TopsTexOnepieceKimonoLGaudy5",8995.0,"3GSNwCFwHAS3hETE8"
"fleece pj's","Pink","No","1800",450.0,"Pink","Pink","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Winter","Yes","1.0.0","Cute","fairy tale; comfy","Yes","For sale","Overall","L","TopsTexOnepieceOverallLFleecepajama0",4359.0,"SDcvQXoFd7ZSdSzah"
"fleece pj's","Beige","No","1800",450.0,"Beige","Pink","1x1","Able Sisters","Available from either Mable's temporary shop or Able Sisters shop","Winter","No","1.0.0","Cute","fairy tale; comfy","Yes","For sale","Overall","L","TopsTexOnepieceOverallLFleecepajama1",7827.0,"QwpbJ4YJHjrg2FQGk"
"flight-crew uniform","Navy blue","No","2800",700.0,"Blue","Red","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Elegant","formal; work","Yes","For sale","Box","L","TopsTexOnepieceBoxLAttendant0",3475.0,"y4WcwTNXiLaXdRxwC"
"flight-crew uniform","Black","No","2800",700.0,"Black","Blue","1x1","Able Sisters","Available from Able Sisters shop only","All Year","No","1.0.0","Elegant","formal; work","Yes","For sale","Box","L","TopsTexOnepieceBoxLAttendant1",8112.0,"cnZgxbGFds5k3bZ2L"
