"name","variation","body_title","pattern","pattern_title","diy","body_customize","pattern_customize","kit_cost","buy","sell","color_1","color_2","size","source","source_notes","version","hha_concept_1","hha_concept_2","hha_series","hha_set","interact","tag","outdoor","speaker_type","lighting_type","catalog","filename","variant_id","internal_id","unique_entry_id"
"fax machine","Red","NA","Written note","Printout","No","No","Yes","1","1500",375.0,"Red","White","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","office","None","None","None","Yes","Office","No","Does not play music","No lighting","For sale","FtrFax_Remake_1_3","1_3",4101.0,"KbQ4ktEye6gNqExaW"
"fax machine","Brown","NA","Document","Printout","No","No","Yes","1","1500",375.0,"Brown","White","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","office","None","None","None","Yes","Office","No","Does not play music","No lighting","For sale","FtrFax_Remake_2_0","2_0",4101.0,"FqZeWSFLYggF25fep"
"fax machine","Brown","NA","Graph","Printout","No","No","Yes","1","1500",375.0,"Brown","White","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","office","None","None","None","Yes","Office","No","Does not play music","No lighting","For sale","FtrFax_Remake_2_1","2_1",4101.0,"3TBCepRr5MRe8pJPE"
"fax machine","Brown","NA","Illustration","Printout","No","No","Yes","1","1500",375.0,"Brown","White","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","office","None","None","None","Yes","Office","No","Does not play music","No lighting","For sale","FtrFax_Remake_2_2","2_2",4101.0,"5dkX95fpN3W9m7E82"
"fax machine","Brown","NA","Written note","Printout","No","No","Yes","1","1500",375.0,"Brown","White","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","office","None","None","None","Yes","Office","No","Does not play music","No lighting","For sale","FtrFax_Remake_2_3","2_3",4101.0,"muJxaBZ9XaWFRAwXq"
"fax machine","Black","NA","Document","Printout","No","No","Yes","1","1500",375.0,"Black","White","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","office","None","None","None","Yes","Office","No","Does not play music","No lighting","For sale","FtrFax_Remake_3_0","3_0",4101.0,"AQSnZP7Dr9uKgbQ6C"
"fax machine","Black","NA","Graph","Printout","No","No","Yes","1","1500",375.0,"Black","White","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","office","None","None","None","Yes","Office","No","Does not play music","No lighting","For sale","FtrFax_Remake_3_1","3_1",4101.0,"YjGrgsiXYgKReGghp"
"fax machine","Black","NA","Illustration","Printout","No","No","Yes","1","1500",375.0,"Black","White","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","office","None","None","None","Yes","Office","No","Does not play music","No lighting","For sale","FtrFax_Remake_3_2","3_2",4101.0,"2QbJboGiyCpgMAyxv"
"fax machine","Black","NA","Written note","Printout","No","No","Yes","1","1500",375.0,"Black","White","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","office","None","None","None","Yes","Office","No","Does not play music","No lighting","For sale","FtrFax_Remake_3_3","3_3",4101.0,"wvzjRvDG2fBhWAdes"
"festive top set","NA","NA","NA","NA","Yes","No","No","NA","NFS",320.0,"Colorful","Red","1x1","Crafting",,"1.0.0","party","fancy","festive","None","No","Toy","No","Does not play music","No lighting","Not for sale","FtrFestivaltop","NA",12230.0,"8mSCcvhqPaMExrTvb"
"film projector","NA","NA","NA","NA","No","No","No","NA","2400",600.0,"Black","Black","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","facility","None","None","None","Yes","Facility Decor","No","Does not play music","Spotlight","For sale","FtrProjector","NA",3963.0,"jBN7k6HbEvByJpiWT"
"firefly model","NA","NA","NA","NA","No","No","No","NA","NFS",900.0,"Black","Black","1x1","Flick","Trade 3 insects to receive a model in the mail the next day","1.0.0","None","None","None","None","No","Insect","No","Does not play music","No lighting","Not for sale","FtrInsectHotaruToy","NA",7065.0,"GYJXuPEWAsEc2Bzt6"
"firewood","NA","NA","NA","NA","Yes","No","No","NA","NFS",960.0,"Brown","Beige","1x1","Crafting",,"1.0.0","garage","garden","None","None","No","Plants","Yes","Does not play music","No lighting","Not for sale","FtrFirewood","NA",5970.0,"qm8zDyK9mtsNpFudJ"
"flea model","NA","NA","NA","NA","No","No","No","NA","NFS",210.0,"Brown","Brown","1x1","Flick","Trade 3 insects to receive a model in the mail the next day","1.0.0","None","None","None","None","No","Insect","No","Does not play music","No lighting","Not for sale","FtrInsectNomiToy","NA",5935.0,"GztqYCmFnd7XMvNrc"
"floating-biotope planter","Brown","NA","NA","NA","No","No","No","NA","1600",400.0,"Brown","Green","1x1","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","living room","garden","None","None","No","Plants","Yes","Does not play music","No lighting","For sale","FtrBiotope_Remake_0_0","0_0",4094.0,"jvheZyGuYB9KzbWo9"
"floating-biotope planter","Artistic","NA","NA","NA","No","No","No","NA","1600",400.0,"Blue","Green","1x1","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","living room","garden","None","None","No","Plants","Yes","Does not play music","No lighting","For sale","FtrBiotope_Remake_1_0","1_0",4094.0,"5jS6TqHYJdhqqeDoF"
"floating-biotope planter","White","NA","NA","NA","No","No","No","NA","1600",400.0,"White","Green","1x1","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","living room","garden","None","None","No","Plants","Yes","Does not play music","No lighting","For sale","FtrBiotope_Remake_2_0","2_0",4094.0,"TnAn9vhCLp6m5aRgw"
"floating-biotope planter","Black","NA","NA","NA","No","No","No","NA","1600",400.0,"Black","Green","1x1","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","living room","garden","None","None","No","Plants","Yes","Does not play music","No lighting","For sale","FtrBiotope_Remake_3_0","3_0",4094.0,"9WMnssWNzgGcM5F8b"
"floor sign","Warning","NA","NA","NA","No","No","No","NA","890",222.0,"Yellow","Red","1x1","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","garage","facility","None","None","No","Vehicle","No","Does not play music","No lighting","For sale","FtrSafetycone_Remake_0_0","0_0",7260.0,"A2vgmqLg6DE7MJPLJ"
"floor sign","Stop","NA","NA","NA","No","No","No","NA","890",222.0,"Yellow","Red","1x1","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","garage","facility","None","None","No","Vehicle","No","Does not play music","No lighting","For sale","FtrSafetycone_Remake_1_0","1_0",7260.0,"YyZcBdjBgdGCNANXu"
"floor sign","No Entry","NA","NA","NA","No","No","No","NA","890",222.0,"Yellow","Red","1x1","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","garage","facility","None","None","No","Vehicle","No","Does not play music","No lighting","For sale","FtrSafetycone_Remake_2_0","2_0",7260.0,"JhrXxgq9Lv8NsDQ7T"
"floor sign","Slippery","NA","NA","NA","No","No","No","NA","890",222.0,"Yellow","Red","1x1","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","garage","facility","None","None","No","Vehicle","No","Does not play music","No lighting","For sale","FtrSafetycone_Remake_3_0","3_0",7260.0,"T43X5danNp9qeD5yJ"
"floor sign","No Parking","NA","NA","NA","No","No","No","NA","890",222.0,"Yellow","Red","1x1","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","garage","facility","None","None","No","Vehicle","No","Does not play music","No lighting","For sale","FtrSafetycone_Remake_4_0","4_0",7260.0,"EKduwBLWZoBofyAGX"
"fly model","NA","NA","NA","NA","No","No","No","NA","NFS",180.0,"Black","Black","1x1","Flick","Trade 3 insects to receive a model in the mail the next day","1.0.0","None","None","None","None","No","Insect","No","Does not play music","No lighting","Not for sale","FtrInsectHaeToy","NA",7060.0,"g3FdrKRuwECfsnmdj"
"football","NA","NA","NA","NA","No","No","No","NA","400",100.0,"Orange","White","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","fitness","school","None","None","No","Sports","Yes","Does not play music","No lighting","For sale","FtrFootball","NA",4381.0,"F39nbERtmDPBgMpRG"
"football fish model","NA","NA","NA","NA","No","No","No","NA","NFS",7500.0,"Black","Black","1x1","C.J.","Trade 3 fish to receive a model in the mail the next day","1.0.0","None","None","None","None","No","Fish","No","Does not play music","No lighting","Not for sale","FtrFishChouchinankouToy","NA",6940.0,"PL2Bd4M6nPhpMkGzQ"
"fortune-telling set","Purple","NA","NA","NA","No","No","No","NA","1000",250.0,"Light blue","Purple","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","child's room","horror","None","None","Yes","Study","No","Does not play music","Candle","For sale","FtrPsychicset_Remake_0_0","0_0",3961.0,"Cw4hpudQ7vw9FmtJt"
"fortune-telling set","Black","NA","NA","NA","No","No","No","NA","1000",250.0,"Purple","Black","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","child's room","horror","None","None","Yes","Study","No","Does not play music","Candle","For sale","FtrPsychicset_Remake_1_0","1_0",3961.0,"ZtH8i8DRS3Gyz8d7C"
"fragrance diffuser","White","NA","NA","NA","No","No","No","NA","1400",350.0,"White","Beige","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","living room","None","None","None","Yes","Beauty","No","Does not play music","Emission","For sale","FtrAromadiffuser_Remake_0_0","0_0",8418.0,"euKnSzN4P9dg7unmJ"
"fragrance diffuser","Yellow","NA","NA","NA","No","No","No","NA","1400",350.0,"Yellow","Brown","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","living room","None","None","None","Yes","Beauty","No","Does not play music","Emission","For sale","FtrAromadiffuser_Remake_1_0","1_0",8418.0,"2b4iGtMyBGXtCoL7x"
"fragrance diffuser","Pink","NA","NA","NA","No","No","No","NA","1400",350.0,"Pink","Pink","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","living room","None","None","None","Yes","Beauty","No","Does not play music","Emission","For sale","FtrAromadiffuser_Remake_2_0","2_0",8418.0,"aGKrqCc9kFZfWeTGo"
"fragrance diffuser","Green","NA","NA","NA","No","No","No","NA","1400",350.0,"Green","Green","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","living room","None","None","None","Yes","Beauty","No","Does not play music","Emission","For sale","FtrAromadiffuser_Remake_3_0","3_0",8418.0,"BJDqWwkaiMnvsJJQB"
"fragrance diffuser","Blue","NA","NA","NA","No","No","No","NA","1400",350.0,"Light blue","Black","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","living room","None","None","None","Yes","Beauty","No","Does not play music","Emission","For sale","FtrAromadiffuser_Remake_4_0","4_0",8418.0,"mv4eyqRCrFxheYZZt"
"fragrance sticks","Green","NA","NA","NA","No","No","No","NA","830",207.0,"Green","Beige","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","living room","fancy","None","None","No","Beauty","No","Does not play music","No lighting","For sale","FtrAromastick_Remake_0_0","0_0",10244.0,"xca92BweE2PtqWgH8"
"fragrance sticks","Blue","NA","NA","NA","No","No","No","NA","830",207.0,"Blue","Beige","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","living room","fancy","None","None","No","Beauty","No","Does not play music","No lighting","For sale","FtrAromastick_Remake_1_0","1_0",10244.0,"BpkEQprys4uCCvir4"
"fragrance sticks","Brown","NA","NA","NA","No","No","No","NA","830",207.0,"Brown","Beige","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","living room","fancy","None","None","No","Beauty","No","Does not play music","No lighting","For sale","FtrAromastick_Remake_2_0","2_0",10244.0,"XdsGKgynvoBRXsM7o"
"fragrance sticks","Black","NA","NA","NA","No","No","No","NA","830",207.0,"Gray","Beige","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","living room","fancy","None","None","No","Beauty","No","Does not play music","No lighting","For sale","FtrAromastick_Remake_3_0","3_0",10244.0,"yC5pX4sLqiJ3pHSY5"
"freshwater goby model","NA","NA","NA","NA","No","No","No","NA","NFS",1200.0,"Brown","Black","1x1","C.J.","Trade 3 fish to receive a model in the mail the next day","1.0.0","None","None","None","None","No","Fish","No","Does not play music","No lighting","Not for sale","FtrFishDonkoToy","NA",6946.0,"sthyBRzzRb88wKaJp"
"frog model","NA","NA","NA","NA","No","No","No","NA","NFS",360.0,"Green","Black","1x1","C.J.","Trade 3 fish to receive a model in the mail the next day","1.0.0","None","None","None","None","No","Fish","No","Does not play music","No lighting","Not for sale","FtrFishKaeruToy","NA",6962.0,"Tz6CS8ZK8W732hR7f"
"frozen-treat set","Soda","Flavor","NA","NA","Yes","Yes","No","7","NFS",5400.0,"Light blue","Beige","1x1","Crafting",,"1.0.0","freezing cold","child's room","frozen","None","No","Dining","No","Does not play music","No lighting","Not for sale","FtrIceCandy_Remake_0_0","0_0",4279.0,"FG2vLN2oj9HiWoWXd"
"frozen-treat set","Vanilla & chocolate","Flavor","NA","NA","Yes","Yes","No","7","NFS",5400.0,"Light blue","Beige","1x1","Crafting",,"1.0.0","freezing cold","child's room","frozen","None","No","Dining","No","Does not play music","No lighting","Not for sale","FtrIceCandy_Remake_1_0","1_0",4279.0,"Z5EyNz6nocjXv2XvA"
"frozen-treat set","Citrus","Flavor","NA","NA","Yes","Yes","No","7","NFS",5400.0,"Light blue","Yellow","1x1","Crafting",,"1.0.0","freezing cold","child's room","frozen","None","No","Dining","No","Does not play music","No lighting","Not for sale","FtrIceCandy_Remake_2_0","2_0",4279.0,"XWLsP5Lc7c3q6Wozj"
"frozen-treat set","Berry","Flavor","NA","NA","Yes","Yes","No","7","NFS",5400.0,"Light blue","Colorful","1x1","Crafting",,"1.0.0","freezing cold","child's room","frozen","None","No","Dining","No","Does not play music","No lighting","Not for sale","FtrIceCandy_Remake_3_0","3_0",4279.0,"XBAQZaxMwKAgCdB4C"
"frozen-treat set","Kiwifruit","Flavor","NA","NA","Yes","Yes","No","7","NFS",5400.0,"Light blue","Colorful","1x1","Crafting",,"1.0.0","freezing cold","child's room","frozen","None","No","Dining","No","Does not play music","No lighting","Not for sale","FtrIceCandy_Remake_4_0","4_0",4279.0,"cPhYTDwELkCjs4xDR"
"frozen-treat set","Chocolate mint","Flavor","NA","NA","Yes","Yes","No","7","NFS",5400.0,"Light blue","Colorful","1x1","Crafting",,"1.0.0","freezing cold","child's room","frozen","None","No","Dining","No","Does not play music","No lighting","Not for sale","FtrIceCandy_Remake_5_0","5_0",4279.0,"M57ZMFGPHTd8bPBzG"
"fruit basket","NA","NA","NA","NA","Yes","No","No","NA","NFS",1000.0,"Colorful","Beige","1x1","Crafting",,"1.0.0","kitchen","fancy","fruits","None","No","Dining","No","Does not play music","No lighting","Not for sale","FtrFruitbasket","NA",975.0,"kXfaPGQuYZc7irSfg"
"frying pan","Empty","Dish","NA","NA","Yes","Yes","No","2","NFS",1500.0,"Black","Black","1x1","Crafting",,"1.0.0","kitchen","shop","None","None","No","Kitchen Things","No","Does not play music","No lighting","Not for sale","FtrPan_Remake_0_0","0_0",4104.0,"LApWF9jMSkGhzYSM4"
"frying pan","Veggie sauté","Dish","NA","NA","Yes","Yes","No","2","NFS",1500.0,"Black","Green","1x1","Crafting",,"1.0.0","kitchen","shop","None","None","No","Kitchen Things","No","Does not play music","No lighting","Not for sale","FtrPan_Remake_1_0","1_0",4104.0,"tkhbjn3JRNwzEMxvz"
"frying pan","Pasta","Dish","NA","NA","Yes","Yes","No","2","NFS",1500.0,"Black","Beige","1x1","Crafting",,"1.0.0","kitchen","shop","None","None","No","Kitchen Things","No","Does not play music","No lighting","Not for sale","FtrPan_Remake_2_0","2_0",4104.0,"F3JswDrx4C8Yc4zMT"
"frying pan","Ratatouille","Dish","NA","NA","Yes","Yes","No","2","NFS",1500.0,"Black","Red","1x1","Crafting",,"1.0.0","kitchen","shop","None","None","No","Kitchen Things","No","Does not play music","No lighting","Not for sale","FtrPan_Remake_3_0","3_0",4104.0,"pZBKddR3fRJ5GiHMW"
"frying pan","Pizza","Dish","NA","NA","Yes","Yes","No","2","NFS",1500.0,"Black","Yellow","1x1","Crafting",,"1.0.0","kitchen","shop","None","None","No","Kitchen Things","No","Does not play music","No lighting","Not for sale","FtrPan_Remake_4_0","4_0",4104.0,"cge27swzWLHnpckWZ"
"frying pan","Failed attempt","Dish","NA","NA","Yes","Yes","No","2","NFS",1500.0,"Black","Brown","1x1","Crafting",,"1.0.0","kitchen","shop","None","None","No","Kitchen Things","No","Does not play music","No lighting","Not for sale","FtrPan_Remake_5_0","5_0",4104.0,"PcAkaqMBPBmdpWicT"
"gar model","NA","NA","NA","NA","No","No","No","NA","NFS",18000.0,"Brown","Black","1x1","C.J.","Trade 3 fish to receive a model in the mail the next day","1.0.0","None","None","None","None","No","Fish","No","Does not play music","No lighting","Not for sale","FtrFishGaToy","NA",6952.0,"yZcnMvZ4rLrCkYtaM"
"garden gnome","Sprightly gnome","NA","NA","NA","No","No","No","NA","1900",475.0,"Red","Blue","1x1","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","garden","None","None","None","No","Seasonal Decor","Yes","Does not play music","No lighting","For sale","FtrDwarf_Remake_0_0","0_0",1624.0,"MiwLvDynsLybmusCX"
"garden gnome","Sleepy gnome","NA","NA","NA","No","No","No","NA","1900",475.0,"Purple","Yellow","1x1","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","garden","None","None","None","No","Seasonal Decor","Yes","Does not play music","No lighting","For sale","FtrDwarf_Remake_1_0","1_0",1624.0,"xQAE8W2mxYX8Jma6P"
"garden gnome","Surprised gnome","NA","NA","NA","No","No","No","NA","1900",475.0,"Yellow","Light blue","1x1","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","garden","None","None","None","No","Seasonal Decor","Yes","Does not play music","No lighting","For sale","FtrDwarf_Remake_2_0","2_0",1624.0,"auyR26CLFZgXvgMc7"
"garden gnome","Reliable gnome","NA","NA","NA","No","No","No","NA","1900",475.0,"Blue","Brown","1x1","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","garden","None","None","None","No","Seasonal Decor","Yes","Does not play music","No lighting","For sale","FtrDwarf_Remake_3_0","3_0",1624.0,"Qi2yzvmvBNjwynKiq"
"garden gnome","Hungry gnome","NA","NA","NA","No","No","No","NA","1900",475.0,"Orange","Green","1x1","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","garden","None","None","None","No","Seasonal Decor","Yes","Does not play music","No lighting","For sale","FtrDwarf_Remake_4_0","4_0",1624.0,"cNCLkTnhfAZuPxZqE"
"garden gnome","Laid-back gnome","NA","NA","NA","No","No","No","NA","1900",475.0,"Green","Yellow","1x1","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","garden","None","None","None","No","Seasonal Decor","Yes","Does not play music","No lighting","For sale","FtrDwarf_Remake_5_0","5_0",1624.0,"WrhfLBQ4eZrZTG4Ne"
"garden gnome","Passionate gnome","NA","NA","NA","No","No","No","NA","1900",475.0,"Red","Red","1x1","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","garden","None","None","None","No","Seasonal Decor","Yes","Does not play music","No lighting","For sale","FtrDwarf_Remake_6_0","6_0",1624.0,"CNwGvvs9ziAH2Awqr"
"garden gnome","Rebel gnome","NA","NA","NA","No","No","No","NA","1900",475.0,"Black","Black","1x1","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","garden","None","None","None","No","Seasonal Decor","Yes","Does not play music","No lighting","For sale","FtrDwarf_Remake_7_0","7_0",1624.0,"GwqB5qwGDojfR3tYb"
"giant cicada model","NA","NA","NA","NA","No","No","No","NA","NFS",1500.0,"Black","Black","1x1","Flick","Trade 3 insects to receive a model in the mail the next day","1.0.0","None","None","None","None","No","Insect","No","Does not play music","No lighting","Not for sale","FtrInsectKumazemiToy","NA",7078.0,"csWeNvuAACukANCpJ"
"giant snakehead model","NA","NA","NA","NA","No","No","No","NA","NFS",16500.0,"Black","Black","1x1","C.J.","Trade 3 fish to receive a model in the mail the next day","1.0.0","None","None","None","None","No","Fish","No","Does not play music","No lighting","Not for sale","FtrFishRaigyoToy","NA",7007.0,"ALQi2XP5o5qS3T8iD"
"giant stag model","NA","NA","NA","NA","No","No","No","NA","NFS",30000.0,"Black","Black","1x1","Flick","Trade 3 insects to receive a model in the mail the next day","1.0.0","None","None","None","None","No","Insect","No","Does not play music","No lighting","Not for sale","FtrInsectOhkuwagataToy","NA",7092.0,"ZPfLEXuewDf2Qz3XT"
"giant trevally model","NA","NA","NA","NA","No","No","No","NA","NFS",13500.0,"Black","Black","1x1","C.J.","Trade 3 fish to receive a model in the mail the next day","1.0.0","None","None","None","None","No","Fish","No","Does not play music","No lighting","Not for sale","FtrFishRouninajiToy","NA",7010.0,"6rSAibAwAapbojLLt"
"giant water bug model","NA","NA","NA","NA","No","No","No","NA","NFS",6000.0,"Brown","Brown","1x1","Flick","Trade 3 insects to receive a model in the mail the next day","1.0.0","None","None","None","None","No","Insect","No","Does not play music","No lighting","Not for sale","FtrInsectTagameToy","NA",7120.0,"t55oQ6tNKwXtfn2Ds"
"glass holder with candle","White","NA","NA","NA","No","No","No","NA","350",87.0,"White","White","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","living room","None","None","None","Yes","Lamp","No","Does not play music","Candle","For sale","FtrGlasscandle_Remake_0_0","0_0",4230.0,"KruL9J4s7hGbW3bTM"
"glass holder with candle","Red","NA","NA","NA","No","No","No","NA","350",87.0,"Red","Red","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","living room","None","None","None","Yes","Lamp","No","Does not play music","Candle","For sale","FtrGlasscandle_Remake_1_0","1_0",4230.0,"MpMxpvzknSn9DMQQg"
"glass holder with candle","Pink","NA","NA","NA","No","No","No","NA","350",87.0,"Pink","Pink","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","living room","None","None","None","Yes","Lamp","No","Does not play music","Candle","For sale","FtrGlasscandle_Remake_2_0","2_0",4230.0,"ChhWGgfgL5TBS28WC"
"glass holder with candle","Green","NA","NA","NA","No","No","No","NA","350",87.0,"Green","Green","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","living room","None","None","None","Yes","Lamp","No","Does not play music","Candle","For sale","FtrGlasscandle_Remake_3_0","3_0",4230.0,"p6uZYxj86LqwRSkcB"
"glass holder with candle","Blue","NA","NA","NA","No","No","No","NA","350",87.0,"Blue","Blue","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","living room","None","None","None","Yes","Lamp","No","Does not play music","Candle","For sale","FtrGlasscandle_Remake_4_0","4_0",4230.0,"qWMCLJ24Mro8y6eZK"
"glass holder with candle","Purple","NA","NA","NA","No","No","No","NA","350",87.0,"Purple","Purple","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","living room","None","None","None","Yes","Lamp","No","Does not play music","Candle","For sale","FtrGlasscandle_Remake_5_0","5_0",4230.0,"okLbbWAAwHD3nrJyT"
"globe","Standard","NA","NA","NA","No","No","No","NA","1800",450.0,"Light blue","Orange","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","child's room","school","None","None","Yes","Space","No","Does not play music","No lighting","For sale","FtrGlobe_Remake_0_0","0_0",1411.0,"9gnayEE94Mkxrymdz"
"globe","Sepia","NA","NA","NA","No","No","No","NA","1800",450.0,"Yellow","Brown","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","child's room","school","None","None","Yes","Space","No","Does not play music","No lighting","For sale","FtrGlobe_Remake_1_0","1_0",1411.0,"3a5KPSQKgtJ7hzeqT"
"globe","Cool","NA","NA","NA","No","No","No","NA","1800",450.0,"Blue","Black","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","child's room","school","None","None","Yes","Space","No","Does not play music","No lighting","For sale","FtrGlobe_Remake_2_0","2_0",1411.0,"LK92o5bBeHinkwHER"
"gold bars","NA","NA","NA","NA","Yes","No","No","NA","NFS",30000.0,"Yellow","Yellow","1x1","Crafting",,"1.0.0","expensive","None","golden","None","No","Museum","No","Does not play music","No lighting","Not for sale","FtrGoldbar","NA",3065.0,"SgyEnz4xTyw4NmzBP"
"gold bug trophy","NA","NA","NA","NA","No","No","No","NA","NFS",450.0,"Yellow","Brown","1x1","Bug-Off",,"1.0.0","expensive","None","None","None","No","Museum","No","Does not play music","No lighting","Not for sale","FtrTrophyInsectGold","NA",1203.0,"vm8GXJudK4M2JzovT"
"gold fish trophy","NA","NA","NA","NA","No","No","No","NA","NFS",450.0,"Yellow","Brown","1x1","Fishing Tourney",,"1.0.0","expensive","None","None","None","No","Museum","No","Does not play music","No lighting","Not for sale","FtrTrophyFishGold","NA",1200.0,"SczqYHeEfucim4Rd9"
"gold HHA trophy","NA","NA","NA","NA","No","No","No","NA","NFS",450.0,"Yellow","Brown","1x1","HHA",,"1.0.0","expensive","None","None","None","No","Museum","No","Does not play music","No lighting","Not for sale","FtrTrophyHhaGold","NA",7032.0,"T6L8asaBjQsADwqp4"
"golden arowana model","NA","NA","NA","NA","Yes","No","No","NA","NFS",30000.0,"Yellow","Brown","1x1","Crafting",,"1.0.0","ocean","facility","None","None","No","Special Fish","No","Does not play music","No lighting","Not for sale","FtrFishArowanaGold","NA",11260.0,"RzTpus94F9x6F9uyC"
"golden candlestick","NA","NA","NA","NA","Yes","No","No","NA","NFS",20000.0,"Yellow","Yellow","1x1","Crafting",,"1.0.0","expensive","horror","golden","None","Yes","Lamp","No","Does not play music","Candle","Not for sale","FtrGoldCandlestand","NA",3772.0,"cLcnEbXNX7wDiw73J"
"golden dishes","NA","NA","NA","NA","Yes","No","No","NA","NFS",10000.0,"Yellow","Red","1x1","Crafting",,"1.0.0","kitchen","expensive","golden","None","No","Dining","No","Does not play music","No lighting","Not for sale","FtrGoldDishes","NA",3810.0,"oh535yTt29PAWcxAT"
"golden dung beetle","NA","NA","NA","NA","Yes","No","No","NA","NFS",30000.0,"Yellow","Yellow","1x1","Crafting",,"1.0.0","expensive","None","None","None","No","Insect","No","Does not play music","No lighting","Not for sale","FtrInsectKabutomushiGold","NA",5941.0,"jCAeGfE9EY6JjSjmy"
"golden stag model","NA","NA","NA","NA","No","No","No","NA","NFS",36000.0,"Black","Yellow","1x1","Flick","Trade 3 insects to receive a model in the mail the next day","1.0.0","None","None","None","None","No","Insect","No","Does not play music","No lighting","Not for sale","FtrInsectOugononikuwagataToy","NA",7093.0,"fcMjx9bmpbFC7AsvX"
"golden trout model","NA","NA","NA","NA","No","No","No","NA","NFS",45000.0,"Brown","Black","1x1","C.J.","Trade 3 fish to receive a model in the mail the next day","1.0.0","None","None","None","None","No","Fish","No","Does not play music","No lighting","Not for sale","FtrFishGoldenTorautoToy","NA",6953.0,"MipMdXDNHfYrr3bLu"
"goldfish model","NA","NA","NA","NA","No","No","No","NA","NFS",3900.0,"Red","Black","1x1","C.J.","Trade 3 fish to receive a model in the mail the next day","1.0.0","None","None","None","None","No","Fish","No","Does not play music","No lighting","Not for sale","FtrFishKingyoToy","NA",6930.0,"mRn4RGS8sYrzgrAqr"
