"name","variation","body_title","diy","customize","kit_cost","uses","stack_size","buy","sell","color_1","color_2","size","set","miles_price","source","source_notes","version","filename","variant_id","internal_id","unique_entry_id"
"outdoorsy fishing rod","Red","Color","No","Yes","1","30",1.0,"2500",625.0,"None","None","1x1","Outdoor Tools","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only)","1.0.0","ToolFishingrodOutdoor_Remake_3_0","3_0",8473.0,"BJAg7c5HmD6LncCCj"
"outdoorsy fishing rod","Beige","Color","No","Yes","1","30",1.0,"2500",625.0,"None","None","1x1","Outdoor Tools","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only)","1.0.0","ToolFishingrodOutdoor_Remake_4_0","4_0",8473.0,"DZwxGwf6DY8ucEKwP"
"outdoorsy fishing rod","Pink","Color","No","Yes","1","30",1.0,"2500",625.0,"None","None","1x1","Outdoor Tools","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only)","1.0.0","ToolFishingrodOutdoor_Remake_5_0","5_0",8473.0,"sGPYWwozfBgoi62fk"
"outdoorsy fishing rod","Yellow","Color","No","Yes","1","30",1.0,"2500",625.0,"None","None","1x1","Outdoor Tools","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only)","1.0.0","ToolFishingrodOutdoor_Remake_6_0","6_0",8473.0,"3M7FJL2qfL5iAZvxn"
"outdoorsy fishing rod","Black","Color","No","Yes","1","30",1.0,"2500",625.0,"None","None","1x1","Outdoor Tools","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only)","1.0.0","ToolFishingrodOutdoor_Remake_7_0","7_0",8473.0,"JdGkE9Mf9mXN3jXj5"
"outdoorsy net","Avocado","Color","No","Yes","1","30",1.0,"2500",625.0,"None","None","1x1","Outdoor Tools","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only)","1.0.0","ToolNetOutdoor_Remake_0_0","0_0",8178.0,"v8G8jriZ3R47Y5CTA"
"outdoorsy net","Orange","Color","No","Yes","1","30",1.0,"2500",625.0,"None","None","1x1","Outdoor Tools","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only)","1.0.0","ToolNetOutdoor_Remake_1_0","1_0",8178.0,"SeeobMqj2fMCHFRR5"
"outdoorsy net","Light blue","Color","No","Yes","1","30",1.0,"2500",625.0,"None","None","1x1","Outdoor Tools","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only)","1.0.0","ToolNetOutdoor_Remake_2_0","2_0",8178.0,"dDuDFS3Q87rSEvYGA"
"outdoorsy net","Red","Color","No","Yes","1","30",1.0,"2500",625.0,"None","None","1x1","Outdoor Tools","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only)","1.0.0","ToolNetOutdoor_Remake_3_0","3_0",8178.0,"bhFAvdtCDNFuaL7tp"
"outdoorsy net","Beige","Color","No","Yes","1","30",1.0,"2500",625.0,"None","None","1x1","Outdoor Tools","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only)","1.0.0","ToolNetOutdoor_Remake_4_0","4_0",8178.0,"cdXFG76YRzMhcBKvE"
"outdoorsy net","Pink","Color","No","Yes","1","30",1.0,"2500",625.0,"None","None","1x1","Outdoor Tools","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only)","1.0.0","ToolNetOutdoor_Remake_5_0","5_0",8178.0,"mRjtY48TEQkJaiYqv"
"outdoorsy net","Yellow","Color","No","Yes","1","30",1.0,"2500",625.0,"None","None","1x1","Outdoor Tools","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only)","1.0.0","ToolNetOutdoor_Remake_6_0","6_0",8178.0,"qJWCYusFziCAZowwo"
"outdoorsy net","Black","Color","No","Yes","1","30",1.0,"2500",625.0,"None","None","1x1","Outdoor Tools","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only)","1.0.0","ToolNetOutdoor_Remake_7_0","7_0",8178.0,"v4vzaPQkSf4PHpjnC"
"outdoorsy shovel","Avocado","Color","No","Yes","1","100",1.0,"2500",625.0,"None","None","1x1","Outdoor Tools","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only)","1.0.0","ToolScoopOutdoor_Remake_0_0","0_0",8575.0,"Je4oQvJHrridANtwW"
"outdoorsy shovel","Orange","Color","No","Yes","1","100",1.0,"2500",625.0,"None","None","1x1","Outdoor Tools","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only)","1.0.0","ToolScoopOutdoor_Remake_1_0","1_0",8575.0,"Qkuxh7aBzEEcgXX3g"
"outdoorsy shovel","Light blue","Color","No","Yes","1","100",1.0,"2500",625.0,"None","None","1x1","Outdoor Tools","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only)","1.0.0","ToolScoopOutdoor_Remake_2_0","2_0",8575.0,"PhHgvEkW3oiFvhWuk"
"outdoorsy shovel","Red","Color","No","Yes","1","100",1.0,"2500",625.0,"None","None","1x1","Outdoor Tools","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only)","1.0.0","ToolScoopOutdoor_Remake_3_0","3_0",8575.0,"6cvhBz44Z4BAxt8AX"
"outdoorsy shovel","Beige","Color","No","Yes","1","100",1.0,"2500",625.0,"None","None","1x1","Outdoor Tools","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only)","1.0.0","ToolScoopOutdoor_Remake_4_0","4_0",8575.0,"R2WDYoFbBG2hWfFtf"
"outdoorsy shovel","Pink","Color","No","Yes","1","100",1.0,"2500",625.0,"None","None","1x1","Outdoor Tools","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only)","1.0.0","ToolScoopOutdoor_Remake_5_0","5_0",8575.0,"RKjgnpJYtFKZgKDRk"
"outdoorsy shovel","Yellow","Color","No","Yes","1","100",1.0,"2500",625.0,"None","None","1x1","Outdoor Tools","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only)","1.0.0","ToolScoopOutdoor_Remake_6_0","6_0",8575.0,"ccQGhqapinP7FiXPJ"
"outdoorsy shovel","Black","Color","No","Yes","1","100",1.0,"2500",625.0,"None","None","1x1","Outdoor Tools","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only)","1.0.0","ToolScoopOutdoor_Remake_7_0","7_0",8575.0,"e8xYribiE3L9zbeNz"
"outdoorsy slingshot","Avocado","Color","No","Yes","1","20",1.0,"2500",625.0,"None","None","1x1","Outdoor Tools","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only)","1.0.0","ToolSlingshotOutdoor_Remake_0_0","0_0",8579.0,"qJkGDgJtD9cQye8oD"
"outdoorsy slingshot","Orange","Color","No","Yes","1","20",1.0,"2500",625.0,"None","None","1x1","Outdoor Tools","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only)","1.0.0","ToolSlingshotOutdoor_Remake_1_0","1_0",8579.0,"AGkd53Dzoh7p5R5ef"
"outdoorsy slingshot","Light blue","Color","No","Yes","1","20",1.0,"2500",625.0,"None","None","1x1","Outdoor Tools","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only)","1.0.0","ToolSlingshotOutdoor_Remake_2_0","2_0",8579.0,"coBFkGLRCML7SdfZb"
"outdoorsy slingshot","Red","Color","No","Yes","1","20",1.0,"2500",625.0,"None","None","1x1","Outdoor Tools","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only)","1.0.0","ToolSlingshotOutdoor_Remake_3_0","3_0",8579.0,"ekLvFR39DuH4SdSgB"
"outdoorsy slingshot","Beige","Color","No","Yes","1","20",1.0,"2500",625.0,"None","None","1x1","Outdoor Tools","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only)","1.0.0","ToolSlingshotOutdoor_Remake_4_0","4_0",8579.0,"mLqZThcPR7oSdGETt"
"outdoorsy slingshot","Pink","Color","No","Yes","1","20",1.0,"2500",625.0,"None","None","1x1","Outdoor Tools","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only)","1.0.0","ToolSlingshotOutdoor_Remake_5_0","5_0",8579.0,"4QBCHA5pzb8Hapo7g"
"outdoorsy slingshot","Yellow","Color","No","Yes","1","20",1.0,"2500",625.0,"None","None","1x1","Outdoor Tools","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only)","1.0.0","ToolSlingshotOutdoor_Remake_6_0","6_0",8579.0,"FDEpHpn9wAoHmzq6S"
"outdoorsy slingshot","Black","Color","No","Yes","1","20",1.0,"2500",625.0,"None","None","1x1","Outdoor Tools","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only)","1.0.0","ToolSlingshotOutdoor_Remake_7_0","7_0",8579.0,"d2BxLmN5fFdSTsXvP"
"outdoorsy watering can","Avocado","Color","No","Yes","1","60",1.0,"2500",625.0,"None","None","1x1","Outdoor Tools","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only)","1.0.0","ToolWateringOutdoor_Remake_0_0","0_0",8536.0,"QSmseNnk3WqSmSFH8"
"outdoorsy watering can","Orange","Color","No","Yes","1","60",1.0,"2500",625.0,"None","None","1x1","Outdoor Tools","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only)","1.0.0","ToolWateringOutdoor_Remake_1_0","1_0",8536.0,"SrmzprzDgkRoPoGcN"
"outdoorsy watering can","Light blue","Color","No","Yes","1","60",1.0,"2500",625.0,"None","None","1x1","Outdoor Tools","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only)","1.0.0","ToolWateringOutdoor_Remake_2_0","2_0",8536.0,"PRfaCyGvx3hieqpKh"
"outdoorsy watering can","Red","Color","No","Yes","1","60",1.0,"2500",625.0,"None","None","1x1","Outdoor Tools","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only)","1.0.0","ToolWateringOutdoor_Remake_3_0","3_0",8536.0,"AvLJNwY9w5fSpT47f"
"outdoorsy watering can","Beige","Color","No","Yes","1","60",1.0,"2500",625.0,"None","None","1x1","Outdoor Tools","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only)","1.0.0","ToolWateringOutdoor_Remake_4_0","4_0",8536.0,"o2Zd58pLWuNfHSRoz"
"outdoorsy watering can","Pink","Color","No","Yes","1","60",1.0,"2500",625.0,"None","None","1x1","Outdoor Tools","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only)","1.0.0","ToolWateringOutdoor_Remake_5_0","5_0",8536.0,"6GRguzWiwsicHTun6"
"outdoorsy watering can","Yellow","Color","No","Yes","1","60",1.0,"2500",625.0,"None","None","1x1","Outdoor Tools","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only)","1.0.0","ToolWateringOutdoor_Remake_6_0","6_0",8536.0,"iyppHKcwic4M3Mb9N"
"outdoorsy watering can","Black","Color","No","Yes","1","60",1.0,"2500",625.0,"None","None","1x1","Outdoor Tools","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only)","1.0.0","ToolWateringOutdoor_Remake_7_0","7_0",8536.0,"vWuJ6J7YaPtB7vE88"
"pan flute","NA","NA","Yes","No","NA","Unlimited",1.0,"NFS",2800.0,"None","None","1x1","None","NA","Crafting",,"1.0.0","ToolPanpipe","NA",5517.0,"7LjdexM2bmrbxDaCG"
"pansy wand","NA","NA","Yes","No","NA","Unlimited",1.0,"NFS",1580.0,"None","None","1x1","None","NA","Crafting",,"1.0.0","ToolStickPansy","NA",5091.0,"kPAMdHZaM8oHFjjyg"
"party popper","NA","NA","No","No","NA","1",10.0,"100",25.0,"None","None","1x1","None","NA","Nook's Cranny","Only available close to new year holiday","1.0.0","ToolCracker","NA",2753.0,"Wo8iqf7JZZ7egzmLf"
"printed-design shovel","Light blue","Color","No","Yes","1","100",1.0,"2500",625.0,"None","None","1x1","None","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only)","1.0.0","ToolScoopPattern_Remake_0_0","0_0",8576.0,"nQuRoWnfXx8BPFTmA"
"printed-design shovel","White","Color","No","Yes","1","100",1.0,"2500",625.0,"None","None","1x1","None","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only)","1.0.0","ToolScoopPattern_Remake_1_0","1_0",8576.0,"uayKLmvAsj6EHGnJW"
"printed-design shovel","Yellow","Color","No","Yes","1","100",1.0,"2500",625.0,"None","None","1x1","None","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only)","1.0.0","ToolScoopPattern_Remake_2_0","2_0",8576.0,"Aa39b233u5kL2BZ5M"
"printed-design shovel","Pink","Color","No","Yes","1","100",1.0,"2500",625.0,"None","None","1x1","None","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only)","1.0.0","ToolScoopPattern_Remake_3_0","3_0",8576.0,"jBDbWkxf2bC4Q7FXw"
"printed-design shovel","Green","Color","No","Yes","1","100",1.0,"2500",625.0,"None","None","1x1","None","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only)","1.0.0","ToolScoopPattern_Remake_4_0","4_0",8576.0,"8p4An2z69STF7vEXo"
"printed-design shovel","Blue","Color","No","Yes","1","100",1.0,"2500",625.0,"None","None","1x1","None","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only)","1.0.0","ToolScoopPattern_Remake_5_0","5_0",8576.0,"6T8xrvDKPvnmAgoAm"
"printed-design shovel","Purple","Color","No","Yes","1","100",1.0,"2500",625.0,"None","None","1x1","None","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only)","1.0.0","ToolScoopPattern_Remake_6_0","6_0",8576.0,"uYrRaXdBb23RrpGNc"
"printed-design shovel","Black","Color","No","Yes","1","100",1.0,"2500",625.0,"None","None","1x1","None","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only)","1.0.0","ToolScoopPattern_Remake_7_0","7_0",8576.0,"mwWibomJ7C9h9diZ3"
"rose wand","NA","NA","Yes","No","NA","Unlimited",1.0,"NFS",1580.0,"None","None","1x1","None","NA","Crafting",,"1.0.0","ToolStickRose","NA",5093.0,"RB9jk9eLFLJdokFjG"
"shell wand","NA","NA","Yes","No","NA","Unlimited",1.0,"NFS",5100.0,"None","None","1x1","None","NA","Crafting",,"1.0.0","ToolStickShell","NA",7586.0,"EsdC3wFYpzqXB7RRi"
"shovel","Red","Color","Yes","Yes","1","100",1.0,"2400",600.0,"None","None","1x1","None","NA","Crafting",,"1.0.0","ToolScoop_Remake_0_0","0_0",2099.0,"B6ejTnMqrR65wXv5z"
"shovel","Yellow","Color","Yes","Yes","1","100",1.0,"2400",600.0,"None","None","1x1","None","NA","Crafting",,"1.0.0","ToolScoop_Remake_1_0","1_0",2099.0,"6sKHnKeEuPcLpjEF3"
"shovel","Green","Color","Yes","Yes","1","100",1.0,"2400",600.0,"None","None","1x1","None","NA","Crafting",,"1.0.0","ToolScoop_Remake_2_0","2_0",2099.0,"SSzNaAfdGfnFoL8Qq"
"shovel","Blue","Color","Yes","Yes","1","100",1.0,"2400",600.0,"None","None","1x1","None","NA","Crafting",,"1.0.0","ToolScoop_Remake_3_0","3_0",2099.0,"qiAf2KCaX5Xr57bXb"
"shovel","Purple","Color","Yes","Yes","1","100",1.0,"2400",600.0,"None","None","1x1","None","NA","Crafting",,"1.0.0","ToolScoop_Remake_4_0","4_0",2099.0,"bbbeRassLbyY8HCP3"
"shovel","Pink","Color","Yes","Yes","1","100",1.0,"2400",600.0,"None","None","1x1","None","NA","Crafting",,"1.0.0","ToolScoop_Remake_5_0","5_0",2099.0,"CZoPP24ecNvDxdNfY"
"shovel","White","Color","Yes","Yes","1","100",1.0,"2400",600.0,"None","None","1x1","None","NA","Crafting",,"1.0.0","ToolScoop_Remake_6_0","6_0",2099.0,"JLemP4xchhzB2BmLk"
"shovel","Black","Color","Yes","Yes","1","100",1.0,"2400",600.0,"None","None","1x1","None","NA","Crafting",,"1.0.0","ToolScoop_Remake_7_0","7_0",2099.0,"egJGqooiodvdWtv6Y"
"slingshot","Red","Color","Yes","Yes","1","20",1.0,"900",225.0,"None","None","1x1","None","NA","Nook's Cranny
Crafting","Available in all tiers of shops, including Timmy & Tommy before the shop is opened","1.0.0","ToolSlingshot_Remake_0_0","0_0",2822.0,"kgAEBkWjeZrdvZLwC"
"slingshot","Yellow","Color","Yes","Yes","1","20",1.0,"900",225.0,"None","None","1x1","None","NA","Nook's Cranny
Crafting","Available in all tiers of shops, including Timmy & Tommy before the shop is opened","1.0.0","ToolSlingshot_Remake_1_0","1_0",2822.0,"aoeJ6gnZq7Cz9MH58"
"slingshot","Green","Color","Yes","Yes","1","20",1.0,"900",225.0,"None","None","1x1","None","NA","Nook's Cranny
Crafting","Available in all tiers of shops, including Timmy & Tommy before the shop is opened","1.0.0","ToolSlingshot_Remake_2_0","2_0",2822.0,"prpgd3XrcJHJZybaD"
"slingshot","Blue","Color","Yes","Yes","1","20",1.0,"900",225.0,"None","None","1x1","None","NA","Nook's Cranny
Crafting","Available in all tiers of shops, including Timmy & Tommy before the shop is opened","1.0.0","ToolSlingshot_Remake_3_0","3_0",2822.0,"bHrn2thixWf3tPgQB"
"slingshot","Purple","Color","Yes","Yes","1","20",1.0,"900",225.0,"None","None","1x1","None","NA","Nook's Cranny
Crafting","Available in all tiers of shops, including Timmy & Tommy before the shop is opened","1.0.0","ToolSlingshot_Remake_4_0","4_0",2822.0,"o2z73jZqDyg3Bwjtq"
"slingshot","Pink","Color","Yes","Yes","1","20",1.0,"900",225.0,"None","None","1x1","None","NA","Nook's Cranny
Crafting","Available in all tiers of shops, including Timmy & Tommy before the shop is opened","1.0.0","ToolSlingshot_Remake_5_0","5_0",2822.0,"J47FSys2XtpZr8dT9"
"slingshot","White","Color","Yes","Yes","1","20",1.0,"900",225.0,"None","None","1x1","None","NA","Nook's Cranny
Crafting","Available in all tiers of shops, including Timmy & Tommy before the shop is opened","1.0.0","ToolSlingshot_Remake_6_0","6_0",2822.0,"qKjLAtchN5GvjyknF"
"slingshot","Gray","Color","Yes","Yes","1","20",1.0,"900",225.0,"None","None","1x1","None","NA","Nook's Cranny
Crafting","Available in all tiers of shops, including Timmy & Tommy before the shop is opened","1.0.0","ToolSlingshot_Remake_7_0","7_0",2822.0,"dq9S8zrmf4efRddki"
"star net","Yellow","Color","No","Yes","1","30",1.0,"2500",625.0,"None","None","1x1","None","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only)","1.0.0","ToolNetStar_Remake_0_0","0_0",8176.0,"wmcDHN8JZMbnvLiNs"
"star net","Red","Color","No","Yes","1","30",1.0,"2500",625.0,"None","None","1x1","None","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only)","1.0.0","ToolNetStar_Remake_1_0","1_0",8176.0,"KxYpvPeESLFNeLjGm"
"star net","Blue","Color","No","Yes","1","30",1.0,"2500",625.0,"None","None","1x1","None","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only)","1.0.0","ToolNetStar_Remake_2_0","2_0",8176.0,"7GJJruF4u4y62nvQy"
"star net","Light green","Color","No","Yes","1","30",1.0,"2500",625.0,"None","None","1x1","None","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only)","1.0.0","ToolNetStar_Remake_3_0","3_0",8176.0,"y7BXcMSNByN5Q4Ycs"
"star net","Pink","Color","No","Yes","1","30",1.0,"2500",625.0,"None","None","1x1","None","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only)","1.0.0","ToolNetStar_Remake_4_0","4_0",8176.0,"ajfxbnCnpzWsxsk9q"
"star net","Purple","Color","No","Yes","1","30",1.0,"2500",625.0,"None","None","1x1","None","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only)","1.0.0","ToolNetStar_Remake_5_0","5_0",8176.0,"4mcfWQJQeebqu4az6"
"star net","Light blue","Color","No","Yes","1","30",1.0,"2500",625.0,"None","None","1x1","None","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only)","1.0.0","ToolNetStar_Remake_6_0","6_0",8176.0,"ngWXLftz3J8uf7WZq"
"star net","Green","Color","No","Yes","1","30",1.0,"2500",625.0,"None","None","1x1","None","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only)","1.0.0","ToolNetStar_Remake_7_0","7_0",8176.0,"YZeGaCuXAbFSpEg3h"
"star wand","NA","NA","Yes","No","NA","Unlimited",1.0,"NFS",6500.0,"None","None","1x1","None","NA","Crafting",,"1.0.0","ToolChangeStick","NA",2544.0,"mMwQ96ZbuiBMzgutd"
"stone axe","NA","NA","Yes","No","NA","100",1.0,"NFS",560.0,"None","None","1x1","None","NA","Crafting",,"1.0.0","ToolAxeStoneNormal","NA",5856.0,"NKHsBuYu25RHWjMBx"
"tambourine","NA","NA","No","No","NA","Unlimited",1.0,"1500",375.0,"None","None","1x1","None","NA","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","ToolTambourine","NA",5430.0,"eYwGmK6fQwz2XJcht"
"timer","NA","NA","No","No","NA","Unlimited",1.0,"840",210.0,"None","None","1x1","None","NA","Nook's Cranny",,"1.0.0","ToolTimer","NA",3331.0,"vEEPnFx9FEcKKuzg2"
"tree-branch wand","NA","NA","Yes","No","NA","Unlimited",1.0,"NFS",1550.0,"None","None","1x1","None","NA","Crafting",,"1.0.0","ToolStickTree","NA",7587.0,"KnHhJXtuXEhqcPMTx"
"tulip wand","NA","NA","Yes","No","NA","Unlimited",1.0,"NFS",1580.0,"None","None","1x1","None","NA","Crafting",,"1.0.0","ToolStickTulip","NA",5085.0,"u7ZfCMpDYtPRbK2vc"
"vaulting pole","NA","NA","Yes","No","NA","Unlimited",1.0,"NFS",600.0,"None","None","1x1","None","NA","Crafting",,"1.0.0","LongWoodenStick","NA",4703.0,"2vD5XPKHSCCSjy882"
"wand","NA","NA","Yes","No","NA","Unlimited",1.0,"NFS",1000.0,"None","None","1x1","None","NA","Crafting",,"1.0.0","ToolStickWood","NA",7584.0,"2Re2yBHTfLRDiTWRb"
"watering can","Blue","Color","Yes","Yes","1","60",1.0,"2400",600.0,"None","None","1x1","None","NA","Crafting",,"1.0.0","ToolWatering_Remake_0_0","0_0",2379.0,"wLChevsx2T9Sm6yf4"
"watering can","Orange","Color","Yes","Yes","1","60",1.0,"2400",600.0,"None","None","1x1","None","NA","Crafting",,"1.0.0","ToolWatering_Remake_1_0","1_0",2379.0,"29SBgiL9wQWpYmfa4"
"watering can","Green","Color","Yes","Yes","1","60",1.0,"2400",600.0,"None","None","1x1","None","NA","Crafting",,"1.0.0","ToolWatering_Remake_2_0","2_0",2379.0,"m8fFeTsh7z7JgjB6H"
"watering can","Red","Color","Yes","Yes","1","60",1.0,"2400",600.0,"None","None","1x1","None","NA","Crafting",,"1.0.0","ToolWatering_Remake_3_0","3_0",2379.0,"95zusTkvS5ou2wPEC"
"watering can","Purple","Color","Yes","Yes","1","60",1.0,"2400",600.0,"None","None","1x1","None","NA","Crafting",,"1.0.0","ToolWatering_Remake_4_0","4_0",2379.0,"wiAp8rGXiDM3kyxpo"
"watering can","White","Color","Yes","Yes","1","60",1.0,"2400",600.0,"None","None","1x1","None","NA","Crafting",,"1.0.0","ToolWatering_Remake_6_0","6_0",2379.0,"Z7ggDgjzNii2RWjNQ"
"watering can","Black","Color","Yes","Yes","1","60",1.0,"2400",600.0,"None","None","1x1","None","NA","Crafting",,"1.0.0","ToolWatering_Remake_7_0","7_0",2379.0,"77zFHmNrGhuJAvvjA"
"wedding wand","NA","NA","Yes","No","NA","Unlimited",1.0,"NFS",3500.0,"None","None","1x1",,"NA","Wedding Season",,"1.2.0","ToolStickJune","NA",12695.0,"syPb2baTrP3zqi66f"
"windflower wand","NA","NA","Yes","No","NA","Unlimited",1.0,"NFS",1580.0,"None","None","1x1","None","NA","Crafting",,"1.0.0","ToolStickAnemones","NA",5084.0,"ERMKczYuvS6Eff7C9"
"worn axe","NA","NA","No","No","NA","3",1.0,"40",10.0,"None","None","1x1","None","NA","May Day Tour","Only available during May Day Tour","1.2.0","ToolAxeFragile","NA",12615.0,"xqXJch47cQrNT65jG"
