"name","index_1","material_1","index_2","material_2","index_3","material_3","index_4","material_4","index_5","material_5","index_6","material_6","buy","sell","miles_price","source","source_notes","recipes_to_unlock","version","category","serial_id","internal_id","unique_entry_id"
"cool windflower crown",3.0,"blue windflowers",3.0,"pink windflowers",,,,,,,,,"NFS",200.0,"NA","All Villagers",,100.0,"1.0.0","Headwear",3601.0,241.0,"8KsLNr5dskMACBgmg"
"cool windflower wreath",3.0,"blue windflowers",3.0,"pink windflowers",3.0,"white windflowers",,,,,,,"NFS",200.0,"NA","All Villagers",,100.0,"1.0.0","Wall-mounted",3541.0,441.0,"Aer6cEdrENAWFD4TP"
"corral fence",6.0,"wood",,,,,,,,,,,"NFS",200.0,"1000","Nook Miles Exchange",,0.0,"1.0.0","Fencing",580.0,269.0,"MRhMdwsDKNuaDfi8s"
"cosmos crown",2.0,"red cosmos",2.0,"yellow cosmos",3.0,"white cosmos",,,,,,,"NFS",200.0,"NA","All Villagers",,0.0,"1.0.0","Headwear",3606.0,249.0,"RBhKgvizEg6uocZvQ"
"cosmos shower",5.0,"pink cosmos",3.0,"iron nugget",,,,,,,,,"NFS",200.0,"NA","Snooty villagers",,50.0,"1.0.0","Housewares",3502.0,501.0,"WqnkcGJydxs7ueTdr"
"cosmos wand",1.0,"white cosmos",3.0,"star fragment",,,,,,,,,"NFS",200.0,"NA","Celeste",,0.0,"1.0.0","Tools",3672.0,528.0,"qw6sc7YjNoXFjQt7J"
"cosmos wreath",3.0,"yellow cosmos",3.0,"white cosmos",3.0,"red cosmos",,,,,,,"NFS",200.0,"NA","All Villagers",,50.0,"1.0.0","Wall-mounted",3546.0,227.0,"KwujCjwLcpr42PGb3"
"country fence",6.0,"hardwood",,,,,,,,,,,"NFS",200.0,"1000","Nook Miles Exchange",,0.0,"1.0.0","Fencing",583.0,268.0,"Wy3TCH3APTHJrpDhg"
"crescent-moon chair",7.0,"star fragment",1.0,"large star fragment",,,,,,,,,"NFS",200.0,"NA","Celeste",,0.0,"1.0.0","Housewares",2201.0,432.0,"3FcpSCLM9gcJrNhMu"
"crest doorplate",4.0,"iron nugget",,,,,,,,,,,"NFS",200.0,"NA","Smug villagers",,50.0,"1.0.0","Wall-mounted",941.0,469.0,"rBCZK2XaMKZ4jXrNH"
"crewed spaceship",10.0,"star fragment",20.0,"iron nugget",,,,,,,,,"NFS",200.0,"NA","Celeste",,0.0,"1.0.0","Housewares",2224.0,434.0,"2SBnbqnymBq9DczP6"
"cute lily crown",2.0,"pink lilies",2.0,"orange lilies",2.0,"white lilies",,,,,,,"NFS",200.0,"NA","All Villagers",,100.0,"1.0.0","Headwear",3624.0,256.0,"WNR9mPLvre4qtfrnQ"
"cute rose crown",3.0,"pink roses",3.0,"orange roses",,,,,,,,,"NFS",200.0,"NA","All Villagers",,100.0,"1.0.0","Headwear",3613.0,253.0,"GqacSkmPu6G4u43tR"
"cutting board",2.0,"hardwood",1.0,"iron nugget",,,,,,,,,"NFS",200.0,"NA","Normal villagers",,0.0,"1.0.0","Miscellaneous",465.0,284.0,"ebxdGKznZzRDMMccg"
"dark bamboo rug",6.0,"bamboo piece",,,,,,,,,,,"NFS",200.0,"NA","Cranky villagers",,50.0,"1.0.0","Rugs",2470.0,672.0,"4FRs7iQAhxjseeyWP"
"dark cosmos crown",7.0,"black cosmos",,,,,,,,,,,"NFS",200.0,"NA","All Villagers",,200.0,"1.0.0","Headwear",3608.0,251.0,"yoXYwWGZ7xpNi9P4W"
"dark lily crown",6.0,"black lilies",,,,,,,,,,,"NFS",200.0,"NA","All Villagers",,200.0,"1.0.0","Headwear",3625.0,257.0,"Fr3oaQMDbkQ9N9i8t"
"dark lily wreath",10.0,"black lilies",,,,,,,,,,,"NFS",200.0,"NA","All Villagers",,200.0,"1.0.0","Wall-mounted",3565.0,454.0,"ExWh3urifQgJTCCH3"
"dark rose wreath",3.0,"black roses",6.0,"purple roses",,,,,,,,,"NFS",200.0,"NA","All Villagers",,200.0,"1.0.0","Wall-mounted",3554.0,446.0,"utyr7MwFDwd8syFcW"
"dark tulip crown",5.0,"black tulips",,,,,,,,,,,"NFS",200.0,"NA","All Villagers",,200.0,"1.0.0","Headwear",3611.0,245.0,"xJjpphgWJpHubYFET"
"dark tulip wreath",10.0,"black tulips",,,,,,,,,,,"NFS",200.0,"NA","All Villagers",,200.0,"1.0.0","Wall-mounted",3551.0,362.0,"oCnpF6D3PyAJ5kGz8"
"dark wooden-mosaic wall",15.0,"wood",,,,,,,,,,,"NFS",200.0,"NA","Big Sister villagers",,0.0,"1.0.0","Wallpaper",522.0,311.0,"sEZQCkucygfgPphNu"
"decoy duck",4.0,"softwood",,,,,,,,,,,"NFS",200.0,"NA","Smug villagers",,0.0,"1.0.0","Miscellaneous",466.0,390.0,"Rb8PSLPkNwP7hCk8G"
"deer decoration",8.0,"softwood",,,,,,,,,,,"NFS",200.0,"NA","Lazy villagers",,50.0,"1.0.0","Wall-mounted",482.0,378.0,"BTF82ckDtSkknQmua"
"deer scare",3.0,"bamboo piece",8.0,"stone",3.0,"clump of weeds",,,,,,,"NFS",200.0,"NA","Cranky villagers",,50.0,"1.0.0","Housewares",2408.0,359.0,"Tdhp7ADcciKJj7y3H"
"destinations signpost",4.0,"hardwood",8.0,"softwood",,,,,,,,,"NFS",200.0,"1500","Nook Miles Exchange",,0.0,"1.0.0","Housewares",441.0,383.0,"39ryJtTNCrokaosYW"
"DIY workbench",5.0,"wood",5.0,"hardwood",5.0,"softwood",3.0,"iron nugget",1.0,"mini DIY workbench",,,"NFS",200.0,"NA","Big Sister villagers",,100.0,"1.0.0","Housewares",302.0,263.0,"sjr8rh3ZujiLscc3C"
"document stack",1.0,"scattered papers",,,,,,,,,,,"NFS",200.0,"NA","Smug villagers",,100.0,"1.0.0","Miscellaneous",2120.0,462.0,"rLvnyoEj48NFgsNpX"
"doghouse",10.0,"wood",7.0,"hardwood",,,,,,,,,"NFS",200.0,"NA","Jock villagers",,0.0,"1.0.0","Housewares",430.0,14.0,"vMF3FP2steT4gaJ9u"
"drinking fountain",8.0,"stone",2.0,"iron nugget",,,,,,,,,"NFS",200.0,"800","Nook Miles Exchange",,0.0,"1.0.0","Housewares",803.0,77.0,"tsTxksskAQtbvJMWB"
"earth-egg outfit",3.0,"earth egg",,,,,,,,,,,"NFS",200.0,"NA","Collecting earth eggs","Only available during Bunny Day",0.0,"1.1.0a","Dresses",3761.0,674.0,"7Mt6bHNy79mjNGipa"
"earth-egg shell",2.0,"earth egg",,,,,,,,,,,"NFS",200.0,"NA","Collecting earth eggs","Only available during Bunny Day",0.0,"1.1.0a","Headwear",3760.0,673.0,"C9wvFR7fBGccZDyWa"
"earth-egg shoes",2.0,"earth egg",,,,,,,,,,,"NFS",200.0,"NA","Collecting earth eggs","Only available during Bunny Day",0.0,"1.1.0a","Shoes",3762.0,675.0,"usLoxmkjFnPhxs9nr"
"egg party dress",3.0,"earth egg",3.0,"stone egg",3.0,"leaf egg",3.0,"wood egg",3.0,"sky egg",3.0,"water egg","NFS",200.0,"NA","Learning all egg outfit DIYs","Only available during Bunny Day",0.0,"1.1.0a","Dresses",3779.0,692.0,"zNdwTbYA7G3MRrqkE"
"egg party hat",2.0,"earth egg",2.0,"stone egg",2.0,"leaf egg",2.0,"wood egg",2.0,"sky egg",2.0,"water egg","NFS",200.0,"NA","Learning all egg outfit DIYs","Only available during Bunny Day",0.0,"1.1.0a","Headwear",3778.0,691.0,"SCBtDqCaR7QLCprjw"
"fancy lily wreath",3.0,"orange lilies",3.0,"pink lilies",3.0,"yellow lilies",,,,,,,"NFS",200.0,"NA","All Villagers",,100.0,"1.0.0","Wall-mounted",3564.0,455.0,"yj4Z2oGDi6Thvm89d"
"fancy mum wreath",3.0,"pink mums",3.0,"purple mums",3.0,"red mums",,,,,,,"NFS",200.0,"NA","All Villagers",,100.0,"1.0.0","Wall-mounted",3544.0,443.0,"qW3wgimoN7XhG5BvD"
"fancy rose wreath",3.0,"orange roses",3.0,"pink roses",3.0,"yellow roses",,,,,,,"NFS",200.0,"NA","All Villagers",,100.0,"1.0.0","Wall-mounted",3553.0,448.0,"vr9dDrXLQuDSwfDdy"
"festive top set",2.0,"gold ornament",1.0,"hardwood",,,,,,,,,"NFS",200.0,"NA","Balloons","Only available during Festive Season",0.0,"1.0.0","Miscellaneous",3400.0,650.0,"tyq7gwEQhneN7ret4"
"festive tree",3.0,"red ornament",3.0,"blue ornament",3.0,"gold ornament",5.0,"wood",,,,,"NFS",200.0,"NA","Balloons","Only available during Festive Season",0.0,"1.0.0","Housewares",3403.0,274.0,"vtwGE69N2Z3GppKwx"
"firewood",8.0,"wood",,,,,,,,,,,"NFS",200.0,"NA","Jock villagers",,0.0,"1.0.0","Miscellaneous",467.0,402.0,"yDibbjkFgmEuJtdS6"
"fish bait",1.0,"manila clam",,,,,,,,,,,"NFS",200.0,"NA","Digging up clams",,0.0,"1.0.0","Other",131.0,191.0,"XSQzMk4R5tzbPbToi"
"fishing rod",1.0,"flimsy fishing rod",1.0,"iron nugget",,,,,,,,,"NFS",200.0,"NA","Pretty Good Tools Recipes","Purchase Pretty Good Tools Recipes via Nook Miles Redemption",0.0,"1.0.0","Tools",106.0,282.0,"FeccEGBoFMHyMM75Q"
"flat garden rock",20.0,"stone",,,,,,,,,,,"NFS",200.0,"NA","Snooty villagers",,0.0,"1.0.0","Housewares",806.0,646.0,"JFxaTW3m9gD8zWTyQ"
"flimsy axe",5.0,"tree branch",1.0,"stone",,,,,,,,,"280",200.0,"NA","Tom Nook; Nook's Cranny",,0.0,"1.0.0","Tools",100.0,10.0,"6WFHd6r74ZDND9eCx"
"flimsy fishing rod",5.0,"tree branch",,,,,,,,,,,"280",200.0,"NA","Tom Nook",,0.0,"1.0.0","Tools",105.0,21.0,"9JboJHudaWqqbQxbZ"
"flimsy net",5.0,"tree branch",,,,,,,,,,,"280",200.0,"NA","Tom Nook",,0.0,"1.0.0","Tools",107.0,22.0,"jF9AD5TZekwWomWwJ"
"flimsy shovel",5.0,"hardwood",,,,,,,,,,,"280",200.0,"NA","Blathers; Nook's Cranny",,0.0,"1.0.0","Tools",103.0,19.0,"bPp3TpiueJDRte9wT"
"flimsy watering can",5.0,"softwood",,,,,,,,,,,"280",200.0,"NA","Tom Nook; Nook's Cranny",,0.0,"1.0.0","Tools",109.0,20.0,"FnnhLbn7KQdg2Xqey"
"floral swag",10.0,"clump of weeds",,,,,,,,,,,"NFS",200.0,"NA","Normal villagers",,50.0,"1.0.0","Wall-mounted",1230.0,121.0,"d2brTtEXPaFRfbcFh"
"flower stand",1.0,"red roses",2.0,"pink roses",2.0,"orange roses",2.0,"white liles",1.0,"yellow lilies",4.0,"purple windflowers","NFS",200.0,"NA","Big Sister villagers",,100.0,"1.0.0","Housewares",3508.0,608.0,"faN686NpjrFkDricn"
"flying saucer",15.0,"star fragment",10.0,"iron nugget",,,,,,,,,"NFS",200.0,"NA","Celeste",,0.0,"1.0.0","Housewares",2227.0,233.0,"JDCn8zkKX2JwHBxBh"
"forest flooring",1.0,"rare mushroom",2.0,"round mushroom",2.0,"skinny mushroom",2.0,"flat mushroom",10.0,"clump of weeds",,,"NFS",200.0,"NA","Balloons","Only available during Mushroom Season",0.0,"1.0.0","Floors",3060.0,488.0,"Qb6n9omuBxypP7aje"
"forest wall",2.0,"elegant mushroom",2.0,"round mushroom",2.0,"skinny mushroom",2.0,"flat mushroom",10.0,"wood",,,"NFS",200.0,"NA","Balloons","Only available during Mushroom Season",0.0,"1.0.0","Wallpaper",3050.0,484.0,"dtfYZqMNT9jsPDwTj"
"fossil doorplate",1.0,"fossil",2.0,"stone",,,,,,,,,"NFS",200.0,"NA","Jock villagers",,50.0,"1.0.0","Wall-mounted",840.0,464.0,"eig2yBncaDeGLkfKP"
"fountain",1.0,"drinking fountain",20.0,"stone",8.0,"iron nugget",,,,,,,"NFS",200.0,"3000","Nook Miles Exchange",,0.0,"1.0.0","Housewares",804.0,599.0,"LWAeuHiDEv25pHRQx"
"frozen arch",1.0,"large snowflake",10.0,"snowflake",,,,,,,,,"NFS",200.0,"NA","Snowboy","Reward for making a perfect Snowboy; Only available during Winter",0.0,"1.0.0","Housewares",3206.0,140.0,"FqCNQ69DMLvgxruE9"
"frozen bed",1.0,"large snowflake",10.0,"snowflake",,,,,,,,,"NFS",200.0,"NA","Snowboy","Reward for making a perfect Snowboy; Only available during Winter",0.0,"1.0.0","Housewares",3204.0,149.0,"zBcsrLsdydLH3xHNE"
"frozen chair",1.0,"large snowflake",3.0,"snowflake",,,,,,,,,"NFS",200.0,"NA","Snowboy","Reward for making a perfect Snowboy; Only available during Winter",0.0,"1.0.0","Housewares",3201.0,142.0,"jJq4Bjw6SaE7S8mnT"
"frozen counter",1.0,"large snowflake",5.0,"snowflake",,,,,,,,,"NFS",200.0,"NA","Snowboy","Reward for making a perfect Snowboy; Only available during Winter",0.0,"1.0.0","Housewares",3202.0,143.0,"p76DgzdnhT9SCNipu"
"frozen partition",1.0,"large snowflake",6.0,"snowflake",,,,,,,,,"NFS",200.0,"NA","Snowboy","Reward for making a perfect Snowboy; Only available during Winter",0.0,"1.0.0","Housewares",3205.0,147.0,"8MAAQxYSHaQBQ6A2t"
"frozen pillar",1.0,"large snowflake",4.0,"snowflake",,,,,,,,,"NFS",200.0,"NA","Snowboy","Reward for making a perfect Snowboy; Only available during Winter",0.0,"1.0.0","Housewares",3207.0,148.0,"NLsTNAekFvRenddKs"
"frozen sculpture",1.0,"large snowflake",4.0,"snowflake",,,,,,,,,"NFS",200.0,"NA","Snowboy","Reward for making a perfect Snowboy; Only available during Winter",0.0,"1.0.0","Housewares",3208.0,141.0,"GGrDCvwPHpbzRnhzi"
"frozen table",1.0,"large snowflake",8.0,"snowflake",,,,,,,,,"NFS",200.0,"NA","Snowboy","Reward for making a perfect Snowboy; Only available during Winter",0.0,"1.0.0","Housewares",3203.0,146.0,"ERiC3P6oPfo8EgJcb"
"frozen tree",1.0,"large snowflake",8.0,"snowflake",,,,,,,,,"NFS",200.0,"NA","Snowboy","Reward for making a perfect Snowboy; Only available during Winter",0.0,"1.0.0","Housewares",3209.0,145.0,"CiiuZA9ZJhtjTrD8C"
"frozen-treat set",1.0,"large snowflake",1.0,"snowflake",,,,,,,,,"NFS",200.0,"NA","Snowboy","Reward for making a perfect Snowboy; Only available during Winter",0.0,"1.0.0","Miscellaneous",3200.0,194.0,"ygrBuPoB8ZKRjnXXD"
"fruit basket",1.0,"apple",1.0,"pear",1.0,"cherry",1.0,"orange",1.0,"peach",,,"NFS",200.0,"NA","Cranky villagers",,100.0,"1.0.0","Miscellaneous",1900.0,56.0,"sAtJ8kdcam2FX5MJb"
"fruit wreath",2.0,"apple",1.0,"pear",3.0,"cherry",3.0,"orange",1.0,"peach",,,"NFS",200.0,"NA","Cranky villagers",,100.0,"1.0.0","Wall-mounted",1940.0,223.0,"FPCNEvg2aBDZZkjxu"
"frying pan",2.0,"iron nugget",,,,,,,,,,,"NFS",200.0,"NA","DIY for Beginners","Purchase DIY for Beginners at Nook's Cranny",0.0,"1.0.0","Miscellaneous",908.0,199.0,"bgMKMNGmxjKPXaDNp"
"galaxy flooring",5.0,"star fragment",1.0,"large star fragment",,,,,,,,,"NFS",200.0,"NA","Celeste",,0.0,"1.0.0","Floors",2260.0,482.0,"e3XyJ7j4bQYXSRDBW"
"garbage-heap flooring",2.0,"empty can",2.0,"boot",2.0,"old tire",,,,,,,"NFS",200.0,"NA","Fishing up trash",,0.0,"1.0.0","Floors",660.0,486.0,"Ksn3xwxp4aqcty4Z6"
"garbage-heap wall",2.0,"empty can",2.0,"boot",2.0,"old tire",,,,,,,"NFS",200.0,"NA","Fishing up trash",,0.0,"1.0.0","Wallpaper",650.0,301.0,"pmFETBqn6JQFmXnA3"
"garden bench",12.0,"wood",4.0,"iron nugget",,,,,,,,,"NFS",200.0,"NA","Snooty villagers",,0.0,"1.0.0","Housewares",1009.0,124.0,"AToP4B59FCDjcpbHj"
"garden rock",15.0,"stone",,,,,,,,,,,"NFS",200.0,"NA","Lazy villagers",,0.0,"1.0.0","Housewares",805.0,48.0,"gH69947Ybie3us6SB"
"garden wagon",3.0,"white hyacinths",3.0,"red cosmos",3.0,"yellow roses",8.0,"wood",2.0,"iron nugget",,,"NFS",200.0,"NA","Peppy villagers",,0.0,"1.0.0","Housewares",436.0,571.0,"4g5iFxN9TFG7KwndZ"
"Gemini closet",3.0,"star fragment",2.0,"Gemini fragment",2.0,"gold nugget",6.0,"stone",,,,,"NFS",200.0,"NA","Celeste",,0.0,"1.0.0","Housewares",2302.0,377.0,"jD3cfJDgrgBozKYnz"
"giant teddy bear",1.0,"Papa bear",1.0,"Mama bear",1.0,"Baby bear",,,,,,,"NFS",200.0,"NA","Peppy villagers",,100.0,"1.0.0","Housewares",2160.0,577.0,"jPYidbBoH7RNB4jRQ"
"gold armor",8.0,"gold nugget",,,,,,,,,,,"NFS",200.0,"NA","Smug villagers",,100.0,"1.0.0","Dresses",1181.0,566.0,"9ThvdcF6fyMHcpzx2"
"gold bars",3.0,"gold nugget",,,,,,,,,,,"NFS",200.0,"NA","Snooty villagers",,100.0,"1.0.0","Miscellaneous",1100.0,81.0,"3DtQMaiAHW8XDdX4c"
"gold helmet",5.0,"gold nugget",,,,,,,,,,,"NFS",200.0,"NA","Smug villagers",,200.0,"1.0.0","Headwear",1180.0,644.0,"ihpryTYADPJmMyH3G"
"gold rose crown",6.0,"gold roses",,,,,,,,,,,"NFS",200.0,"NA","All Villagers",,200.0,"1.0.0","Headwear",3616.0,460.0,"RAj5rwhgZgfNLzsTh"
"gold rose wreath",10.0,"gold roses",,,,,,,,,,,"NFS",200.0,"NA","All Villagers",,200.0,"1.0.0","Wall-mounted",3556.0,449.0,"fYHqu9bGpt2ivTWRt"
"gold-armor shoes",4.0,"gold nugget",,,,,,,,,,,"NFS",200.0,"NA","Smug villagers",,200.0,"1.0.0","Shoes",1182.0,643.0,"4nY6xoTSqFMjzsTLp"
"gold-screen wall",2.0,"gold nugget",1.0,"screen wall",,,,,,,,,"NFS",200.0,"NA","Smug villagers",,100.0,"1.0.0","Wallpaper",1151.0,298.0,"oCeLPYajbm2MHZyGn"
"golden arowana model",3.0,"gold nugget",,,,,,,,,,,"NFS",200.0,"NA","Lazy villagers",,100.0,"1.0.0","Miscellaneous",1132.0,602.0,"TG3z4Bf2ju3Wo5tRK"
"golden axe",1.0,"axe",1.0,"gold nugget",,,,,,,,,"NFS",200.0,"NA","Breaking 100 axes",,0.0,"1.0.0","Tools",112.0,663.0,"M67DJhFjbWusf3xXk"
"golden candlestick",2.0,"gold nugget",,,,,,,,,,,"NFS",200.0,"NA","Smug villagers",,0.0,"1.0.0","Miscellaneous",1102.0,130.0,"F78p9Pkj6X2TRfpDT"
"golden casket",8.0,"gold nugget",,,,,,,,,,,"NFS",200.0,"NA","Smug villagers",,200.0,"1.0.0","Housewares",1105.0,569.0,"erQLwMgyX6NwbpNmG"
"golden dishes",1.0,"gold nugget",,,,,,,,,,,"NFS",200.0,"NA","Snooty villagers",,0.0,"1.0.0","Miscellaneous",1101.0,131.0,"NX2ZZ8qZnEqqWtSGH"
"golden dung beetle",3.0,"gold nugget",,,,,,,,,,,"NFS",200.0,"NA","Lazy villagers",,100.0,"1.0.0","Miscellaneous",1131.0,601.0,"XhKhDoMTgc8eAoJna"
"golden flooring",4.0,"gold nugget",,,,,,,,,,,"NFS",200.0,"NA","Smug villagers",,100.0,"1.0.0","Floors",1160.0,475.0,"Xju8kS2TB7B9EXbDG"
"golden gears",1.0,"gold nugget",3.0,"iron nugget",,,,,,,,,"NFS",200.0,"NA","Smug villagers",,50.0,"1.0.0","Wall-mounted",1130.0,595.0,"5JDaCQoYazbP4QkGN"
"golden net",1.0,"net",1.0,"gold nugget",,,,,,,,,"NFS",200.0,"NA","Completing bug Critterpedia",,0.0,"1.0.0","Tools",115.0,658.0,"cnQ4qLNgFDK7F4NQJ"
"golden rod",1.0,"fishing rod",1.0,"gold nugget",,,,,,,,,"NFS",200.0,"NA","Completing fish Critterpedia",,0.0,"1.0.0","Tools",114.0,662.0,"FTWgTtoCgm3jNGhM4"
"golden seat",5.0,"gold nugget",,,,,,,,,,,"NFS",200.0,"NA","Snooty villagers",,200.0,"1.0.0","Housewares",1103.0,133.0,"EgGa9re6PRbpcCESz"
"golden shovel",1.0,"shovel",1.0,"gold nugget",,,,,,,,,"NFS",200.0,"NA","Helping Gulliver 30 times",,0.0,"1.0.0","Tools",113.0,660.0,"aEtPEYkwgj9BJ48Et"
"golden slingshot",1.0,"slingshot",1.0,"gold nugget",,,,,,,,,"NFS",200.0,"NA","Shooting 300 balloons",,0.0,"1.0.0","Tools",117.0,661.0,"W7WY5fpjB4Lc36YYs"
"golden toilet",6.0,"gold nugget",,,,,,,,,,,"NFS",200.0,"NA","Snooty villagers",,200.0,"1.0.0","Housewares",1106.0,262.0,"LExLS6QXyLuhewyZm"
"golden wall",4.0,"gold nugget",,,,,,,,,,,"NFS",200.0,"NA","Smug villagers",,100.0,"1.0.0","Wallpaper",1150.0,299.0,"u7gdHaAk5nbB4p5Ru"
"golden wand",2.0,"gold nugget",3.0,"star fragment",,,,,,,,,"NFS",200.0,"NA","Celeste",,0.0,"1.0.0","Tools",1190.0,539.0,"RgNWgCdnAK2qjJTmo"
"golden watering can",1.0,"watering can",1.0,"gold nugget",,,,,,,,,"NFS",200.0,"NA","5-star town evaluation",,0.0,"1.0.0","Tools",116.0,659.0,"HShnyCLB3cPL5xNTx"
"gong",6.0,"iron nugget",5.0,"wood",,,,,,,,,"NFS",200.0,"NA","Cranky villagers",,0.0,"1.0.0","Housewares",910.0,393.0,"sLG4MSw3ReWmoBQNf"
"grass skirt",7.0,"clump of weeds",,,,,,,,,,,"NFS",200.0,"NA","Normal villagers",,0.0,"1.0.0","Bottoms",1286.0,603.0,"zuxKqmoD6WAAzheNq"
"grass standee",2.0,"wood",2.0,"softwood",,,,,,,,,"NFS",200.0,"NA","Normal villagers",,0.0,"1.0.0","Housewares",378.0,582.0,"Q7M9H8k9C9iTsWafA"
"green grass skirt",7.0,"clump of weeds",,,,,,,,,,,"NFS",200.0,"NA","Peppy villagers",,0.0,"1.0.0","Bottoms",1287.0,605.0,"mzQREt22Mh8reP5WY"
"green-leaf pile",1.0,"young spring bamboo",10.0,"clump of weeds",,,,,,,,,"NFS",200.0,"NA","Balloons","Only available during Spring",0.0,"1.0.0","Housewares",2501.0,587.0,"yN7Ly9tsMKDvKqHu8"
"hanging terrarium",12.0,"clump of weeds",4.0,"iron nugget",,,,,,,,,"NFS",200.0,"NA","Peppy villagers",,50.0,"1.0.0","Wall-mounted",1232.0,396.0,"GNtJWEuH8EoLwwi2a"
"hay bed",20.0,"clump of weeds",,,,,,,,,,,"NFS",200.0,"NA","DIY for Beginners","Purchase DIY for Beginners at Nook's Cranny",0.0,"1.0.0","Housewares",1200.0,167.0,"7TFmXPG98wdcvvQe6"
"hearth",2.0,"bamboo piece",5.0,"iron nugget",4.0,"clay",5.0,"hardwood",,,,,"NFS",200.0,"NA","Wildest Dreams DIY","Purchase Wildest Dreams DIY from Nook's Cranny",0.0,"1.0.0","Housewares",2407.0,217.0,"HwZwNAuYqaBbwS2YL"
"hedge",10.0,"weed",5.0,"branch",2.0,"stone",,,,,,,"NFS",200.0,"NA","Tom Nook","Obtained from Tom Nook after completing one Nature Day Nook Miles+ task",0.0,"1.2.0","Fencing",1291.0,713.0,"m9LpprrQ6sP6EnArD"
"hedge standee",2.0,"wood",3.0,"softwood",,,,,,,,,"NFS",200.0,"NA","Normal villagers",,0.0,"1.0.0","Housewares",379.0,583.0,"6Gq4PMmcJqzJySt7G"
"holiday candle",5.0,"red ornament",5.0,"clump of weeds",,,,,,,,,"NFS",200.0,"NA","Balloons","Only available during Festive Season",0.0,"1.0.0","Miscellaneous",3401.0,372.0,"5f7xR7Kvm2mMwpGjz"
"honeycomb flooring",5.0,"wasp nest",,,,,,,,,,,"NFS",200.0,"NA","Jock villagers",,0.0,"1.0.0","Floors",2060.0,472.0,"Yq6j7ppP9e4k6GuSz"
"honeycomb wall",6.0,"wasp nest",,,,,,,,,,,"NFS",200.0,"NA","Jock villagers",,0.0,"1.0.0","Wallpaper",2050.0,296.0,"XJZCow9k2yrtvYDSc"
"hyacinth crown",4.0,"red hyacinths",2.0,"yellow hyacinths",2.0,"white hyacinths",,,,,,,"NFS",200.0,"NA","All Villagers",,0.0,"1.0.0","Headwear",3620.0,237.0,"wChSX5vstYGQaWma7"
"hyacinth lamp",5.0,"purple hyacinths",3.0,"clay",,,,,,,,,"NFS",200.0,"NA","Big Sister villagers",,50.0,"1.0.0","Miscellaneous",3506.0,506.0,"fBKmq2YprMreQQrYo"
"hyacinth wand",1.0,"pink hyacinths",3.0,"star fragment",,,,,,,,,"NFS",200.0,"NA","Celeste",,0.0,"1.0.0","Tools",3676.0,524.0,"SfyT7DJYnMvjQmSRX"
"hyacinth wreath",3.0,"white hyacinths",3.0,"red hyacinths",3.0,"yellow hyacinths",,,,,,,"NFS",200.0,"NA","All Villagers",,50.0,"1.0.0","Wall-mounted",3560.0,232.0,"ysyo8kjy4NBvj929M"
"ice flooring",1.0,"large snowflake",8.0,"snowflake",,,,,,,,,"NFS",200.0,"NA","Snowboy","Reward for making a perfect Snowboy; Only available during Winter",0.0,"1.0.0","Floors",3260.0,288.0,"r4NnQCo7BTJX7QwLd"
"ice wall",1.0,"large snowflake",8.0,"snowflake",,,,,,,,,"NFS",200.0,"NA","Snowboy","Reward for making a perfect Snowboy; Only available during Winter",0.0,"1.0.0","Wallpaper",3250.0,293.0,"An3uWvJLZrfNtdewM"
"ice wand",1.0,"large snowflake",3.0,"star fragment",,,,,,,,,"NFS",200.0,"NA","Snowboy","Reward for making a perfect Snowboy; Only available during Winter",0.0,"1.0.0","Tools",3290.0,533.0,"pfuLcy3eLoxPsFMQy"
"iceberg flooring",10.0,"snowflake",,,,,,,,,,,"NFS",200.0,"NA","Balloons","Only available during Winter",0.0,"1.0.0","Floors",3361.0,289.0,"hbGr49z9cKw5qeryp"
"iceberg wall",1.0,"large snowflake",8.0,"snowflake",,,,,,,,,"NFS",200.0,"NA","Balloons","Only available during Winter",0.0,"1.0.0","Wallpaper",3351.0,302.0,"89NQTyckGsnbPBcxX"
"illuminated present",3.0,"red ornament",4.0,"gold ornament",3.0,"iron nugget",,,,,,,"NFS",200.0,"NA","Balloons","Only available during Festive Season",0.0,"1.0.0","Housewares",3408.0,401.0,"ZC8ykvryfN44HMCiJ"
"illuminated reindeer",6.0,"gold ornament",5.0,"iron nugget",,,,,,,,,"NFS",200.0,"NA","Balloons","Only available during Festive Season",0.0,"1.0.0","Housewares",3409.0,392.0,"PWkTWdSn5n9DncHBJ"
"illuminated snowflakes",9.0,"blue ornament",3.0,"gold nugget",,,,,,,,,"NFS",200.0,"NA","Balloons","Only available during Festive Season",0.0,"1.0.0","Housewares",3407.0,406.0,"R2G2JJGg5deoW7GxT"
"illuminated tree",3.0,"red ornament",4.0,"gold ornament",3.0,"iron nugget",,,,,,,"NFS",200.0,"NA","Balloons","Only available during Festive Season",0.0,"1.0.0","Housewares",3410.0,203.0,"S8meymsrnGbZRN5XM"
"imperial fence",6.0,"wood",4.0,"softwood",,,,,,,,,"NFS",200.0,"1000","Nook Miles Exchange",,0.0,"1.0.0","Fencing",597.0,550.0,"6xscDDXokkLGARAzw"
"infused-water dispenser",2.0,"apple",2.0,"pear",2.0,"cherry",2.0,"orange",2.0,"peach",2.0,"coconut","NFS",200.0,"NA","Cranky villagers",,100.0,"1.0.0","Miscellaneous",1901.0,400.0,"t24vHrtE8fyRkzyWK"
